cluster
10
10
10
10
10
10
10
10
10
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
7
9
7
9
7
9
7
9
7
9
17
9
17
9
17
9
17
9
17
9
17
9
17
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
3
3
3
3
3
3
3
3
3
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
3
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
17
17
17
17
17
17
17
17
17
17
17
17
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
12
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
7
4
7
4
7
4
7
4
7
4
7
4
7
4
7
4
7
4
7
4
7
4
7
4
7
4
7
4
7
6
7
6
7
6
7
3
7
3
7
3
7
3
7
1
7
1
7
1
7
1
1
1
1
1
1
1
7
1
7
1
7
1
7
1
7
1
7
1
7
1
7
1
7
1
7
1
7
1
7
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
2
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
13
2
2
2
11
2
11
2
11
2
11
2
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
