@relation 'readsb-hist_filtered_by_Taiwan_manual_edges-weka.filters.unsupervised.attribute.Remove-R1-11,14,16-18,20-29_clustered'

@attribute Instance_number numeric
@attribute gs numeric
@attribute track numeric
@attribute squawk numeric
@attribute nav_heading numeric
@attribute ecef_x numeric
@attribute ecef_y numeric
@attribute ecef_z numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
3599,431.3,229.51,3264,241.17,-2979142.490311,4975175.185466,2667842.710024,cluster12
3600,357.4,203.41,136,217.27,-2961133.023895,5024582.571104,2579982.128204,cluster3
3601,431.3,229.51,3264,241.17,-2978609.65158,4975825.426426,2667224.905838,cluster12
3602,357.4,203.41,136,217.27,-2961001.374463,5025043.884978,2579234.653026,cluster3
3603,431.3,229.51,3264,241.17,-2978034.054186,4976528.551102,2666555.752511,cluster12
3604,357.4,203.41,136,217.97,-2960856.096805,5025530.277442,2578453.642286,cluster3
3605,431.3,229.51,3264,241.17,-2977442.939613,4977247.715669,2665873.505494,cluster12
3606,357.4,203.41,136,217.97,-2960712.613804,5026021.20737,2577661.3863,cluster3
3607,431.3,229.51,3264,241.17,-2976897.81039,4977911.219541,2665243.355856,cluster12
3608,356.9,203.62,136,217.97,-2960557.173096,5026542.881127,2576822.553051,cluster3
3609,431.3,229.51,3264,241.17,-2976362.654878,4978561.18079,2664626.942906,cluster12
3610,356.9,203.62,136,217.97,-2960445.425719,5026914.518654,2576225.899331,cluster3
3611,431.3,229.51,3264,241.17,-2975786.132316,4979262.853578,2663959.676642,cluster12
3612,357.3,203.77,136,217.97,-2960287.405026,5027442.216746,2575377.606842,cluster3
3613,431.3,229.51,3264,241.17,-2975226.156339,4979942.059029,2663315.459426,cluster12
3614,356.9,203.62,136,217.97,-2960135.306525,5027949.566793,2574561.846557,cluster3
3615,431.3,229.51,3264,241.17,-2974651.249004,4980644.413421,2662644.17505,cluster12
3616,221.8,210.03,7101,215.86,-3014983.162635,4917567.001273,2709632.160338,cluster9
3617,356.9,203.62,136,217.97,-2960007.504185,5028375.626153,2573876.593462,cluster3
3618,431.3,229.51,3264,241.17,-2974034.744525,4981392.036142,2661934.174561,cluster12
3619,220.9,210.16,7101,215.86,-3014837.013375,4917896.845538,2709160.253469,cluster9
3620,355.6,203.54,136,217.97,-2959837.849685,5028911.951041,2572985.9484,cluster3
3621,431.3,229.51,3264,241.17,-2973478.669969,4982068.219201,2661289.854101,cluster12
3622,221.1,210.74,7101,215.86,-3014698.788038,4918207.291247,2708732.54744,cluster9
3623,353.4,203.52,136,217.97,-2959690.028329,5029368.40486,2572225.92336,cluster3
3624,431.3,229.51,3264,241.17,-2972932.361896,4982730.893232,2660659.475826,cluster12
3625,221.8,210.03,7101,215.86,-3014557.330483,4918525.601088,2708276.116173,cluster9
3626,351.1,203.5,136,217.97,-2959534.463954,5029832.464019,2571421.823493,cluster3
3627,221.8,210.03,7101,215.86,-3014406.084444,4918867.864791,2707786.946742,cluster9
3628,349.8,203.41,136,217.97,-2959386.637096,5030257.927723,2570683.9957,cluster3
3629,221.8,210.03,7101,215.86,-3014279.025945,4919169.857821,2707361.815989,cluster9
3630,348.9,203.48,136,217.97,-2959238.155753,5030713.487846,2569906.625611,cluster3
3631,222.3,210.26,7101,215.86,-3014129.625594,4919506.542189,2706880.46921,cluster9
3632,347.6,203.39,136,217.97,-2959140.965749,5031006.362092,2569407.339065,cluster3
3633,221.1,210.74,7101,199.69,-3013988.038069,4919813.612832,2706444.118957,cluster7
3634,347.6,203.39,136,217.97,-2958951.043224,5031555.370892,2568456.282014,cluster3
3635,220.7,209,7101,199.69,-3013851.658025,4920131.340448,2705982.479404,cluster7
3636,348,203.54,136,217.97,-2958803.062735,5031998.937315,2567700.910172,cluster3
3637,219.3,202.24,7101,199.69,-3013786.508785,4920417.130999,2705535.351667,cluster7
3638,347.1,203.61,136,217.97,-2958648.019697,5032440.816885,2566937.747685,cluster3
3639,220.4,197.7,7101,199.69,-3013754.099505,4920697.594896,2705043.379997,cluster7
3640,347.1,203.61,136,217.97,-2958477.843081,5032961.781507,2566055.547889,cluster3
3641,222.7,196.97,7101,199.69,-3013737.511119,4920984.440748,2704557.95846,cluster7
3642,347.1,203.61,136,217.97,-2958349.632474,5033316.747231,2565431.297349,cluster3
3643,224.9,197.07,7101,199.69,-3013721.362993,4921301.345716,2704017.22184,cluster7
3644,347.1,203.61,136,217.97,-2958193.821846,5033795.35077,2564633.906073,cluster3
3645,226.2,197.23,7101,199.69,-3013697.721118,4921576.726693,2703542.323346,cluster7
3646,347.1,203.61,136,217.97,-2958025.687807,5034277.004671,2563787.53614,cluster3
3647,227.4,197.4,7101,199.69,-3013673.277425,4921870.304546,2703035.073261,cluster7
3648,346.7,203.46,136,217.97,-2957877.045608,5034701.58605,2563049.363146,cluster3
3649,227.4,197.4,7101,199.69,-3013649.692001,4922155.666135,2702541.703166,cluster7
3650,346.7,203.46,136,217.97,-2957724.10426,5035160.771198,2562266.826372,cluster3
3651,227.4,197.4,7101,199.69,-3013620.08059,4922470.761079,2702000.766339,cluster7
3652,345.7,203.52,136,217.97,-2957594.84945,5035538.804495,2561616.141631,cluster3
3653,226.5,197.47,7101,199.69,-3013595.60189,4922750.859276,2701517.730995,cluster7
3654,346.1,203.68,136,217.97,-2957426.628366,5036010.157317,2560807.742782,cluster3
3655,226.5,197.47,7101,199.69,-3013570.237201,4923049.410369,2701001.935141,cluster7
3656,346.5,203.83,136,217.97,-2957279.892007,5036435.844062,2560082.994271,cluster3
3657,226.5,197.47,7101,199.69,-3013547.037474,4923341.491865,2700495.386503,cluster7
3658,346.5,203.83,136,217.97,-2957121.599168,5036882.989533,2559310.096381,cluster3
3659,226.5,197.47,7101,199.69,-3013520.355754,4923627.91142,2700002.922306,cluster7
3660,346.1,203.68,136,217.97,-2956951.122005,5037360.805815,2558490.572838,cluster3
3661,227.1,197.16,7101,199.69,-3013496.304921,4923916.918933,2699502.68027,cluster7
3662,346.1,203.68,136,217.97,-2956792.281961,5037817.446317,2557698.943034,cluster3
3663,228.1,197.08,7101,199.69,-3013471.794521,4924238.789888,2698942.868773,cluster7
3664,345.7,203.52,136,217.97,-2956692.462397,5038098.156288,2557204.373183,cluster3
3665,228.4,197.32,7101,199.69,-3013448.920611,4924507.189928,2698478.65738,cluster7
3666,344.8,203.59,136,217.97,-2956487.615275,5038699.748067,2556179.699417,cluster3
3667,228.4,197.32,7101,199.69,-3013427.10589,4924805.917893,2697957.79687,cluster7
3668,344.8,203.59,136,217.27,-2956331.796187,5039154.512349,2555406.306571,cluster3
3669,228.4,197.32,7101,199.69,-3013400.438616,4925112.57608,2697427.744093,cluster7
3670,344.8,203.59,136,217.27,-2956213.884729,5039496.017709,2554812.143854,cluster3
3671,228.7,197.56,7101,199.69,-3013374.562757,4925390.433736,2696949.266284,cluster7
3672,344.8,203.59,136,217.27,-2956044.528602,5039986.493629,2553964.349616,cluster3
3673,344.4,203.44,136,217.27,-2955898.616568,5040414.42131,2553231.540152,cluster3
3674,344.4,203.44,136,217.27,-2955726.897684,5040891.357659,2552393.463454,cluster3
3675,344.4,203.44,136,217.27,-2955580.353405,5041320.771835,2551657.828936,cluster3
3676,343.1,203.35,136,217.27,-2955437.761948,5041751.350673,2550915.020239,cluster3
3677,342.7,203.2,136,217.27,-2955272.633378,5042227.666775,2550088.545404,cluster3
3678,341.8,203.26,136,215.16,-2955159.154351,5042568.856431,2549488.171168,cluster3
3679,340.5,203.18,136,215.16,-2954986.605389,5043078.056708,2548604.59798,cluster3
3680,341.4,203.11,136,215.16,-2954850.177599,5043493.605409,2547883.17378,cluster3
3681,341.4,203.11,136,215.16,-2954730.000677,5043821.90781,2547296.304386,cluster3
3682,342.3,203.04,136,215.16,-2954572.053175,5044307.421325,2546460.753148,cluster3
3683,342.3,203.04,136,215.16,-2954398.151506,5044829.180183,2545552.424094,cluster3
3684,343.6,203.13,136,213.75,-2954288.395113,5045147.979403,2544990.65895,cluster3
3685,343.6,203.13,136,213.75,-2954124.745344,5045638.737044,2544150.29155,cluster3
3686,344,203.29,136,213.75,-2953973.413822,5046080.531818,2543373.275081,cluster3
3687,344,203.29,136,213.75,-2953822.365579,5046519.651061,2542600.91702,cluster3
3688,344,203.29,136,213.75,-2953677.98883,5046958.118239,2541860.01202,cluster3
3689,343.1,203.35,136,213.75,-2953507.547876,5047433.761741,2541017.895142,cluster3
3690,343.1,203.35,136,213.75,-2953378.37946,5047806.202416,2540370.745955,cluster3
3691,342.2,203.42,136,213.75,-2953226.325625,5048255.813744,2539596.586933,cluster3
3692,342.2,203.42,136,213.75,-2953062.869076,5048702.787679,2538802.33641,cluster3
3693,342.2,203.42,136,213.75,-2952916.34682,5049134.70866,2538056.278943,cluster3
3694,341.8,203.26,136,210.23,-2952764.376059,5049575.786642,2537298.037336,cluster3
3695,343.4,201.71,136,210.23,-2952619.440551,5050024.924629,2536496.092715,cluster3
3696,342.8,201.03,136,210.23,-2952512.422618,5050388.276149,2535839.677219,cluster3
3697,342.5,200.87,136,210.23,-2952381.695113,5050870.961505,2534972.89087,cluster3
3698,342.5,200.87,136,210.23,-2952260.367065,5051269.639969,2534223.864836,cluster3
3699,342.5,200.87,136,210.23,-2952154.972796,5051660.2233,2533510.478003,cluster3
3700,341.5,200.93,136,210.23,-2952020.975819,5052133.488438,2532646.053348,cluster3
3701,338.4,200.95,136,210.23,-2951912.59872,5052522.126009,2531939.439613,cluster3
3702,335.2,200.98,136,210.23,-2951800.206136,5052928.445432,2531201.949975,cluster3
3703,330.8,200.9,136,210.23,-2951697.279387,5053317.211288,2530507.387598,cluster3
3704,326.7,200.99,136,210.23,-2951579.296463,5053774.635995,2529692.97624,cluster3
3705,322.2,200.91,136,210.23,-2951470.6025,5054194.766724,2528961.119327,cluster3
3706,317.8,200.83,136,210.23,-2951362.5791,5054606.587541,2528225.590427,cluster3
3707,313.7,200.92,136,210.23,-2951263.794415,5055006.534312,2527521.95838,cluster3
3708,309.2,200.84,136,210.23,-2951167.298151,5055365.064606,2526879.024128,cluster3
3709,306.1,200.86,136,210.23,-2951056.197912,5055784.760084,2526130.519602,cluster3
3710,301.6,200.78,136,210.23,-2950964.455275,5056153.360885,2525480.634084,cluster3
3711,298.5,200.8,136,210.23,-2950872.94886,5056501.736961,2524851.510012,cluster3
3712,295.3,200.83,136,210.23,-2950768.826434,5056888.957104,2524159.107176,cluster3
3713,290.8,200.74,136,210.23,-2950666.651851,5057270.850612,2523474.848222,cluster3
3714,287.7,200.77,136,210.23,-2950582.829111,5057592.99161,2522888.666423,cluster3
3715,284.5,200.79,136,210.23,-2950484.273194,5057960.90316,2522227.754701,cluster3
3716,282.3,200.75,136,210.23,-2950395.435722,5058314.894812,2521602.4315,cluster3
3717,277.9,200.65,136,210.23,-2950307.401104,5058657.729811,2520979.076572,cluster3
3718,274.7,200.68,136,210.23,-2950216.464571,5058990.761508,2520378.59233,cluster3
3719,272.5,200.63,136,210.23,-2950126.60775,5059328.120332,2519767.965442,cluster3
3720,269,200.46,136,210.23,-2950032.786415,5059699.310313,2519093.834784,cluster3
3721,266.7,200.41,136,210.23,-2949955.920334,5059985.157559,2518571.071765,cluster3
3722,264.9,200.56,136,210.23,-2949858.836642,5060334.802783,2517924.344311,cluster3
3723,263,200.71,136,210.23,-2949766.762605,5060672.176636,2517296.198272,cluster3
3724,260.8,200.66,136,210.23,-2949681.911004,5060962.697064,2516753.60212,cluster3
3725,258.9,200.82,136,210.23,-2949586.523081,5061316.189234,2516115.843712,cluster3
3726,257.6,200.69,136,210.23,-2949496.380075,5061617.802727,2515537.483937,cluster3
3727,255.7,200.84,136,210.23,-2949411.477574,5061908.133522,2514994.831983,cluster3
3728,255.2,201.13,136,210.23,-2949328.275639,5062181.101975,2514484.986363,cluster3
3729,254.2,201.22,136,210.23,-2949226.044905,5062512.645133,2513860.047498,cluster3
3730,253.3,201.3,136,210.23,-2949123.593572,5062822.517725,2513259.489172,cluster3
3731,252.4,201.38,136,210.23,-2949040.906003,5063087.927927,2512763.809276,cluster3
3732,252.7,201.59,136,210.23,-2948925.75673,5063423.411703,2512126.195822,cluster3
3733,251.8,201.67,136,210.23,-2948820.624183,5063744.840757,2511524.290504,cluster3
3734,251.4,201.46,136,210.23,-2948729.850924,5064025.317706,2510987.924406,cluster3
3735,251.4,201.46,136,210.23,-2948629.812245,5064320.401346,2510432.826078,cluster3
3736,252.8,200.37,136,210.23,-2948528.080649,5064611.593253,2509848.697863,cluster3
3737,253.1,199.87,136,210.23,-2948441.266511,5064907.094638,2509257.529479,cluster3
3738,253.7,199.58,136,210.23,-2948351.943945,5065208.688834,2508656.830717,cluster3
3739,254.3,199.29,136,210.23,-2948282.177209,5065471.521331,2508130.615282,cluster3
3740,254.9,199,136,210.23,-2948196.119419,5065758.450319,2507535.989619,cluster3
3741,254.9,199,136,210.23,-2948116.730508,5066068.869817,2506924.630111,cluster3
3742,254.6,198.79,136,210.23,-2948046.256011,5066359.046259,2506362.89712,cluster3
3743,254.2,198.58,136,210.23,-2947973.572501,5066645.659758,2505772.033685,cluster3
3744,253.9,198.36,136,210.94,-2947901.054127,5066947.642417,2505169.10744,cluster3
3745,253.3,198.65,136,210.94,-2947826.544952,5067246.4391,2504555.391595,cluster3
3746,252.7,198.94,136,210.94,-2947760.031047,5067522.790536,2504016.299808,cluster3
3747,252.1,199.23,136,210.94,-2947679.694125,5067837.476153,2503396.330379,cluster3
3748,251.1,199.3,136,210.94,-2947618.566019,5068077.758476,2502923.613743,cluster3
3749,250.2,199.38,136,210.94,-2947527.583411,5068427.533074,2502244.766417,cluster3
3750,249.2,199.45,136,210.94,-2947453.897491,5068694.314835,2501713.461201,cluster3
3751,249.2,199.45,136,210.94,-2947376.82804,5068983.603173,2501140.387134,cluster3
3752,249.6,199.67,136,220.08,-2947295.9153,5069251.244081,2500596.134936,cluster3
3753,247.3,201.59,136,220.08,-2947201.561781,5069554.845758,2499994.657428,cluster3
3754,243.7,206.57,136,220.08,-2947095.867168,5069797.629714,2499549.161725,cluster3
3755,242.5,208.57,136,220.08,-2946907.329183,5070177.760758,2498922.595667,cluster3
3756,241,209.86,136,220.08,-2946734.738919,5070482.516191,2498410.526648,cluster3
3757,241,209.86,136,220.08,-2946574.498927,5070786.762384,2497923.661019,cluster3
3758,241,209.86,136,220.08,-2946405.349426,5071085.694456,2497438.505489,cluster3
3759,240.1,209.98,136,220.08,-2946228.811884,5071402.714983,2496925.187798,cluster3
3760,240.1,209.98,136,220.08,-2946053.434299,5071703.021649,2496424.841914,cluster3
3761,239.8,210.31,136,220.08,-2945859.314861,5072053.034552,2495864.919305,cluster3
3762,239.8,210.31,136,220.08,-2945709.112046,5072309.517604,2495443.083939,cluster3
3763,238.9,210.43,136,220.08,-2945513.475263,5072660.262448,2494883.133073,cluster3
3764,238.6,210.76,136,220.08,-2945349.377934,5072942.219413,2494425.649253,cluster3
3765,239.1,210.96,136,220.08,-2945142.711954,5073288.939144,2493867.090189,cluster3
3766,238.7,211.29,136,220.08,-2944975.067994,5073570.362059,2493414.60091,cluster3
3767,239.3,211.5,136,220.08,-2944758.83643,5073911.904117,2492858.051867,cluster3
3768,240.1,211.37,136,220.08,-2944583.764414,5074199.975725,2492400.524022,cluster3
3769,240.1,211.37,136,220.08,-2944394.81588,5074509.050775,2491897.000758,cluster3
3770,240.6,211.58,136,220.08,-2944179.021149,5074847.389809,2491345.944046,cluster3
3771,240.6,211.58,136,220.08,-2944007.834303,5075143.284734,2490886.958351,cluster3
3772,239.8,211.7,136,220.08,-2943827.128597,5075443.417143,2490410.954478,cluster3
3773,178.6,40.91,7101,45,-2995987.446319,4939764.985958,2688721.092216,cluster19
3774,177.9,41.13,7101,45,-2996174.580759,4939448.812295,2689057.286677,cluster19
3775,178.6,40.91,7101,45,-2996325.63221,4939205.386149,2689318.040705,cluster19
3776,178,40.67,7101,45,-2996529.019424,4938864.557584,2689681.236711,cluster19
3777,177.3,40.43,7101,45,-2996675.804689,4938606.185272,2689955.999462,cluster19
3778,178.1,40.22,7101,45,-2996845.172849,4938321.892975,2690271.17383,cluster19
3779,176.2,39.47,7101,45,-2997034.643355,4937995.749017,2690622.641778,cluster19
3780,175.5,39.22,7101,45,-2997205.967486,4937690.846928,2690955.245663,cluster19
3781,176.2,39.47,7101,45,-2997337.176249,4937462.295711,2691210.408563,cluster19
3782,177,39.27,7101,45,-2997525.623691,4937130.492736,2691573.134963,cluster19
3783,174.9,38.97,7101,45,-2997666.732417,4936872.456796,2691853.188787,cluster19
3784,174.3,38.71,7101,45,-2997835.950698,4936577.421281,2692187.762322,cluster19
3785,174.1,39.17,7101,42.89,-2997987.165435,4936303.067909,2692486.346296,cluster19
3786,182.3,49.67,6254,49.22,-2996130.560674,4931013.184625,2703699.722641,cluster19
3787,174,39.64,7101,42.89,-2998156.355474,4936018.145249,2692802.252953,cluster19
3788,187.7,51.05,6254,49.22,-2996418.479985,4930727.416045,2704009.55027,cluster19
3789,173.9,40.1,7101,42.89,-2998317.030603,4935737.096823,2693102.431674,cluster19
3790,194.4,51.89,6254,49.22,-2996728.098824,4930419.791059,2704335.084462,cluster19
3791,174.6,39.89,7101,42.89,-2998485.782722,4935442.196073,2693418.929501,cluster19
3792,199,50.71,6254,49.22,-2996954.538775,4930209.737904,2704574.820055,cluster19
3793,174,39.64,7101,42.89,-2998636.390819,4935168.513938,2693716.670742,cluster19
3794,201.2,48.63,6254,49.22,-2997285.145691,4929859.535793,2704972.460824,cluster15
3795,171.8,39.81,7101,42.89,-2998808.222724,4934876.997527,2694041.410076,cluster19
3796,204.4,45.59,6254,49.22,-2997547.450646,4929597.057993,2705321.687857,cluster15
3797,171.2,39.55,7101,42.89,-2998948.787469,4934626.629134,2694307.487325,cluster19
3798,205.1,45,6254,49.22,-2997777.443994,4929354.334883,2705634.737887,cluster15
3799,170.4,39.76,7101,42.89,-2999123.793186,4934320.408046,2694637.452035,cluster19
3800,207.9,45,6254,49.22,-2998096.481036,4929021.440234,2706085.083982,cluster15
3801,170.3,40.24,7101,42.89,-2999281.520875,4934047.106549,2694926.288846,cluster19
3802,213.6,45.76,6254,49.22,-2998349.6289,4928728.091955,2706428.610168,cluster15
3803,170.2,40.71,7101,42.89,-2999433.197859,4933794.725245,2695201.510838,cluster19
3804,220.7,46.1,6254,49.22,-2998660.467642,4928375.204659,2706834.471822,cluster15
3805,170.3,40.24,7101,42.89,-2999608.170621,4933489.127277,2695530.136574,cluster19
3806,224.2,45.9,6254,49.22,-2998931.159444,4928058.068959,2707201.648575,cluster15
3807,527,43.54,3555,56.95,-2936317.437414,5060929.758774,2550798.05503,cluster10
3808,170.4,39.76,7101,42.89,-2999770.52888,4933203.548974,2695836.078551,cluster19
3809,228.4,45.53,6254,49.22,-2999225.175583,4927737.460572,2707602.998299,cluster15
3810,527,43.54,3555,56.95,-2936904.403473,5060150.830987,2551667.479624,cluster10
3811,169,39.72,7101,42.89,-2999922.634314,4932940.897713,2696129.414962,cluster19
3812,231.9,45.7,6254,49.22,-2999512.893735,4927428.0325,2707990.852507,cluster15
3813,527,43.54,3555,56.95,-2937500.440728,5059356.84866,2552555.635571,cluster10
3814,169,39.72,7101,42.89,-3000071.467868,4932673.280517,2696417.402971,cluster19
3815,527,43.54,3555,56.95,-2938119.454774,5058531.10992,2553479.569822,cluster10
3816,169,39.72,7101,42.89,-3000243.865723,4932394.018406,2696736.418167,cluster19
3817,527,43.54,3555,38.67,-2938717.10334,5057737.547216,2554363.624088,cluster5
3818,168.1,40.42,7101,42.89,-3000402.781594,4932162.222896,2697019.556781,cluster19
3819,527,43.54,3555,38.67,-2939311.270934,5056943.314715,2555252.31599,cluster5
3820,163.8,40.79,7101,42.89,-3000577.288386,4931887.061693,2697328.582422,cluster19
3821,527,43.54,3555,38.67,-2939920.057069,5056133.036308,2556155.240053,cluster5
3822,156.8,40.09,7101,42.89,-3000713.823378,4931667.760507,2697577.651262,cluster15
3823,527,43.54,3555,38.67,-2940428.109492,5055455.360581,2556911.117761,cluster5
3824,153.4,39.71,7101,42.89,-3000879.789962,4931399.935111,2697882.632845,cluster15
3825,527.7,43.62,3555,38.67,-2941123.070013,5054529.609292,2557941.819095,cluster5
3826,150.6,39.61,7101,42.89,-3001012.851702,4931156.555811,2698143.473147,cluster15
3827,527.7,43.62,3555,38.67,-2941667.535078,5053793.379786,2558751.286478,cluster5
3828,149,40.1,7101,42.89,-3001166.253283,4930922.588679,2698418.420039,cluster15
3829,527,43.54,3555,38.67,-2942398.01157,5052819.491835,2559834.503048,cluster5
3830,148.9,40.64,7101,42.89,-3001288.600081,4930729.466451,2698635.227794,cluster15
3831,526.9,43.69,3555,38.67,-2942969.146293,5052055.934097,2560684.869576,cluster5
3832,147.6,40.05,7101,99.84,-3001457.139034,4930444.648466,2698950.152677,cluster15
3833,526.9,43.69,3555,38.67,-2943589.487532,5051228.89221,2561603.241322,cluster5
3834,147,39.76,7101,97.03,-3001587.006514,4930234.273403,2699190.020613,cluster15
3835,526.9,43.69,3555,38.67,-2944170.670456,5050452.441818,2562466.147039,cluster5
3836,147.6,40.05,7101,97.03,-3001726.041327,4930008.752447,2699447.311822,cluster15
3837,526.9,43.69,3555,38.67,-2944768.570613,5049655.268424,2563350.013979,cluster5
3838,148.3,40.35,7101,97.03,-3001890.453198,4929757.133428,2699741.97608,cluster15
3839,526.9,43.69,3555,38.67,-2945351.148808,5048876.815275,2564213.928859,cluster5
3840,148,41.99,7101,97.03,-3002022.520182,4929550.423859,2699972.561332,cluster15
3841,526.9,43.69,3555,38.67,-2945945.835357,5048081.088852,2565097.271853,cluster5
3842,146.8,49.14,7101,97.03,-3002223.375588,4929289.161917,2700226.210205,cluster15
3843,526.9,43.69,3555,38.67,-2946637.957918,5047155.295765,2566123.871512,cluster5
3844,147.6,57.17,7101,97.03,-3002396.538993,4929102.515961,2700374.387892,cluster15
3845,526.9,43.69,3555,38.67,-2947221.700518,5046375.125882,2566987.708469,cluster5
3846,150.8,65.3,7101,97.03,-3002751.821767,4928787.907349,2700553.588848,cluster15
3847,526.9,43.69,3555,38.67,-2947814.54476,5045579.832198,2567870.153489,cluster5
3848,154.2,78.4,7101,97.03,-3003031.823072,4928590.01447,2700621.386514,cluster15
3849,526.9,43.69,3555,38.67,-2948420.90165,5044766.870401,2568771.100852,cluster5
3850,159,91.08,7101,97.03,-3003403.549556,4928347.334353,2700614.927415,cluster15
3851,526.9,43.69,3555,38.67,-2949026.490775,5043955.270605,2569669.539727,cluster5
3852,163.4,94.21,7101,97.03,-3003739.899582,4928147.065779,2700588.328532,cluster15
3853,526.9,43.69,3555,38.67,-2949624.61418,5043157.008449,2570549.665366,cluster5
3854,164.3,93.49,7101,97.03,-3004109.241778,4927910.542731,2700555.169944,cluster15
3855,526.9,43.69,3555,38.67,-2950239.506837,5042328.490388,2571469.192093,cluster5
3856,164.2,92.79,7101,97.03,-3004480.755584,4927667.522502,2700531.379332,cluster15
3857,526.2,43.61,3555,38.67,-2950785.083627,5041597.367019,2572276.60598,cluster5
3858,163,91.05,7101,97.03,-3004802.076371,4927452.476045,2700512.323082,cluster15
3859,526.2,43.61,3555,38.67,-2951403.105602,5040766.208746,2573196.318893,cluster5
3860,163,90.35,7101,97.03,-3005162.376624,4927210.423423,2700499.109173,cluster15
3861,526.2,43.61,3555,38.67,-2952065.125054,5039873.473885,2574185.390221,cluster5
3862,162,91.06,7101,97.03,-3005497.517823,4926992.316595,2700488.117457,cluster15
3863,526.2,43.61,3555,38.67,-2952609.923164,5039141.902215,2574992.638733,cluster5
3864,163.1,92.11,7101,97.03,-3005869.756596,4926746.826802,2700467.751876,cluster15
3865,526.2,43.61,3555,38.67,-2953275.713073,5038246.070404,2575981.881766,cluster5
3866,162.2,92.47,7101,97.03,-3006190.367649,4926544.3642,2700444.269908,cluster15
3867,526.2,43.61,3555,38.67,-2953829.596611,5037490.94994,2576804.596131,cluster5
3868,162.1,92.12,7101,97.03,-3006537.192984,4926316.021277,2700420.781895,cluster15
3869,526.2,43.77,3555,38.67,-2954516.505962,5036561.384891,2577833.958074,cluster5
3870,526.2,43.77,3555,38.67,-2955084.006382,5035796.123444,2578678.382721,cluster5
3871,526.2,43.77,3555,38.67,-2955700.991174,5034964.818382,2579594.388972,cluster5
3872,525.5,43.69,3555,38.67,-2956304.409716,5034151.317971,2580490.462692,cluster5
3873,525.5,43.69,3555,38.67,-2956810.632985,5033466.897944,2581245.46511,cluster5
3874,525.5,43.69,3555,38.67,-2957437.202547,5032620.258448,2582178.30725,cluster5
3875,525.5,43.69,3555,38.67,-2958136.591755,5031673.025554,2583222.938814,cluster5
3876,525.5,43.69,3555,38.67,-2958716.7802,5030888.952406,2584085.456463,cluster5
3877,525.5,43.69,3555,38.67,-2959318.490289,5030075.002194,2584980.817823,cluster5
3878,525.5,43.69,3555,38.67,-2959851.467425,5029356.366146,2585768.766976,cluster5
3879,526.2,43.77,3555,38.67,-2960439.009076,5028557.362167,2586649.959332,cluster5
3880,526.2,43.77,3555,38.67,-2961115.213414,5027643.449578,2587652.279574,cluster5
3881,526.2,43.92,3555,38.67,-2961744.143598,5026792.841557,2588584.871917,cluster5
3882,526.9,44,3555,38.67,-2962303.917358,5026038.136504,2589409.66917,cluster5
3883,526.9,44.15,3555,38.67,-2962925.974523,5025202.444832,2590319.73724,cluster5
3884,526.9,44.15,3555,38.67,-2963571.452603,5024334.580355,2591264.662893,cluster5
3885,526.9,44.15,3555,38.67,-2964131.258189,5023579.823398,2592087.561282,cluster5
3886,526.9,44.15,3555,38.67,-2964758.387169,5022722.253111,2593013.282215,cluster5
3887,526.9,44.15,3555,38.67,-2965387.483924,5021889.111045,2593926.195893,cluster5
3888,526.9,44.15,3555,38.67,-2965967.663522,5021097.691815,2594776.058953,cluster5
3889,526.9,44.15,3555,38.67,-2966602.211001,5020241.670381,2595706.821,cluster5
3890,526.9,44.15,3555,38.67,-2967174.894677,5019470.656957,2596543.178202,cluster5
3891,526.9,44.15,3555,38.67,-2967819.12793,5018601.947286,2597485.924219,cluster5
3892,526.9,44.15,3555,38.67,-2968415.184029,5017795.771398,2598362.157146,cluster5
3893,527.5,44.23,3555,38.67,-2969052.506415,5016937.703166,2599290.73107,cluster5
3894,527.5,44.23,3555,38.67,-2969648.588891,5016133.270985,2600162.163047,cluster5
3895,527.5,44.23,3555,38.67,-2970258.218344,5015310.628379,2601052.561014,cluster5
3896,527.5,44.23,3555,38.67,-2970847.105842,5014518.88807,2601906.378565,cluster5
3897,527.5,44.23,3555,38.67,-2971429.428622,5013729.671682,2602762.174679,cluster5
3898,526.9,44.15,3555,38.67,-2972124.407755,5012787.663865,2603782.892209,cluster5
3899,527.6,44.08,3555,38.67,-2972694.324399,5012014.324873,2604620.868548,cluster5
3900,528.3,44.16,3555,38.67,-2973300.142364,5011190.306519,2605514.725192,cluster5
3901,528.3,44.16,3555,38.67,-2973924.709057,5010347.523199,2606422.553915,cluster5
3902,528.3,44.16,3555,38.67,-2974447.591145,5009637.480525,2607190.604687,cluster5
3903,528.3,44.16,3555,38.67,-2975089.465284,5008764.392034,2608135.530713,cluster5
3904,528.3,44.16,3555,38.67,-2975676.491102,5007969.652872,2608991.832901,cluster5
3905,528.3,44.16,3555,38.67,-2976354.320655,5007045.378446,2609992.441373,cluster5
3906,528.3,44.16,3555,38.67,-2976936.167364,5006251.188401,2610852.17927,cluster5
3907,528.3,44.16,3555,38.67,-2977520.820326,5005456.184246,2611709.62399,cluster5
3908,528.3,44.16,3555,38.67,-2978143.152626,5004612.234004,2612617.223714,cluster5
