@relation 'readsb-hist_filtered_by_Taiwan_manual_edges-weka.filters.unsupervised.attribute.Remove-R1-11,14,16-18,20-29_clustered'

@attribute Instance_number numeric
@attribute gs numeric
@attribute track numeric
@attribute squawk numeric
@attribute nav_heading numeric
@attribute ecef_x numeric
@attribute ecef_y numeric
@attribute ecef_z numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
1062,186.3,256.34,6317,289.69,-3007094.786479,4934474.712786,2686612.732116,cluster7
1063,186.1,267.84,6317,289.69,-3006628.082071,4934785.669838,2686563.91832,cluster7
1064,186.9,275.53,6317,289.69,-3006288.481092,4934977.464426,2686591.653455,cluster7
1065,187.1,282.03,6317,289.69,-3005754.884865,4935228.817119,2686690.822868,cluster7
1066,186.3,283.66,6317,289.69,-3005335.631232,4935414.865199,2686781.922658,cluster7
1067,186.3,283.66,6317,289.69,-3004895.988659,4935606.969159,2686884.619163,cluster7
1068,186,283.36,6317,289.69,-3004441.81113,4935811.056995,2686981.464856,cluster7
1069,186.8,282.99,6317,289.69,-3004033.582859,4935998.676337,2687075.168784,cluster7
1070,186.8,282.99,6317,2.81,-3003627.155812,4936179.540032,2687161.12031,cluster16
1071,187,283.29,6317,9.84,-3003196.702256,4936369.984325,2687256.247844,cluster16
1072,184.6,291.28,6317,9.84,-3002737.74777,4936553.140933,2687414.591154,cluster16
1073,182.6,298.81,6317,9.84,-3002370.418933,4936659.862089,2687592.81165,cluster16
1074,179.9,308.91,6317,9.84,-3001979.662742,4936728.032651,2687867.937986,cluster16
1075,177.2,319.12,6317,9.84,-3001633.820421,4936750.471645,2688194.875573,cluster16
1076,175.3,329.48,6317,9.84,-3001357.864397,4936712.357298,2688536.840051,cluster16
1077,172.4,339.99,6317,18.28,-3001154.419972,4936644.419147,2688870.61426,cluster16
1078,170.3,350.54,6317,19.69,-3000980.726773,4936501.177913,2689291.304692,cluster16
1079,168,358.98,6317,19.69,-3000980.726773,4936501.177913,2689291.304692,cluster16
1080,166.4,9.69,6317,19.69,-3000848.444299,4936142.667821,2690024.654431,cluster15
1081,165.2,12.94,6317,19.69,-3000833.111455,4935926.470988,2690420.387195,cluster15
1082,165.4,13.28,6317,19.69,-3000825.71491,4935713.055053,2690802.092711,cluster15
1083,164.2,13.02,6317,19.69,-3000809.132763,4935494.635024,2691185.103835,cluster15
1084,164.2,13.02,6317,19.69,-3000795.998587,4935314.49744,2691512.043235,cluster15
1085,164.2,13.02,6317,19.69,-3000776.153335,4935088.600171,2691912.266569,cluster15
1086,164,12.68,6317,19.69,-3000759.286025,4934879.060863,2692279.108771,cluster15
1087,164,12.68,6317,19.69,-3000740.570189,4934680.461957,2692627.894727,cluster15
1088,164.2,13.02,6317,19.69,-3000730.355148,4934555.215851,2692850.767275,cluster15
1089,163.2,13.1,6317,19.69,-3000707.027554,4934250.505675,2693380.968293,cluster15
1090,163.2,13.1,6317,19.69,-3000695.170831,4934063.218502,2693719.230563,cluster15
1091,163.5,13.44,6317,19.69,-3000683.002823,4933865.5371,2694058.796439,cluster15
1092,162.7,13.87,6317,19.69,-3000669.002834,4933645.653317,2694459.020059,cluster15
1093,162.7,13.87,6317,19.69,-3000664.389148,4933440.439261,2694839.877211,cluster15
1094,162.7,13.87,6317,19.69,-3000657.368654,4933234.577199,2695206.514866,cluster15
1095,162.7,13.87,6317,19.69,-3000648.915725,4933020.360975,2695589.969942,cluster15
1096,162.7,13.87,6317,19.69,-3000643.642585,4932824.376541,2695954.46618,cluster15
1097,162.7,13.87,6317,19.69,-3000636.928469,4932616.145918,2696324.897288,cluster15
1098,162,14.29,6317,19.69,-3000632.855156,4932421.962607,2696684.635353,cluster15
1099,160.6,13.69,6317,19.69,-3000627.425338,4932210.632592,2697059.174225,cluster15
1100,158.6,13.86,6317,19.69,-3000620.824455,4932009.021995,2697417.176144,cluster15
1101,157.6,13.95,6317,63.98,-3000613.266876,4931815.736713,2697760.960011,cluster15
1102,157.4,15.1,6317,70.31,-3000608.994043,4931617.781218,2698109.56946,cluster15
1103,156.7,21.33,6317,70.31,-3000645.656663,4931397.954588,2698470.563227,cluster15
1104,155.1,32.36,6317,70.31,-3000737.733872,4931164.747529,2698776.333395,cluster15
1105,154.9,43.69,6317,70.31,-3000890.542587,4930932.908694,2699030.013509,cluster15
1106,156.4,53.06,6317,70.31,-3001116.417,4930663.989244,2699252.151586,cluster15
1107,158.8,65.05,6317,70.31,-3001380.894417,4930415.691543,2699411.627793,cluster15
1108,159.3,68.27,6317,70.31,-3001671.428108,4930156.16045,2699544.602525,cluster15
1109,160.1,69.53,6317,70.31,-3001935.266655,4929920.795304,2699663.068874,cluster15
1110,159.8,69.86,6317,70.31,-3002273.158701,4929627.1172,2699805.610308,cluster15
1111,159.4,70.2,6317,70.31,-3002558.329743,4929368.131507,2699925.377924,cluster15
1112,158.8,69.74,6317,70.31,-3002845.789193,4929107.499047,2700045.54659,cluster15
1113,159.5,69.07,6317,70.31,-3003124.365478,4928852.246678,2700165.713351,cluster15
1114,160.1,69.53,6317,70.31,-3003427.034186,4928566.472723,2700296.751758,cluster15
1115,159.8,69.86,6317,97.03,-3003641.388203,4928386.860216,2700368.165736,cluster15
1116,158.5,79.82,6317,97.03,-3003997.881378,4928098.850187,2700443.294329,cluster15
1117,157.6,84.9,6317,97.03,-3004256.608822,4927901.478929,2700461.710302,cluster15
1118,156.2,87.06,6317,97.03,-3004646.595265,4927618.508482,2700472.263011,cluster15
1119,154.1,87.77,6317,97.03,-3005002.043165,4927360.75074,2700475.159994,cluster15
1120,152.1,87.74,6317,97.03,-3005310.799568,4927148.706933,2700482.501091,cluster15
1121,150,88.85,6317,97.03,-3005618.180418,4926934.413301,2700477.446323,cluster15
1122,147,90.78,6317,97.03,-3005936.23667,4926708.032651,2700464.528565,cluster15
1123,145,90.79,6317,97.03,-3006227.514318,4926516.672559,2700453.436186,cluster15
1124,143,90.8,6317,97.03,-3006563.308727,4926289.97823,2700439.215126,cluster15
1125,485.9,43.58,3557,37.27,-2935603.766077,5060061.845451,2550080.991221,cluster5
1126,486.7,43.5,3557,37.27,-2936108.410763,5059389.735961,2550833.454554,cluster5
1127,487.3,43.59,3557,37.27,-2936727.457836,5058567.560068,2551751.259741,cluster5
1128,487.3,43.59,3557,37.27,-2937245.013475,5057878.6316,2552521.085476,cluster5
1129,488.1,43.51,3557,37.27,-2937841.539134,5057083.595477,2553409.683595,cluster5
1130,488.8,43.59,3557,37.27,-2938347.111518,5056410.596958,2554160.6332,cluster5
1131,488.8,43.59,3557,37.27,-2938859.717655,5055732.608857,2554912.867528,cluster5
1132,488.8,43.59,3557,37.27,-2939400.244531,5055009.824697,2555721.089565,cluster5
1133,489.4,43.68,3557,37.27,-2940086.914335,5054095.009497,2556740.304393,cluster5
1134,490.2,43.59,3557,37.27,-2940588.938986,5053429.869364,2557477.597226,cluster5
1135,490.2,43.59,3557,37.27,-2941247.818561,5052536.2159,2558466.379332,cluster5
1136,490.2,43.59,3557,37.27,-2941782.487868,5051825.54339,2559254.897538,cluster5
1137,490.2,43.59,3557,37.27,-2942301.773723,5051130.814985,2560029.085693,cluster5
1138,490.9,43.68,3557,37.27,-2942869.048058,5050373.944697,2560870.153298,cluster5
1139,490.9,43.68,3557,37.27,-2943480.564821,5049558.080128,2561776.047448,cluster5
1140,491.6,43.6,3557,37.27,-2944066.62829,5048770.907537,2562653.930742,cluster5
1141,491.6,43.6,3557,37.27,-2944599.00193,5048059.543686,2563443.52748,cluster5
1142,491.6,43.6,3557,37.27,-2945200.608532,5047255.138028,2564336.191784,cluster5
1143,491.6,43.6,3557,37.27,-2945752.809029,5046513.615025,2565161.179889,cluster5
1144,492.3,43.68,3557,37.27,-2946344.414125,5045723.496118,2566035.882723,cluster5
1145,492.3,43.68,3557,37.27,-2946784.40732,5045132.594841,2566692.407477,cluster5
1146,492.3,43.68,3557,37.27,-2947407.985489,5044297.966283,2567616.667607,cluster5
1147,492.3,43.68,3557,37.27,-2948021.037319,5043476.304536,2568526.793019,cluster5
1148,492.3,43.68,3557,37.27,-2948552.349919,5042761.524891,2569320.221422,cluster5
1149,492.3,43.68,3557,37.27,-2949026.58921,5042123.623557,2570027.762155,cluster5
1150,493,43.6,3557,37.27,-2949684.880636,5041240.06941,2571005.411286,cluster5
1151,493,43.6,3557,37.27,-2950293.789085,5040418.939946,2571916.527663,cluster5
1152,493,43.6,3557,37.27,-2950872.552621,5039642.804104,2572773.356238,cluster5
1153,493.7,43.69,3557,37.27,-2951418.179007,5038910.344711,2573582.022772,cluster5
1154,493.7,43.69,3557,37.27,-2951951.480953,5038190.72084,2574379.123573,cluster5
1155,493.7,43.69,3557,37.27,-2952516.14233,5037430.679574,2575218.774223,cluster5
1156,494.4,43.77,3557,37.27,-2953144.09185,5036588.208327,2576146.414677,cluster5
1157,494.4,43.77,3557,37.27,-2953686.63749,5035856.377085,2576954.977143,cluster5
1158,494.4,43.77,3557,37.27,-2954244.792098,5035104.842181,2577783.562279,cluster5
1159,493.7,43.69,3557,37.27,-2954811.877386,5034341.363037,2578624.62701,cluster5
1160,495.1,43.69,3557,37.27,-2955377.751479,5033574.230124,2579473.58452,cluster5
1161,495.1,43.69,3557,37.27,-2955944.559107,5032808.707856,2580317.699618,cluster5
1162,495.1,43.69,3557,37.27,-2956538.3909,5032011.181683,2581192.625105,cluster5
1163,495.1,43.69,3557,37.27,-2957079.142801,5031274.747762,2582008.619871,cluster5
1164,495.1,43.69,3557,37.27,-2957657.445284,5030493.268715,2582868.766916,cluster5
1165,495.1,43.69,3557,37.27,-2958212.830184,5029740.552465,2583698.508644,cluster5
1166,495.1,43.69,3557,37.27,-2958769.157264,5028988.044568,2584526.1614,cluster5
1167,495.1,43.69,3557,37.27,-2959356.867354,5028189.294419,2585407.22295,cluster5
1168,495.1,43.69,3557,37.27,-2959902.024067,5027450.163839,2586220.411213,cluster5
1169,495.1,43.69,3557,37.27,-2960405.381918,5026755.431523,2586975.784231,cluster5
1170,495.8,43.77,3557,37.27,-2961054.336699,5025876.983521,2587939.65607,cluster5
1171,495.8,43.94,3557,37.27,-2961603.355251,5025135.825457,2588750.54876,cluster5
1172,495.8,43.94,3557,37.27,-2962185.581875,5024351.781902,2589606.080479,cluster5
1173,496.5,44.02,3557,37.27,-2962769.172317,5023565.472416,2590463.795877,cluster5
1174,495.7,44.1,3557,37.27,-2963342.045115,5022792.476773,2591307.307278,cluster5
1175,496.4,44.18,3557,37.27,-2963896.02987,5022049.977684,2592112.699632,cluster5
1176,496.4,44.18,3557,37.27,-2964377.52467,5021401.500062,2592818.306058,cluster5
1177,496.4,44.18,3557,37.27,-2965056.759039,5020488.833793,2593808.818565,cluster5
1178,496.4,44.18,3557,37.27,-2965653.038866,5019683.729019,2594685.186205,cluster5
1179,496.4,44.18,3557,37.27,-2966215.409539,5018925.284142,2595509.398603,cluster5
1180,496.4,44.18,3557,37.27,-2966792.54932,5018150.45159,2596347.803422,cluster5
1181,496.4,44.18,3557,37.27,-2967353.679685,5017393.741706,2597168.859004,cluster5
1182,497.1,44.27,3557,37.27,-2967931.250224,5016616.48397,2598010.209474,cluster5
1183,497.1,44.27,3557,37.27,-2968518.705236,5015826.593318,2598864.018039,cluster5
1184,497.1,44.27,3557,37.27,-2969055.711675,5015098.477319,2599655.620574,cluster5
1185,496.4,44.18,3557,37.27,-2969630.868453,5014323.398238,2600493.657913,cluster5
1186,496.4,44.18,3557,37.27,-2970252.263857,5013484.320096,2601401.615097,cluster5
1187,496.4,44.18,3557,37.27,-2970805.654895,5012739.206117,2602205.471158,cluster5
1188,496.4,44.18,3557,37.27,-2971406.967418,5011912.213477,2603093.015012,cluster5
1189,496.4,44.18,3557,37.27,-2971990.719431,5011121.250646,2603949.235558,cluster5
1190,496.4,44.18,3557,37.27,-2972521.326009,5010404.747801,2604722.226278,cluster5
1191,496.4,44.18,3557,37.27,-2973033.16519,5009708.012221,2605478.089985,cluster5
1192,496.4,44.18,3557,37.27,-2973650.295457,5008868.966731,2606386.8172,cluster5
1193,496.4,44.18,3557,37.27,-2974245.588742,5008061.700768,2607258.680218,cluster5
1194,496.4,44.18,3557,37.27,-2974807.625041,5007299.602899,2608081.081413,cluster5
1195,496.4,44.18,3557,37.27,-2975405.040146,5006490.60828,2608952.525959,cluster5
1196,496.4,44.18,3557,37.27,-2975883.061056,5005837.849432,2609659.762985,cluster5
1197,497.2,44.1,3557,37.27,-2976555.848611,5004921.209469,2610650.419634,cluster5
1198,497.2,44.1,3557,37.27,-2977083.017443,5004204.552625,2611423.012299,cluster5
1199,497.2,44.1,3557,37.27,-2977584.098746,5003520.356346,2612162.633711,cluster5
1200,497.2,44.1,3557,37.27,-2978234.661235,5002632.724325,2613120.887858,cluster5
1201,497.2,44.1,3557,37.27,-2978796.171293,5001868.894507,2613942.917985,cluster5
1202,497.2,44.1,3557,37.27,-2979400.428005,5001041.647583,2614836.930895,cluster5
1203,497.2,44.1,3557,37.27,-2979900.187815,5000358.020956,2615574.732127,cluster5
1204,497.2,44.1,3557,37.27,-2980542.832796,4999482.549936,2616515.870614,cluster5
1205,497.2,44.1,3557,37.27,-2981065.15419,4998765.15816,2617291.364458,cluster5
1206,497.2,44.1,3557,37.27,-2981693.567984,4997907.387881,2618213.485419,cluster5
1207,497.2,44.1,3557,37.27,-2982216.450571,4997191.553282,2618984.205408,cluster5
1208,497.9,44.19,3557,37.27,-2982834.030179,4996347.042619,2619891.987191,cluster5
1209,497.9,44.19,3557,37.27,-2983370.262538,4995612.777037,2620681.496278,cluster5
1210,497.1,44.27,3557,37.27,-2983939.410448,4994831.24166,2621523.051308,cluster5
1211,497.1,44.27,3557,37.27,-2984481.903918,4994077.183279,2622323.443776,cluster5
1212,497.1,44.27,3557,37.27,-2985004.648402,4993358.965054,2623096.049761,cluster5
1213,497.1,44.27,3557,37.27,-2985600.728051,4992544.186528,2623968.412418,cluster5
1214,497.1,44.27,3557,37.27,-2986248.231577,4991655.236959,2624922.643791,cluster5
1215,497.1,44.27,3557,37.27,-2986806.527431,4990890.909515,2625740.674201,cluster5
1216,497.1,44.27,3557,37.27,-2987379.959911,4990107.616867,2626576.924126,cluster5
1217,497.1,44.27,3557,37.27,-2987946.654043,4989325.546943,2627417.890317,cluster5
1218,497.1,44.27,3557,37.27,-2988542.04595,4988511.226172,2628286.814083,cluster5
1219,497.1,44.27,3557,37.27,-2989064.650504,4987791.878448,2629057.641731,cluster5
1220,497.1,44.27,3557,37.27,-2989656.405796,4986978.859005,2629926.962154,cluster5
1221,497.1,44.27,3557,37.27,-2990190.031263,4986242.779414,2630715.855583,cluster5
1222,497.8,44.35,3557,37.27,-2990771.97324,4985444.832411,2631566.495114,cluster5
1223,497.8,44.35,3557,37.27,-2991332.826287,4984674.286578,2632388.56749,cluster5
1224,497.8,44.35,3557,37.27,-2991915.552184,4983875.73989,2633238.183127,cluster5
1225,497.8,44.35,3557,37.27,-2992483.830676,4983092.583101,2634074.452731,cluster5
1226,497.8,44.35,3557,37.27,-2993035.028214,4982336.76977,2634877.80051,cluster5
1227,497.8,44.35,3557,37.27,-2993627.597217,4981519.052715,2635750.581478,cluster5
1228,499.2,45.49,3557,37.27,-2994205.87585,4980726.041112,2636573.80181,cluster5
1229,502.3,46.94,3557,47.81,-2994745.613742,4980025.235077,2637284.494122,cluster18
1230,504.3,48.38,3557,47.81,-2995477.834169,4979108.455493,2638183.782342,cluster18
1231,506.7,49.8,3557,45.7,-2996106.866878,4978345.406694,2638909.394023,cluster18
1232,509.3,51.22,3557,45.7,-2996801.190936,4977526.259202,2639666.095727,cluster18
1233,510.4,51.6,3557,45.7,-2997576.256115,4976626.200599,2640482.983141,cluster18
1234,510.4,51.6,3557,45.7,-2998252.015837,4975840.973071,2641195.486179,cluster18
1235,510.4,51.6,3557,45.7,-2998999.073119,4974970.582435,2641986.827998,cluster18
1236,510.4,51.6,3557,45.7,-2999631.470796,4974231.884311,2642659.708795,cluster18
1237,510.4,51.6,3557,45.7,-3000323.742272,4973426.20041,2643390.135149,cluster18
1238,510.4,51.6,3557,45.7,-3001097.712228,4972522.654687,2644211.244636,cluster18
1239,511,51.52,3557,45.7,-3001787.546187,4971717.133548,2644942.798532,cluster6
1240,511,51.52,3557,45.7,-3002475.653376,4970912.505642,2645674.006394,cluster6
1241,511,51.52,3557,45.7,-3003166.512661,4970105.796086,2646405.375016,cluster6
1242,511.6,51.43,3557,45.7,-3003883.751032,4969265.174735,2647169.84144,cluster6
1243,511.6,51.43,3557,45.7,-3004538.639558,4968485.411582,2647871.816991,cluster6
1244,511.6,51.43,3557,45.7,-3005284.767591,4967610.399673,2648666.695466,cluster6
1245,511.6,51.43,3557,45.7,-3005998.255629,4966771.152926,2649430.822372,cluster6
1246,512.4,51.5,3557,45,-3006719.182322,4965926.632297,2650195.713948,cluster6
1247,512.4,51.5,3557,45,-3007348.125289,4965184.329057,2650872.820926,cluster6
1248,512.4,51.5,3557,45,-3008109.099764,4964292.388743,2651679.770241,cluster6
1249,512.4,51.5,3557,45,-3008784.632047,4963497.011589,2652402.181951,cluster6
1250,512.4,51.5,3557,45,-3009502.437457,4962654.7383,2653163.754517,cluster6
1251,199.4,93.45,6274,97.03,-3028227.309066,4913945.278807,2699443.155779,cluster15
1252,512.4,51.5,3557,45,-3010200.871872,4961829.403702,2653914.949741,cluster6
1253,198.4,93.76,6274,97.03,-3028694.203271,4913745.663307,2699444.604898,cluster15
1254,512.4,51.5,3557,45,-3010918.949966,4960986.889393,2654675.317422,cluster6
1255,197.4,93.78,6274,97.03,-3029208.714565,4913537.064875,2699444.852786,cluster15
1256,512.4,51.5,3557,45,-3011535.706692,4960259.337954,2655335.170647,cluster6
1257,197.7,94.93,6274,97.03,-3029665.692676,4913368.725663,2699454.27166,cluster15
1258,511.8,51.58,3557,45,-3012236.874253,4959432.157621,2656084.819479,cluster6
1259,197.8,99.61,6274,163.12,-3030147.376511,4913183.220768,2699431.139983,cluster7
1260,512.6,51.65,3557,45,-3012943.424898,4958603.9299,2656829.664406,cluster6
1261,200.5,108.62,6274,176.48,-3030644.055282,4913019.689757,2699351.082913,cluster7
1262,512.6,51.65,3557,45,-3013702.382856,4957710.67753,2657635.728687,cluster6
1263,204.7,119.57,6274,208.83,-3031120.169162,4912896.468413,2699184.670077,cluster7
1264,512.6,51.65,3557,45,-3014437.301842,4956847.737624,2658411.770249,cluster6
1265,212.3,132.71,6274,208.83,-3031614.074194,4912818.149566,2698898.448825,cluster7
1266,513.4,51.72,3557,45,-3015099.646344,4956069.719221,2659111.118732,cluster6
1267,219.1,146.16,6274,208.83,-3032002.868482,4912813.878654,2698559.411674,cluster7
1268,513.4,51.72,3557,45,-3015824.206001,4955221.593091,2659869.95975,cluster6
1269,222.7,157,6274,208.83,-3032364.120893,4912901.535174,2698137.839984,cluster7
1270,514.1,51.79,3557,45,-3016543.307994,4954374.870361,2660631.691131,cluster6
1271,224.9,166.89,6274,208.83,-3032688.323204,4913065.717728,2697636.435194,cluster7
1272,514.1,51.79,3557,45,-3017276.702283,4953510.017406,2661410.282208,cluster6
1273,223.9,174.88,6274,208.83,-3032909.394071,4913267.689199,2697164.019251,cluster7
1274,514.1,51.79,3557,45,-3017986.727124,4952676.514669,2662156.332161,cluster6
1275,220.9,187.54,6274,208.83,-3033061.628608,4913566.685587,2696664.159055,cluster7
1276,514.1,51.79,3557,45,-3018650.451878,4951895.835105,2662855.979688,cluster6
1277,218.5,197.85,6274,208.83,-3033110.961339,4913885.105091,2696208.507924,cluster7
1278,514.1,51.79,3557,45,-3019358.875537,4951060.163401,2663606.600086,cluster6
1279,219.3,204.23,6274,208.83,-3033077.903035,4914214.177156,2695771.982449,cluster7
1280,514.9,51.86,3557,45,-3020095.709948,4950194.733244,2664379.643864,cluster6
1281,224.1,213.9,6274,208.83,-3032955.031824,4914607.142871,2695319.909814,cluster9
1282,514.9,51.86,3557,45,-3020745.907805,4949427.708458,2665067.428818,cluster6
1283,227.8,215.71,6274,208.83,-3032790.934194,4914979.036886,2694898.46453,cluster9
1284,514.9,51.86,3557,45,-3021453.170075,4948592.582208,2665816.399769,cluster6
1285,230.1,215.62,6274,208.83,-3032637.839581,4915365.552082,2694491.906433,cluster9
1286,514.9,51.86,3557,45,-3022161.70889,4947758.035363,2666562.189363,cluster6
1287,230.1,215.62,6274,208.83,-3032482.354276,4915771.09517,2694089.248267,cluster9
1288,514.9,51.86,3557,45,-3022925.919038,4946856.67674,2667368.138956,cluster6
1289,232.8,215.74,6274,208.83,-3032333.514811,4916196.498479,2693678.792285,cluster9
1290,514.9,51.86,3557,45,-3023578.647742,4946087.869887,2668053.939709,cluster6
1291,235.9,215.51,6274,215.16,-3032181.533933,4916579.229573,2693277.507434,cluster9
1292,514.9,51.86,3557,45,-3024284.530082,4945252.207243,2668802.834378,cluster6
1293,241.1,215.21,6274,215.16,-3032014.409978,4916992.778172,2692836.880499,cluster9
1294,514.9,51.86,3557,45,-3024991.21613,4944418.288664,2669546.929721,cluster6
1295,246.6,214.59,6274,215.16,-3031836.745309,4917407.352203,2692370.028641,cluster9
1296,514.9,51.86,3557,45,-3025711.047596,4943565.776488,2670309.897917,cluster6
1297,251.9,214.32,6274,215.16,-3031669.891613,4917808.014651,2691916.260213,cluster9
1298,514.1,51.79,3557,45,-3026435.113543,4942712.677436,2671068.470248,cluster6
1299,254.6,214.44,6274,215.16,-3031501.846715,4918222.369413,2691456.711801,cluster9
1300,514.1,51.79,3557,45,-3027156.134075,4941860.661323,2671827.806001,cluster6
1301,256.1,215.3,6274,215.16,-3031325.001448,4918688.433021,2690966.554251,cluster9
1302,514.1,51.79,3557,45,-3027885.540045,4940993.151074,2672605.604714,cluster6
1303,256.6,214.68,6274,215.16,-3031153.678425,4919161.615397,2690493.083219,cluster9
1304,514.1,51.79,3557,45,-3028604.604303,4940141.147442,2673365.757817,cluster6
1305,257.9,213.94,6274,215.16,-3031013.132338,4919581.009751,2690065.073219,cluster9
1306,514.1,51.79,3557,45,-3029307.594959,4939307.089788,2674110.291071,cluster6
1307,259.3,213.2,6274,215.16,-3030845.268312,4920061.114318,2689556.652534,cluster9
1308,514.1,51.79,3557,45,-3030000.278808,4938487.406666,2674839.308358,cluster6
1309,259.3,213.2,6274,215.16,-3030701.351353,4920499.982073,2689096.508387,cluster9
1310,514.1,51.79,3557,45,-3030676.14786,4937685.013666,2675554.834708,cluster6
1311,259.6,212.89,6274,215.16,-3030560.713504,4920929.432569,2688649.748286,cluster9
1312,514.1,51.79,3557,45,-3031252.846819,4937001.909285,2676162.029341,cluster6
1313,260.5,212.77,6274,215.16,-3030408.211862,4921399.513776,2688141.829563,cluster9
1314,512.7,51.81,3557,45,-3032080.084354,4936017.694938,2677040.260855,cluster6
1315,263.2,212.91,6274,215.16,-3030255.506624,4921859.338304,2687652.738682,cluster9
1316,512.7,51.81,3557,45,-3032755.461871,4935213.624416,2677757.582529,cluster6
1317,266.8,212.92,6274,215.16,-3030079.264018,4922300.440163,2687133.932733,cluster9
1318,512.7,51.81,3557,45,-3033455.559173,4934371.610568,2678498.050274,cluster6
1319,274,212.94,6274,215.16,-3029899.399884,4922722.833604,2686617.148647,cluster9
1320,513.5,51.88,3557,45,-3034197.780099,4933488.532716,2679283.92575,cluster6
1321,281.3,212.96,6274,215.16,-3029708.783633,4923166.899148,2686072.593076,cluster9
1322,513.5,51.88,3557,45,-3034843.311739,4932718.23254,2679970.995653,cluster6
1323,287.1,212.92,6274,215.16,-3029528.258239,4923610.301455,2685535.759567,cluster9
1324,293.2,212.61,6274,215.16,-3029352.498427,4924027.43828,2685023.434946,cluster9
1325,513.4,51.72,3557,45,-3035604.235501,4931814.932166,2680771.535632,cluster6
1326,299,212.57,6274,215.16,-3029149.098415,4924530.861661,2684420.026397,cluster9
1327,513.4,51.72,3557,45,-3036303.316741,4930979.557376,2681516.436547,cluster6
1328,305.7,212.44,6274,215.16,-3028942.093693,4925035.258928,2683800.555401,cluster9
1329,513.4,51.72,3557,45,-3036989.136715,4930159.11537,2682248.255959,cluster6
1330,307.9,212.4,6274,215.16,-3028756.516356,4925529.704987,2683229.219772,cluster9
1331,513.4,51.72,3557,45,-3037691.270743,4929322.032077,2682991.553046,cluster6
1332,306.6,212.34,6274,215.16,-3028581.425228,4926075.597001,2682641.886576,cluster9
1333,513.4,51.72,3557,45,-3038390.559559,4928487.693236,2683732.380695,cluster6
1334,307.4,212.24,6274,215.16,-3028405.758644,4926583.654728,2682070.118843,cluster9
1335,513.4,51.72,3557,45,-3039005.109498,4927751.030317,2684389.195634,cluster6
1336,307.9,212.4,6274,215.16,-3028244.357664,4927073.37882,2681533.814546,cluster9
1337,513.4,51.72,3557,45,-3039706.726153,4926913.591554,2685131.860137,cluster6
1338,307.1,212.5,6274,215.16,-3028062.965626,4927627.444804,2680937.863038,cluster9
1339,513.4,51.72,3557,45,-3040516.311738,4925942.193137,2685997.336914,cluster6
1340,306.8,212.76,6274,215.16,-3027894.875806,4928164.704039,2680375.652897,cluster9
1341,511.7,50.71,3557,44.3,-3041200.400803,4925106.873108,2686754.554588,cluster6
1342,306.8,212.76,6274,215.16,-3027702.718956,4928710.143724,2679770.974408,cluster9
1343,509.1,49.3,3557,42.89,-3041839.718245,4924298.881623,2687511.726288,cluster6
1344,307.3,212.91,6274,222.19,-3027527.330867,4929234.186722,2679204.585709,cluster9
1345,508.3,49.07,3557,42.89,-3042514.015827,4923438.190161,2688325.21789,cluster6
1346,308.2,212.81,6274,222.19,-3027354.365002,4929722.52669,2678664.664616,cluster9
1347,509,49.14,3557,42.89,-3043085.824267,4922711.24547,2689009.16433,cluster6
1348,311.5,213.08,6274,222.19,-3027166.66492,4930266.65648,2678074.76362,cluster9
1349,508.4,49.23,3557,42.89,-3043788.986024,4921816.660935,2689850.737623,cluster6
1350,312.9,213.13,6274,222.19,-3026976.405835,4930760.980541,2677506.650354,cluster9
1351,508.4,49.23,3557,42.89,-3044428.136814,4921004.319729,2690613.578902,cluster6
1352,313.4,213.28,6274,222.19,-3026786.638366,4931278.202506,2676931.8712,cluster9
1353,508.4,49.23,3557,42.89,-3045066.691284,4920191.816769,2691376.77738,cluster6
1354,315.6,213.24,6274,222.19,-3026589.007224,4931856.660012,2676307.363507,cluster9
1355,508.4,49.23,3557,42.89,-3045727.582296,4919350.585201,2692166.588512,cluster6
1356,317.9,213.19,6274,222.19,-3026401.037456,4932337.42838,2675760.94299,cluster9
1357,508.4,49.23,3557,42.89,-3046326.756555,4918588.48914,2692881.02091,cluster6
1358,319.2,213.24,6274,222.19,-3026195.056545,4932925.870259,2675126.943802,cluster9
1359,508.4,49.23,3557,42.89,-3047056.928075,4917659.010074,2693752.320406,cluster6
1360,321.5,213.2,6274,222.19,-3025997.788758,4933435.1363,2674538.018874,cluster9
1361,508.4,49.23,3557,42.89,-3047704.50094,4916832.282344,2694528.75439,cluster6
1362,323.7,213.15,6274,222.19,-3025799.58883,4933950.899819,2673956.088349,cluster9
1363,508.4,49.23,3557,42.89,-3048329.299298,4916037.068834,2695272.833476,cluster6
1364,325.9,213.1,6274,222.19,-3025606.278443,4934489.036782,2673363.433978,cluster9
1365,508.4,49.23,3557,42.89,-3048955.096086,4915241.382714,2696016.060355,cluster6
1366,329,212.97,6274,222.19,-3025398.743679,4935022.053616,2672741.550853,cluster9
1367,508.4,49.23,3557,42.89,-3049624.057369,4914374.757897,2696821.132153,cluster6
1368,331.2,212.92,6274,222.19,-3025195.373713,4935581.883399,2672119.707062,cluster9
1369,508.4,49.23,3557,42.89,-3050273.355848,4913546.187822,2697596.464615,cluster6
