cluster,count
18,1283
55,738
42,646
48,612
30,531
51,461
26,402
53,378
41,329
7,315
15,232
31,212
57,210
21,208
52,208
16,194
11,168
50,162
45,162
43,148
58,121
13,104
27,102
19,100
20,100
32,85
47,71
4,65
36,64
23,58
24,55
28,55
22,51
29,47
25,41
46,33
40,32
56,32
9,28
5,24
39,23
49,23
34,22
10,19
54,18
33,18
12,14
-1,13
8,13
6,13
2,12
3,12
1,12
37,12
14,12
38,10
17,10
35,10
44,8
0,7
