cluster
74
74
74
74
74
74
13
13
13
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
7
76
7
76
7
76
7
76
7
76
7
76
7
76
7
76
7
76
7
76
7
76
7
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
76
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
74
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
69
69
69
69
69
69
69
68
29
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
72
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
29
71
71
71
71
71
71
71
71
71
71
71
71
71
71
71
71
71
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
30
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
81
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
16
41
41
41
41
41
41
41
41
41
41
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
2
18
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
47
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
73
2
73
2
73
2
73
2
73
2
73
2
73
2
73
2
73
2
73
2
73
2
73
2
73
2
73
82
73
82
73
82
73
82
73
9
73
