cluster,count
23,2565
-1,2450
27,320
26,298
24,224
25,202
46,172
54,163
55,119
16,109
28,98
51,91
10,91
62,85
47,84
6,80
37,77
36,76
1,73
60,70
30,70
35,65
45,64
59,64
17,62
29,58
19,57
7,53
52,51
39,51
9,50
53,50
22,48
8,47
32,44
50,42
38,41
15,40
57,38
0,38
42,36
43,35
18,34
3,34
5,32
48,29
12,29
13,28
21,28
20,27
33,27
58,26
4,26
44,26
14,25
61,25
31,24
49,24
11,23
63,23
41,22
34,22
56,22
2,21
40,20
