cluster,count
4,2565
28,877
19,826
7,535
16,409
26,385
-1,364
6,337
20,329
15,212
30,208
11,202
8,175
18,160
13,155
1,148
36,121
29,119
0,90
39,85
21,72
33,71
2,69
27,58
37,57
14,51
25,47
17,44
9,41
32,38
23,34
12,28
10,27
22,27
34,27
40,26
24,24
5,22
31,22
3,21
35,20
38,20
