cluster,count
13,2844
21,1012
16,878
18,826
25,514
23,450
19,436
10,329
24,225
11,208
17,202
22,162
15,148
3,131
-1,125
26,119
0,85
14,71
5,58
7,52
4,51
1,41
2,40
8,37
9,32
12,30
20,22
6,20
