cluster,count
8,2565
26,722
44,715
11,534
10,339
39,335
27,329
23,212
47,208
16,202
50,201
12,175
25,160
46,159
-1,154
18,152
1,148
45,119
24,112
57,104
58,91
62,85
28,71
53,71
0,69
2,69
40,58
51,52
20,51
21,51
38,51
37,49
60,46
14,41
29,38
49,36
31,34
59,30
61,30
15,27
55,27
30,27
17,27
34,24
48,22
9,22
5,21
32,19
63,19
64,18
42,17
3,16
19,16
66,15
41,15
33,14
35,13
67,12
43,12
65,12
52,12
6,11
13,11
7,10
4,9
36,9
22,8
54,8
56,7
