year,month,date,hour,minute,second,hex,flight,t,alt_baro,alt_geom,gs,track,geom_rate,squawk,nav_qnh,nav_altitude_mcp,nav_altitude_fms,nav_heading,lat,lon,nic,rc,track,nic_baro,nac_p,nac_v,sil,sil_type
2025,04,01,05,10,35,780aa8,CPA036  ,B748,37000,38875,554.7,51.81,0,3555,1013.6,36992,37008,49.22,24.900699,121.697474,8,186,51.81,1,9,1,3,perhour
2025,04,01,05,10,40,780b65,CXA880  ,B738,8325,8600,312.3,48.24,2592,6275,1018.4,19008,19008,40.08,25.247653,121.468212,8,186,48.24,1,9,1,3,perhour
2025,04,01,05,10,40,780aa8,CPA036  ,B748,37000,38875,553.6,51.45,32,3555,1013.6,36992,37008,49.22,24.908844,121.70873,8,186,51.45,1,9,1,3,perhour
2025,04,01,05,10,45,780b65,CXA880  ,B738,8550,8825,313.2,45.13,2720,6275,1018.4,19008,19008,40.08,25.252579,121.473846,8,186,45.13,1,9,1,3,perhour
2025,04,01,05,10,45,780aa8,CPA036  ,B748,37000,38875,552.0,50.51,-32,3555,1013.6,36992,37008,49.22,24.916899,121.719654,8,186,50.51,1,9,1,3,perhour
2025,04,01,05,10,50,780b65,CXA880  ,B738,8775,9025,313.8,41.51,2720,6275,1018.4,19008,19008,40.08,25.258174,121.479354,8,186,41.51,1,9,1,3,perhour
2025,04,01,05,10,50,780aa8,CPA036  ,B748,37000,38875,551.3,49.78,0,3555,1013.6,36992,37008,49.22,24.925278,121.730601,8,186,49.78,1,9,1,3,perhour
2025,04,01,05,10,55,780b65,CXA880  ,B738,9025,9300,312.7,39.29,2816,6275,1018.4,19008,19008,40.08,25.264086,121.484692,8,186,39.29,1,9,1,3,perhour
2025,04,01,05,10,55,780aa8,CPA036  ,B748,37000,38875,551.0,49.34,32,3555,1013.6,36992,37008,49.22,24.933426,121.741079,8,186,49.34,1,9,1,3,perhour
2025,04,01,05,11,00,780b65,CXA880  ,B738,9250,9525,313.6,38.92,2816,6275,1018.4,19008,19008,40.08,25.269625,121.489615,8,186,38.92,1,9,1,3,perhour
2025,04,01,05,11,00,780aa8,CPA036  ,B748,37000,38875,550.1,49.13,32,3555,1013.6,36992,37008,49.22,24.941572,121.751421,8,186,49.13,1,9,1,3,perhour
2025,04,01,05,11,05,780b65,CXA880  ,B738,9425,9700,316.3,39.23,2176,6275,1018.4,19008,19008,40.08,25.275238,121.494649,8,186,39.23,1,9,1,3,perhour
2025,04,01,05,11,05,780aa8,CPA036  ,B748,37000,38875,550.0,48.98,32,3555,1013.6,36992,37008,49.22,24.949265,121.761169,8,186,48.98,1,9,1,3,perhour
2025,04,01,05,11,10,780b65,CXA880  ,B738,9625,9925,318.9,39.53,2176,6275,1018.4,19008,19008,40.08,25.280751,121.499617,8,186,39.53,1,9,1,3,perhour
2025,04,01,05,11,10,780aa8,CPA036  ,B748,37000,38875,549.9,48.83,0,3555,1013.6,36992,37008,49.22,24.958144,121.772357,8,186,48.83,1,9,1,3,perhour
2025,04,01,05,11,15,780b65,CXA880  ,B738,9825,10100,321.6,39.83,2560,6275,1018.4,19008,19008,40.08,25.28627,121.50472,8,186,39.83,1,9,1,3,perhour
2025,04,01,05,11,15,780aa8,CPA036  ,B748,37000,38875,549.9,48.83,0,3555,1013.6,36992,37008,49.22,24.967222,121.783706,8,186,48.83,1,9,1,3,perhour
2025,04,01,05,11,20,780aa8,CPA036  ,B748,37000,38875,549.2,48.77,-32,3555,1013.6,36992,37008,49.22,24.975586,121.794179,8,186,48.77,1,9,1,3,perhour
2025,04,01,05,11,25,780aa8,CPA036  ,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,24.983688,121.80425,8,186,48.77,1,9,1,3,perhour
2025,04,01,05,11,30,780aa8,CPA036  ,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,24.992081,121.814748,8,186,48.77,1,9,1,3,perhour
2025,04,01,05,11,35,780aa8,CPA036  ,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,25.000626,121.82546,8,186,48.77,1,9,1,3,perhour
2025,04,01,05,11,40,780aa8,CPA036  ,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,25.009212,121.836151,8,186,48.77,1,9,1,3,perhour
2025,04,01,05,11,45,780aa8,CPA036  ,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,25.017079,121.845997,8,186,48.77,1,9,1,3,perhour
2025,04,01,05,11,50,780aa8,CPA036  ,B748,37000,38850,549.2,48.77,-32,3555,1013.6,36992,37008,49.22,25.025299,121.856283,8,186,48.77,1,9,1,3,perhour
2025,04,01,05,11,55,780aa8,CPA036  ,B748,37000,38850,548.5,48.84,0,3555,1013.6,36992,37008,49.22,25.034164,121.867451,8,186,48.84,1,9,1,3,perhour
2025,04,01,05,12,00,780aa8,CPA036  ,B748,37000,38850,548.5,48.84,0,3555,1013.6,36992,37008,49.22,25.042557,121.87795,8,186,48.84,1,9,1,3,perhour
2025,04,01,05,12,05,780aa8,CPA036  ,B748,37000,38850,548.5,48.84,0,3555,1013.6,36992,37008,49.22,25.051071,121.888631,8,186,48.84,1,9,1,3,perhour
2025,04,01,05,12,10,780aa8,CPA036  ,B748,37000,38850,548.5,48.84,0,3555,1013.6,36992,37008,49.22,25.059448,121.89916,8,186,48.84,1,9,1,3,perhour
2025,04,01,05,12,15,780aa8,CPA036  ,B748,37000,38850,547.9,48.92,0,3555,1013.6,36992,37008,49.22,25.067635,121.909479,8,186,48.92,1,9,1,3,perhour
2025,04,01,05,12,20,780aa8,CPA036  ,B748,37000,38850,547.9,48.92,0,3555,1013.6,36992,37008,49.22,25.07513,121.918963,8,186,48.92,1,9,1,3,perhour
2025,04,01,05,15,20,861b20,ANA8441 ,B763,2850,3050,166.2,77.13,-352,3663,1018.4,3008,3008,54.14,24.907915,121.000412,8,186,77.13,1,9,1,3,perhour
2025,04,01,05,15,25,861b20,ANA8441 ,B763,2850,3050,164.8,72.33,-352,3663,1018.4,3008,3008,54.14,24.908846,121.003625,8,186,72.33,1,9,1,3,perhour
2025,04,01,05,15,30,861b20,ANA8441 ,B763,2850,3050,164.3,65.93,-352,3663,1018.4,3008,3008,54.14,24.909358,121.005024,8,186,65.93,1,9,1,3,perhour
2025,04,01,05,15,35,861b20,ANA8441 ,B763,2875,3075,164.3,60.47,-352,3663,1018.4,3008,3008,54.14,24.911499,121.009725,8,186,60.47,1,9,1,3,perhour
2025,04,01,05,15,40,861b20,ANA8441 ,B763,2875,3075,164.3,58.44,-352,3663,1018.4,3008,3008,54.14,24.914478,121.014767,8,186,58.44,1,9,1,3,perhour
2025,04,01,05,15,45,861b20,ANA8441 ,B763,2875,3050,163.4,52.71,-352,3663,1018.4,3008,3008,54.14,24.916809,121.018066,8,186,52.71,1,9,1,3,perhour
2025,04,01,05,15,50,861b20,ANA8441 ,B763,2875,3075,164.9,50.91,-352,3663,1018.4,3008,3008,54.14,24.919464,121.021729,8,186,50.91,1,9,1,3,perhour
2025,04,01,05,15,55,861b20,ANA8441 ,B763,2875,3075,166.7,49.62,-32,3663,1018.4,3008,3008,54.14,24.921616,121.024526,8,186,49.62,1,9,1,3,perhour
2025,04,01,05,16,00,861b20,ANA8441 ,B763,2875,3075,167.8,48.14,-32,3663,1018.4,3008,3008,54.14,24.924545,121.028086,8,186,48.14,1,9,1,3,perhour
2025,04,01,05,16,05,861b20,ANA8441 ,B763,2875,3075,168.5,47.89,-32,3663,1018.4,3008,3008,54.14,24.926285,121.030172,8,186,47.89,1,9,1,3,perhour
2025,04,01,05,16,10,861b20,ANA8441 ,B763,2875,3075,168.0,49.1,-32,3663,1018.4,3008,3008,54.14,24.929701,121.034511,8,186,49.1,1,9,1,3,perhour
2025,04,01,05,16,15,861b20,ANA8441 ,B763,2875,3075,167.4,49.36,-32,3663,1018.4,3008,3008,54.14,24.932029,121.037465,8,186,49.36,1,9,1,3,perhour
2025,04,01,05,16,20,861b20,ANA8441 ,B763,2875,3075,166.6,49.14,-32,3663,1018.4,3008,3008,54.14,24.933929,121.039937,8,186,49.14,1,9,1,3,perhour
2025,04,01,05,16,25,861b20,ANA8441 ,B763,2875,3075,165.9,48.91,-32,3663,1018.4,3008,3008,54.14,24.936996,121.043752,8,186,48.91,1,9,1,3,perhour
2025,04,01,05,16,30,861b20,ANA8441 ,B763,2875,3075,165.8,48.42,-32,3663,1018.4,3008,3008,54.14,24.938965,121.046244,8,186,48.42,1,9,1,3,perhour
2025,04,01,05,16,35,861b20,ANA8441 ,B763,2875,3075,164.4,48.95,-32,3663,1018.4,3008,3008,54.14,24.941895,121.049906,8,186,48.95,1,9,1,3,perhour
2025,04,01,05,16,40,861b20,ANA8441 ,B763,2875,3075,163.9,49.7,-32,3663,1018.4,3008,3008,54.14,24.944458,121.053212,8,186,49.7,1,9,1,3,perhour
2025,04,01,05,16,45,861b20,ANA8441 ,B763,2875,3075,163.9,49.7,-32,3663,1018.4,3008,3008,54.14,24.947344,121.056899,8,186,49.7,1,9,1,3,perhour
2025,04,01,05,16,50,861b20,ANA8441 ,B763,2875,3075,165.9,48.91,-32,3663,1018.4,3008,3008,54.14,24.94888,121.058868,8,186,48.91,1,9,1,3,perhour
2025,04,01,05,16,55,861b20,ANA8441 ,B763,2875,3050,167.8,48.14,-32,3663,1018.4,3008,3008,54.14,24.952372,121.063117,8,186,48.14,1,9,1,3,perhour
2025,04,01,05,17,00,861b20,ANA8441 ,B763,2875,3050,168.5,47.89,-32,3663,1018.4,3008,3008,54.14,24.955025,121.066382,8,186,47.89,1,9,1,3,perhour
2025,04,01,05,17,05,861b20,ANA8441 ,B763,2875,3050,168.7,48.85,-64,3663,1018.4,3008,3008,54.14,24.956655,121.068351,8,186,48.85,1,9,1,3,perhour
2025,04,01,05,17,10,861b20,ANA8441 ,B763,2875,3075,168.0,49.1,-64,3663,1018.4,3008,3008,54.14,24.95982,121.072393,8,186,49.1,1,9,1,3,perhour
2025,04,01,05,17,15,861b20,ANA8441 ,B763,2875,3075,167.3,48.88,-64,3663,1018.4,3008,3008,54.14,24.962567,121.075814,8,186,48.88,1,9,1,3,perhour
2025,04,01,05,17,20,861b20,ANA8441 ,B763,2875,3075,167.3,48.88,-64,3663,1018.4,3008,3008,54.14,24.96415,121.077783,8,186,48.88,1,9,1,3,perhour
2025,04,01,05,17,25,861b20,ANA8441 ,B763,2875,3075,168.2,50.06,-64,3663,1018.4,3008,3008,54.14,24.967209,121.081746,8,186,50.06,1,9,1,3,perhour
2025,04,01,05,17,30,861b20,ANA8441 ,B763,2875,3075,169.0,50.28,-64,3663,1018.4,3008,3008,54.14,24.970155,121.08566,8,186,50.28,1,9,1,3,perhour
2025,04,01,05,17,35,861b20,ANA8441 ,B763,2875,3075,169.0,50.28,-64,3663,1018.4,3008,3008,54.14,24.972427,121.088664,8,186,50.28,1,9,1,3,perhour
2025,04,01,05,17,40,861b20,ANA8441 ,B763,2875,3050,168.7,48.85,32,3663,1018.4,3008,3008,54.14,24.975369,121.092345,8,186,48.85,1,9,1,3,perhour
2025,04,01,05,17,40,7802e8,CYZ210  ,B738,2100,2300,167.2,48.39,704,6276,1018.4,6016,6000,49.22,25.094376,121.266785,8,186,48.39,1,8,2,3,perhour
2025,04,01,05,17,45,861b20,ANA8441 ,B763,2850,3050,167.9,48.62,-352,3663,1018.4,3008,3008,54.14,24.977929,121.095558,8,186,48.62,1,9,1,3,perhour
2025,04,01,05,17,45,7802e8,CYZ210  ,B738,2125,2325,171.5,48.78,704,6276,1018.4,6016,6000,49.22,25.09552,121.26823,8,186,48.78,1,8,2,3,perhour
2025,04,01,05,17,50,861b20,ANA8441 ,B763,2775,3000,167.3,48.88,-768,3663,1018.4,3008,3008,54.14,24.980392,121.098633,8,186,48.88,1,9,1,3,perhour
2025,04,01,05,17,50,7802e8,CYZ210  ,B738,2175,2375,183.7,49.64,704,6276,1018.4,6016,6000,49.22,25.097429,121.270614,8,186,49.64,1,8,2,3,perhour
2025,04,01,05,17,55,861b20,ANA8441 ,B763,2725,2925,166.5,48.65,-832,3663,1018.4,3008,3008,54.14,24.982956,121.101837,8,186,48.65,1,8,1,3,perhour
2025,04,01,05,17,55,7802e8,CYZ210  ,B738,2350,2550,191.6,49.66,704,6276,1018.4,6016,6000,49.22,25.102295,121.276906,8,186,49.66,1,8,2,3,perhour
2025,04,01,05,18,00,861b20,ANA8441 ,B763,2650,2850,165.9,48.91,-896,3663,1018.4,3008,3008,54.14,24.985517,121.105093,8,186,48.91,1,8,1,3,perhour
2025,04,01,05,18,00,7802e8,CYZ210  ,B738,2500,2700,205.2,50.34,1440,6276,1018.4,6016,6000,49.22,25.105545,121.281179,8,186,50.34,1,8,2,3,perhour
2025,04,01,05,18,05,861b20,ANA8441 ,B763,2575,2775,165.9,48.91,-928,3663,1018.4,3008,3008,54.14,24.987946,121.108144,8,186,48.91,1,8,1,3,perhour
2025,04,01,05,18,05,7802e8,CYZ210  ,B738,2600,2800,212.6,50.92,1376,6276,1018.4,6016,6000,49.22,25.108429,121.285044,8,186,50.92,1,8,2,3,perhour
2025,04,01,05,18,10,861b20,ANA8441 ,B763,2500,2700,165.2,49.17,-960,3663,1018.4,3008,3008,54.14,24.990463,121.111298,8,186,49.17,1,8,1,3,perhour
2025,04,01,05,18,10,7802e8,CYZ210  ,B738,2800,3000,216.0,50.64,2816,6276,1018.4,6016,6000,49.22,25.111725,121.289469,8,186,50.64,1,9,2,3,perhour
2025,04,01,05,18,15,861b20,ANA8441 ,B763,2425,2625,163.1,49.47,-832,3663,1018.4,3008,3008,54.14,24.992889,121.1144,8,186,49.47,1,8,1,3,perhour
2025,04,01,05,18,15,7802e8,CYZ210  ,B738,3075,3225,217.2,46.68,2816,6276,1018.4,6016,6000,49.22,25.115025,121.293623,8,186,46.68,1,8,2,3,perhour
2025,04,01,05,18,20,861b20,ANA8441 ,B763,2325,2525,159.6,49.32,-800,3663,1018.4,3008,3008,54.14,24.995386,121.117583,8,186,49.32,1,8,1,3,perhour
2025,04,01,05,18,20,7802e8,CYZ210  ,B738,3325,3525,220.1,38.17,2816,6276,1018.4,6016,6000,16.17,25.119122,121.297665,8,186,38.17,1,8,2,3,perhour
2025,04,01,05,18,25,861b20,ANA8441 ,B763,2250,2450,156.0,49.16,-800,3663,1018.4,3008,3008,54.14,24.997559,121.120351,8,186,49.16,1,8,1,3,perhour
2025,04,01,05,18,25,7802e8,CYZ210  ,B738,3475,3650,221.4,30.39,2240,6276,1018.4,6016,6000,355.78,25.122474,121.300049,8,186,30.39,1,8,2,3,perhour
2025,04,01,05,18,30,861b20,ANA8441 ,B763,2200,2400,153.1,48.71,-800,3663,1018.4,3008,3008,54.14,25.000134,121.123594,8,186,48.71,1,8,1,3,perhour
2025,04,01,05,18,30,7802e8,CYZ210  ,B738,3600,3775,223.6,26.57,2240,6276,1018.4,6016,6000,38.67,25.125641,121.301727,8,186,26.57,1,8,2,3,perhour
2025,04,01,05,18,35,861b20,ANA8441 ,B763,2125,2325,146.8,49.14,-896,3663,1018.4,3008,3008,54.14,25.002319,121.126353,8,186,49.14,1,8,1,3,perhour
2025,04,01,05,18,35,7802e8,CYZ210  ,B738,3850,4025,229.1,12.09,2240,6276,1018.4,6016,6000,54.84,25.13324,121.304118,8,186,12.09,1,8,2,3,perhour
2025,04,01,05,18,40,861b20,ANA8441 ,B763,2050,2250,142.5,49.27,-800,3663,1018.4,3008,3008,54.14,25.00451,121.129191,8,186,49.27,1,8,1,3,perhour
2025,04,01,05,18,40,7802e8,CYZ210  ,B738,4000,4175,229.9,11.8,2080,6276,1018.4,6016,6000,54.84,25.138458,121.305288,8,186,11.8,1,8,2,3,perhour
2025,04,01,05,18,45,861b20,ANA8441 ,B763,2000,2200,139.6,48.78,-704,3663,1018.4,3008,3008,54.14,25.006652,121.131782,8,186,48.78,1,8,1,3,perhour
2025,04,01,05,18,50,861b20,ANA8441 ,B763,1925,2125,138.9,49.09,-736,3663,1018.4,3008,3008,54.14,25.00884,121.13458,8,186,49.09,1,8,1,3,perhour
2025,04,01,05,18,55,861b20,ANA8441 ,B763,1875,2075,139.7,49.35,-800,3663,1018.4,3008,3008,54.14,25.010841,121.137171,8,186,49.35,1,8,1,3,perhour
2025,04,01,05,19,00,861b20,ANA8441 ,B763,1800,2000,141.1,49.31,-800,3663,1018.4,3008,3008,54.14,25.012936,121.139866,8,186,49.31,1,8,1,3,perhour
2025,04,01,05,19,05,861b20,ANA8441 ,B763,1725,1950,140.4,49.04,-768,3663,1018.4,3008,3008,54.14,25.015171,121.142664,8,186,49.04,1,8,1,3,perhour
2025,04,01,05,19,10,861b20,ANA8441 ,B763,1675,1875,140.4,49.04,-704,3663,1018.4,3008,3008,54.14,25.017266,121.145307,8,186,49.04,1,8,1,3,perhour
2025,04,01,05,19,15,861b20,ANA8441 ,B763,1600,1800,138.9,49.09,-736,3663,1018.4,3008,3008,54.14,25.019454,121.148106,8,186,49.09,1,8,1,3,perhour
2025,04,01,05,19,20,861b20,ANA8441 ,B763,1550,1750,139.6,48.78,-736,3663,1018.4,3008,3008,54.14,25.021545,121.150716,8,186,48.78,1,8,1,3,perhour
2025,04,01,05,19,25,861b20,ANA8441 ,B763,1475,1675,139.6,48.78,-736,3663,1018.4,3008,3008,54.14,25.023468,121.153107,8,186,48.78,1,8,1,3,perhour
2025,04,01,05,19,30,861b20,ANA8441 ,B763,1425,1625,137.5,49.13,-736,3663,1018.4,3008,3008,54.14,25.025831,121.156138,8,186,49.13,1,8,1,3,perhour
2025,04,01,05,19,35,861b20,ANA8441 ,B763,1350,1550,134.1,49.54,-736,3663,1018.4,3008,3008,54.14,25.0276,121.158367,8,186,49.54,1,8,1,3,perhour
2025,04,01,05,19,40,861b20,ANA8441 ,B763,1300,1500,132.0,49.92,-736,3663,1018.4,3008,3008,54.14,25.029416,121.16075,8,186,49.92,1,8,1,3,perhour
2025,04,01,05,19,45,861b20,ANA8441 ,B763,1250,1450,126.9,49.15,-736,3663,1018.4,3008,3008,54.14,25.031662,121.163635,8,186,49.15,1,8,1,3,perhour
2025,04,01,05,19,50,861b20,ANA8441 ,B763,1175,1400,121.3,49.35,-736,3663,1018.4,3008,3008,54.14,25.033559,121.166088,8,186,49.35,1,8,1,3,perhour
2025,04,01,05,19,55,861b20,ANA8441 ,B763,1125,1325,121.2,48.68,-736,3663,1018.4,3008,3008,54.14,25.035324,121.168315,8,186,48.68,1,8,1,3,perhour
2025,04,01,05,20,00,861b20,ANA8441 ,B763,1075,1275,124.0,48.6,-736,3663,1018.4,3008,3008,54.14,25.037201,121.170654,8,186,48.6,1,8,1,3,perhour
2025,04,01,05,20,05,861b20,ANA8441 ,B763,1025,1225,125.5,49.2,-736,3663,1018.4,3008,3008,54.14,25.039124,121.173096,8,186,49.2,1,8,1,3,perhour
2025,04,01,05,20,10,861b20,ANA8441 ,B763,950,1150,123.3,48.95,-736,3663,1017.6,3008,3008,54.14,25.041054,121.175572,8,186,48.95,1,8,1,3,perhour
2025,04,01,05,20,15,861b20,ANA8441 ,B763,925,1125,121.9,48.99,-736,3663,1018.4,3008,3008,54.14,25.042311,121.177075,8,186,48.99,1,8,1,3,perhour
2025,04,01,05,22,10,71c095,TWB687  ,B738,3875,4075,179.9,81.69,0,7177,1018.4,4000,4000,80.16,24.884731,120.98357,8,186,81.69,1,8,1,3,perhour
2025,04,01,05,22,15,71c095,TWB687  ,B738,3875,4075,180.0,81.37,32,7177,1018.4,4000,4000,80.16,24.885406,120.988363,8,186,81.37,1,8,1,3,perhour
2025,04,01,05,22,20,71c095,TWB687  ,B738,3875,4075,180.7,80.12,-32,7177,1018.4,4000,4000,80.16,24.886139,120.992889,8,186,80.12,1,8,1,3,perhour
2025,04,01,05,22,25,71c095,TWB687  ,B738,3875,4075,180.4,73.57,-32,7177,1018.4,4000,4000,54.14,24.887245,120.997251,8,186,73.57,1,8,1,3,perhour
2025,04,01,05,22,30,71c095,TWB687  ,B738,3875,4075,178.9,64.15,-32,7177,1018.4,4000,4000,54.14,24.889069,121.001638,8,186,64.15,1,8,1,3,perhour
2025,04,01,05,22,35,71c095,TWB687  ,B738,3875,4075,179.1,60.57,-32,7177,1018.4,4000,4000,54.14,24.890808,121.005046,8,186,60.57,1,8,1,3,perhour
2025,04,01,05,22,40,71c095,TWB687  ,B738,3875,4075,180.3,57.46,-32,7177,1018.4,4000,4000,54.14,24.893111,121.009118,8,186,57.46,1,8,1,3,perhour
2025,04,01,05,22,45,71c095,TWB687  ,B738,3875,4075,180.0,55.87,0,7177,1018.4,4000,4000,54.14,24.895569,121.013184,8,186,55.87,1,8,1,3,perhour
2025,04,01,05,22,50,71c095,TWB687  ,B738,3875,4075,179.8,54.28,0,7177,1018.4,4000,4000,54.14,24.897999,121.016892,8,186,54.28,1,8,1,3,perhour
2025,04,01,05,22,55,71c095,TWB687  ,B738,3875,4075,179.8,52.68,0,7177,1018.4,4000,4000,54.14,24.90028,121.02026,8,186,52.68,1,8,1,3,perhour
2025,04,01,05,23,00,71c095,TWB687  ,B738,3875,4075,179.1,50.89,-32,7177,1018.4,4000,4000,54.14,24.903073,121.024095,8,186,50.89,1,8,1,3,perhour
2025,04,01,05,23,05,71c095,TWB687  ,B738,3875,4075,178.6,49.09,0,7177,1018.4,4000,4000,54.14,24.905685,121.027374,8,186,49.09,1,8,1,3,perhour
2025,04,01,05,23,10,71c095,TWB687  ,B738,3875,4075,178.4,47.73,64,7177,1018.4,4000,4000,54.14,24.908569,121.030884,8,186,47.73,1,8,1,3,perhour
2025,04,01,05,23,15,71c095,TWB687  ,B738,3875,4100,177.8,48.42,0,7177,1018.4,4000,4000,54.14,24.91122,121.034097,8,186,48.42,1,8,1,3,perhour
2025,04,01,05,23,20,71c095,TWB687  ,B738,3875,4075,176.6,49.36,-96,7177,1018.4,4000,2496,54.14,24.914108,121.037699,8,186,49.36,1,8,1,3,perhour
2025,04,01,05,23,25,71c095,TWB687  ,B738,3875,4075,176.6,49.36,-64,7177,1018.4,4000,2496,54.14,24.916489,121.040802,8,186,49.36,1,8,1,3,perhour
2025,04,01,05,23,30,71c095,TWB687  ,B738,3875,4075,177.7,47.96,96,7177,1018.4,4000,2496,54.14,24.919327,121.044261,8,186,47.96,1,8,1,3,perhour
2025,04,01,05,23,35,71c095,TWB687  ,B738,3900,4100,177.0,47.75,96,7177,1018.4,4000,2496,54.14,24.922119,121.047618,8,186,47.75,1,8,1,3,perhour
2025,04,01,05,23,40,71c095,TWB687  ,B738,3900,4100,175.6,48.23,-128,7177,1018.4,4000,2496,54.14,24.924957,121.051076,8,186,48.23,1,8,1,3,perhour
2025,04,01,05,23,45,71c095,TWB687  ,B738,3875,4075,175.6,48.23,-64,7177,1018.4,4000,2496,54.14,24.927704,121.054484,8,186,48.23,1,8,1,3,perhour
2025,04,01,05,23,50,71c095,TWB687  ,B738,3875,4075,176.4,48.45,-64,7177,1018.4,3008,2496,54.14,24.930492,121.057935,8,186,48.45,1,8,1,3,perhour
2025,04,01,05,23,55,71c095,TWB687  ,B738,3825,4050,176.5,48.91,-416,7177,1018.4,3008,2496,54.14,24.93296,121.061044,8,186,48.91,1,8,1,3,perhour
2025,04,01,05,24,00,71c095,TWB687  ,B738,3750,3975,175.8,49.15,-832,7177,1018.4,3008,2496,54.14,24.935892,121.064776,8,186,49.15,1,8,1,3,perhour
2025,04,01,05,24,05,71c095,TWB687  ,B738,3700,3925,175.8,49.15,-832,7177,1018.4,3008,2496,54.14,24.938416,121.067963,8,186,49.15,1,8,1,3,perhour
2025,04,01,05,24,10,71c095,TWB687  ,B738,3600,3825,175.2,49.4,-992,7177,1018.4,3008,2496,54.14,24.940967,121.071202,8,186,49.4,1,8,1,3,perhour
2025,04,01,05,24,15,71c095,TWB687  ,B738,3525,3750,175.0,48.48,-960,7177,1018.4,3008,2496,54.14,24.943853,121.074829,8,186,48.48,1,8,1,3,perhour
2025,04,01,05,24,20,71c095,TWB687  ,B738,3450,3675,174.4,49.18,-960,7177,1018.4,3008,2496,54.14,24.946506,121.078146,8,186,49.18,1,8,1,3,perhour
2025,04,01,05,24,25,71c095,TWB687  ,B738,3375,3600,174.4,49.18,-992,7177,1018.4,3008,2496,54.14,24.948787,121.081048,8,186,49.18,1,8,1,3,perhour
2025,04,01,05,24,30,71c095,TWB687  ,B738,3275,3500,174.3,48.72,-992,7177,1018.4,3008,2496,54.14,24.951828,121.084798,8,186,48.72,1,8,1,3,perhour
2025,04,01,05,24,35,71c095,TWB687  ,B738,3225,3450,172.4,49.47,-992,7177,1018.4,3008,2496,54.14,24.954374,121.088044,8,186,49.47,1,8,1,3,perhour
2025,04,01,05,31,05,899059,TTW285  ,A20N,30025,31500,416.3,222.08,0,3624,1013.6,30016,9008,0.0,24.841873,121.097412,8,186,222.08,1,9,2,3,perhour
2025,04,01,05,31,10,899059,TTW285  ,A20N,30025,31500,418.2,220.93,0,3624,1013.6,30016,9008,0.0,24.835052,121.0908,8,186,220.93,1,9,2,3,perhour
2025,04,01,05,31,15,899059,TTW285  ,A20N,30025,31500,419.6,219.88,0,3624,1013.6,30016,9008,0.0,24.826584,121.082967,8,186,219.88,1,9,2,3,perhour
2025,04,01,05,31,20,899059,TTW285  ,A20N,30025,31500,420.4,218.72,32,3624,1013.6,30016,9008,0.0,24.819232,121.076487,8,186,218.72,1,9,2,3,perhour
2025,04,01,05,31,25,899059,TTW285  ,A20N,30025,31500,422.0,217.68,0,3624,1013.6,30016,9008,0.0,24.812622,121.070787,8,186,217.68,1,9,2,3,perhour
2025,04,01,05,31,30,899059,TTW285  ,A20N,30025,31500,423.8,216.65,0,3624,1013.6,30016,9008,0.0,24.803787,121.063436,8,186,216.65,1,9,2,3,perhour
2025,04,01,05,31,35,899059,TTW285  ,A20N,30025,31500,425.1,215.52,-32,3624,1013.6,30016,9008,0.0,24.795959,121.057281,8,186,215.52,1,9,2,3,perhour
2025,04,01,05,31,40,899059,TTW285  ,A20N,30025,31500,427.2,214.51,0,3624,1013.6,30016,9008,0.0,24.788229,121.051405,8,186,214.51,1,9,2,3,perhour
2025,04,01,05,31,45,899059,TTW285  ,A20N,30025,31500,428.0,213.47,0,3624,1013.6,30016,9008,0.0,24.780075,121.04538,8,186,213.47,1,9,2,3,perhour
2025,04,01,05,31,50,899059,TTW285  ,A20N,30025,31500,430.0,212.17,0,3624,1013.6,30016,9008,0.0,24.770691,121.038818,8,186,212.17,1,9,2,3,perhour
2025,04,01,05,31,55,899059,TTW285  ,A20N,30025,31500,431.7,211.26,0,3624,1013.6,30016,9008,0.0,24.763412,121.033885,8,186,211.26,1,9,2,3,perhour
2025,04,01,05,32,00,899059,TTW285  ,A20N,30025,31500,432.9,210.24,0,3624,1013.6,30016,9008,0.0,24.754525,121.028085,8,186,210.24,1,9,2,3,perhour
2025,04,01,05,32,05,899059,TTW285  ,A20N,30025,31500,433.3,210.06,0,3624,1013.6,30016,10000,0.0,24.745121,121.022178,8,186,210.06,1,9,2,3,perhour
2025,04,01,05,32,10,899059,TTW285  ,A20N,30025,31500,433.3,210.06,0,3624,1013.6,30016,10000,0.0,24.73609,121.016425,8,186,210.06,1,9,2,3,perhour
2025,04,01,05,32,15,899059,TTW285  ,A20N,30025,31500,433.3,210.06,0,3624,1013.6,30016,10000,0.0,24.727158,121.010742,8,186,210.06,1,9,2,3,perhour
2025,04,01,05,32,20,899059,TTW285  ,A20N,30025,31500,433.3,210.06,0,3624,1013.6,30016,10000,0.0,24.718643,121.005351,8,186,210.06,1,9,2,3,perhour
2025,04,01,05,32,25,899059,TTW285  ,A20N,30025,31500,432.4,210.12,0,3624,1013.6,30016,10000,0.0,24.709946,120.999908,8,186,210.12,1,9,2,3,perhour
