year,month,date,hour,minute,second,hex,flight,t,alt_baro,alt_geom,gs,track,geom_rate,squawk,nav_qnh,nav_altitude_mcp,nav_altitude_fms,nav_heading,lat,lon,nic,rc,track,nic_baro,nac_p,nac_v,sil,sil_type
2025,04,01,02,38,00,42468e,VPBTV   ,B737,19725,20575,373.1,212.97,1792,6274,1013.6,32000,38000,222.19,24.62497,121.397423,8,186,212.97,1,10,1,3,perhour
2025,04,01,02,38,05,71c260,JJA6101 ,B738,2300,2575,151.6,48.21,-672,4116,1019.2,3008,2496,54.14,24.992686,121.114318,8,186,48.21,1,9,1,3,perhour
2025,04,01,02,38,05,42468e,VPBTV   ,B737,19950,20825,375.8,213.06,1888,6274,1013.6,32000,38000,222.19,24.614961,121.390323,8,186,213.06,1,10,1,3,perhour
2025,04,01,02,38,10,71c260,JJA6101 ,B738,2250,2525,149.6,49.07,-736,4116,1019.2,3008,2496,54.14,24.994874,121.117064,8,186,49.07,1,9,1,3,perhour
2025,04,01,02,38,10,42468e,VPBTV   ,B737,20125,21000,378.9,212.94,1600,6274,1013.6,32000,38000,222.19,24.605713,121.383769,8,186,212.94,1,10,1,3,perhour
2025,04,01,02,38,15,71c260,JJA6101 ,B738,2175,2450,148.1,48.56,-832,4116,1019.2,3008,2496,54.14,24.997147,121.119944,8,186,48.56,1,9,1,3,perhour
2025,04,01,02,38,15,42468e,VPBTV   ,B737,20250,21100,381.1,212.9,1600,6274,1013.6,34016,38000,222.19,24.599121,121.379089,8,186,212.9,1,10,1,3,perhour
2025,04,01,02,38,20,71c260,JJA6101 ,B738,2125,2400,146.0,48.89,-800,4116,1019.2,3008,2496,54.14,24.999297,121.122557,8,186,48.89,1,9,1,3,perhour
2025,04,01,02,38,20,42468e,VPBTV   ,B737,20400,21250,383.9,212.99,1600,6274,1013.6,34016,38000,222.19,24.59166,121.3738,8,186,212.99,1,10,1,3,perhour
2025,04,01,02,38,25,71c260,JJA6101 ,B738,2050,2325,144.7,49.48,-608,4116,1019.2,3008,2496,54.14,25.001671,121.125667,8,186,49.48,1,9,1,3,perhour
2025,04,01,02,38,25,42468e,VPBTV   ,B737,20550,21450,386.1,212.95,1600,6274,1013.6,34016,38000,222.19,24.584563,121.368713,8,186,212.95,1,10,1,3,perhour
2025,04,01,02,38,30,71c260,JJA6101 ,B738,2000,2275,141.8,49.0,-896,4116,1019.2,3008,2496,54.14,25.003738,121.128235,8,186,49.0,1,9,1,3,perhour
2025,04,01,02,38,30,42468e,VPBTV   ,B737,20700,21600,388.3,212.91,1600,6274,1013.6,34016,38000,222.19,24.576788,121.363272,8,186,212.91,1,10,1,3,perhour
2025,04,01,02,38,35,71c260,JJA6101 ,B738,1925,2200,139.6,48.78,-896,4116,1019.2,3008,2496,54.14,25.005674,121.130694,8,186,48.78,1,9,1,3,perhour
2025,04,01,02,38,35,42468e,VPBTV   ,B737,20825,21725,391.4,212.8,1600,6274,1013.6,34016,38000,222.19,24.570178,121.358608,8,186,212.8,1,10,1,3,perhour
2025,04,01,02,38,40,71c260,JJA6101 ,B738,1875,2150,137.5,49.13,-768,4116,1019.2,3008,2496,54.14,25.007955,121.133544,8,186,49.13,1,9,1,3,perhour
2025,04,01,02,38,40,42468e,VPBTV   ,B737,20900,21825,396.4,212.85,896,6274,1013.6,34016,38000,222.19,24.561007,121.352078,8,186,212.85,1,10,1,3,perhour
2025,04,01,02,38,45,71c260,JJA6101 ,B738,1800,2075,136.9,49.44,-768,4116,1019.2,3008,2496,54.14,25.01005,121.136187,8,186,49.44,1,9,1,3,perhour
2025,04,01,02,38,45,42468e,VPBTV   ,B737,20925,21850,401.9,213.02,896,6274,1013.6,34016,38000,222.19,24.553419,121.346741,8,186,213.02,1,10,1,3,perhour
2025,04,01,02,38,50,42468e,VPBTV   ,B737,21000,21925,406.9,213.07,928,6274,1013.6,34016,38000,222.19,24.544464,121.340383,8,186,213.07,1,10,1,3,perhour
2025,04,01,02,38,55,42468e,VPBTV   ,B737,21050,21975,411.3,212.99,928,6274,1013.6,34016,38000,222.19,24.53714,121.335144,8,186,212.99,1,10,1,3,perhour
2025,04,01,02,39,00,42468e,VPBTV   ,B737,21075,22000,416.3,213.04,928,6274,1013.6,34016,38000,222.19,24.529312,121.329549,8,186,213.04,1,10,1,3,perhour
2025,04,01,02,39,05,42468e,VPBTV   ,B737,21150,22075,419.9,213.05,928,6274,1013.6,34016,38000,222.19,24.520889,121.323598,8,186,213.05,1,10,1,3,perhour
2025,04,01,02,39,10,42468e,VPBTV   ,B737,21250,22175,423.0,212.94,1184,6274,1013.6,34016,38000,222.19,24.513382,121.318258,8,186,212.94,1,10,1,3,perhour
2025,04,01,02,39,15,42468e,VPBTV   ,B737,21400,22325,424.7,212.79,1760,6274,1013.6,34016,38000,222.19,24.504027,121.311709,8,186,212.79,1,10,1,3,perhour
2025,04,01,02,39,20,42468e,VPBTV   ,B737,21575,22500,424.1,212.68,1760,6274,1013.6,34016,38000,222.19,24.496905,121.306682,8,186,212.68,1,10,1,3,perhour
2025,04,01,02,39,25,42468e,VPBTV   ,B737,21775,22700,422.8,212.64,1760,6274,1013.6,34016,38000,222.19,24.490128,121.301931,8,186,212.64,1,10,1,3,perhour
2025,04,01,02,39,30,42468e,VPBTV   ,B737,22000,22950,422.8,212.64,2336,6274,1013.6,34016,38000,222.19,24.481682,121.296007,8,186,212.64,1,10,1,3,perhour
2025,04,01,02,39,35,42468e,VPBTV   ,B737,22225,23175,422.2,212.52,2336,6274,1013.6,34016,38000,222.19,24.47172,121.289062,8,186,212.52,1,10,1,3,perhour
2025,04,01,02,39,40,42468e,VPBTV   ,B737,22375,23325,422.2,212.52,2336,6274,1013.6,34016,38000,222.19,24.465435,121.284709,8,186,212.52,1,10,1,3,perhour
2025,04,01,02,39,45,42468e,VPBTV   ,B737,22650,23600,420.0,212.55,2720,6274,1013.6,34016,38000,222.19,24.455427,121.277713,8,186,212.55,1,10,1,3,perhour
2025,04,01,02,39,50,42468e,VPBTV   ,B737,22850,23850,420.0,212.55,2720,6274,1013.6,34016,38000,243.98,24.447094,121.271909,8,186,212.55,1,10,1,3,perhour
2025,04,01,02,39,55,42468e,VPBTV   ,B737,23025,24000,418.8,212.82,2720,6274,1013.6,34016,38000,243.98,24.438995,121.266276,8,186,212.82,1,10,1,3,perhour
2025,04,01,02,40,00,42468e,VPBTV   ,B737,23225,24225,415.6,215.1,2720,6274,1013.6,34016,38000,243.98,24.431122,121.260478,8,186,215.1,1,10,1,3,perhour
2025,04,01,02,40,05,42468e,VPBTV   ,B737,23400,24425,410.6,218.57,2720,6274,1013.6,34016,38000,243.98,24.424237,121.254808,8,186,218.57,1,10,1,3,perhour
2025,04,01,02,40,10,42468e,VPBTV   ,B737,23625,24650,406.6,221.61,2720,6274,1013.6,34016,38000,243.98,24.416602,121.24776,8,186,221.61,1,10,1,3,perhour
2025,04,01,02,40,15,42468e,VPBTV   ,B737,23825,24875,403.1,223.99,2720,6274,1013.6,34016,38000,243.98,24.40892,121.239777,8,186,223.99,1,10,1,3,perhour
2025,04,01,02,40,20,42468e,VPBTV   ,B737,24000,25050,398.5,227.54,2720,6274,1013.6,34016,38000,243.98,24.402823,121.232835,8,186,227.54,1,10,1,3,perhour
2025,04,01,02,40,25,42468e,VPBTV   ,B737,24200,25275,394.9,230.34,2720,6274,1013.6,34016,38000,243.98,24.396927,121.225281,8,186,230.34,1,10,1,3,perhour
2025,04,01,02,40,30,42468e,VPBTV   ,B737,24350,25400,392.2,233.19,2016,6274,1013.6,34016,38000,243.98,24.391743,121.218066,8,186,233.19,1,10,1,3,perhour
2025,04,01,02,40,35,42468e,VPBTV   ,B737,24475,25550,390.5,234.27,2016,6274,1013.6,34016,38000,243.98,24.387405,121.211446,8,186,234.27,1,10,1,3,perhour
2025,04,01,02,40,40,42468e,VPBTV   ,B737,24625,25725,388.0,238.28,2016,6274,1013.6,34016,38000,243.98,24.382293,121.202778,8,186,238.28,1,10,1,3,perhour
2025,04,01,02,40,45,42468e,VPBTV   ,B737,24800,25900,386.0,240.51,2016,6274,1013.6,34016,38000,243.98,24.376474,121.191637,8,186,240.51,1,10,1,3,perhour
2025,04,01,02,40,50,42468e,VPBTV   ,B737,24925,26050,385.6,241.84,2016,6274,1013.6,36000,38000,243.98,24.373032,121.18454,8,186,241.84,1,10,1,3,perhour
2025,04,01,02,40,55,42468e,VPBTV   ,B737,25050,26175,387.1,241.45,1440,6274,1013.6,36000,38000,243.98,24.368793,121.176038,8,186,241.45,1,10,1,3,perhour
2025,04,01,02,41,00,42468e,VPBTV   ,B737,25200,26325,387.1,241.45,1600,6274,1013.6,36000,38000,243.98,24.363739,121.165873,8,186,241.45,1,10,1,3,perhour
2025,04,01,02,41,05,42468e,VPBTV   ,B737,25325,26450,388.9,241.26,1600,6274,1013.6,36000,38000,252.42,24.359573,121.157633,8,186,241.26,1,10,1,3,perhour
2025,04,01,02,41,10,42468e,VPBTV   ,B737,25450,26600,389.8,241.33,1408,6274,1013.6,36000,38000,252.42,24.35506,121.148572,8,186,241.33,1,10,1,3,perhour
2025,04,01,02,41,15,42468e,VPBTV   ,B737,25550,26700,391.5,241.47,1408,6274,1013.6,36000,38000,252.42,24.351059,121.140544,8,186,241.47,1,10,1,3,perhour
2025,04,01,02,41,20,42468e,VPBTV   ,B737,25700,26875,392.4,241.54,1504,6274,1013.6,36000,38000,252.42,24.346448,121.131315,8,186,241.54,1,10,1,3,perhour
2025,04,01,02,41,25,42468e,VPBTV   ,B737,25825,27000,393.3,241.61,1440,6274,1013.6,36000,38000,252.42,24.342119,121.122609,8,186,241.61,1,10,1,3,perhour
2025,04,01,02,41,30,42468e,VPBTV   ,B737,25925,27100,394.7,241.55,1440,6274,1013.6,36000,38000,252.42,24.337696,121.113696,8,186,241.55,1,10,1,3,perhour
2025,04,01,02,41,35,42468e,VPBTV   ,B737,26025,27200,396.4,241.69,1216,6274,1013.6,36000,38000,252.42,24.333481,121.105143,8,186,241.69,1,10,1,3,perhour
2025,04,01,02,41,40,42468e,VPBTV   ,B737,26100,27300,398.7,241.7,1056,6274,1013.6,36000,38000,252.42,24.328995,121.096039,8,186,241.7,1,10,1,3,perhour
2025,04,01,02,41,45,42468e,VPBTV   ,B737,26200,27400,399.5,241.77,1120,6274,1013.6,36000,38000,252.42,24.324921,121.087748,8,186,241.77,1,10,1,3,perhour
2025,04,01,02,41,50,42468e,VPBTV   ,B737,26300,27525,401.8,241.78,1248,6274,1013.6,36000,38000,252.42,24.320206,121.078237,8,186,241.78,1,10,1,3,perhour
2025,04,01,02,41,55,42468e,VPBTV   ,B737,26400,27625,403.1,241.72,1120,6274,1013.6,36000,38000,252.42,24.316142,121.069958,8,186,241.72,1,10,1,3,perhour
2025,04,01,02,42,00,42468e,VPBTV   ,B737,26500,27725,404.5,241.66,1248,6274,1013.6,36000,38000,252.42,24.311394,121.060319,8,186,241.66,1,10,1,3,perhour
2025,04,01,02,42,05,42468e,VPBTV   ,B737,26600,27825,405.8,241.6,1248,6274,1013.6,36000,38000,252.42,24.307158,121.051768,8,186,241.6,1,10,1,3,perhour
2025,04,01,02,42,10,42468e,VPBTV   ,B737,26700,27950,407.2,241.55,1152,6274,1013.6,36000,38000,252.42,24.302307,121.041921,8,186,241.55,1,10,1,3,perhour
2025,04,01,02,42,15,42468e,VPBTV   ,B737,26825,28075,407.2,241.55,1856,6274,1013.6,36000,38000,252.42,24.297754,121.032801,8,186,241.55,1,10,1,3,perhour
2025,04,01,02,42,20,42468e,VPBTV   ,B737,27000,28275,406.3,241.48,2240,6274,1013.6,36000,38000,252.42,24.293243,121.023712,8,186,241.48,1,10,1,3,perhour
2025,04,01,02,42,25,42468e,VPBTV   ,B737,27175,28450,404.1,241.47,2624,6274,1013.6,36000,38000,252.42,24.289608,121.016425,8,186,241.47,1,10,1,3,perhour
2025,04,01,02,42,30,42468e,VPBTV   ,B737,27425,28725,402.7,241.53,2176,6274,1013.6,36000,38000,252.42,24.284487,121.006165,8,186,241.53,1,10,1,3,perhour
2025,04,01,02,42,35,42468e,VPBTV   ,B737,27600,28925,401.8,241.46,2336,6274,1013.6,36000,38000,252.42,24.280064,120.997251,8,186,241.46,1,10,1,3,perhour
2025,04,01,02,42,40,42468e,VPBTV   ,B737,27800,29100,399.6,241.45,2688,6274,1013.6,36000,38000,252.42,24.276306,120.989736,8,186,241.45,1,10,1,3,perhour
2025,04,01,02,42,45,42468e,VPBTV   ,B737,28050,29350,397.4,241.44,2560,6274,1013.6,36000,38000,246.8,24.271225,120.979614,8,186,241.44,1,10,1,3,perhour
2025,04,01,02,42,50,42468e,VPBTV   ,B737,28175,29525,396.9,241.56,1600,6274,1013.6,36000,38000,214.45,24.26738,120.971832,8,186,241.56,1,10,1,3,perhour
2025,04,01,02,42,55,42468e,VPBTV   ,B737,28325,29700,396.9,241.56,1760,6274,1013.6,36000,38000,214.45,24.262607,120.962271,8,186,241.56,1,10,1,3,perhour
2025,04,01,02,43,00,42468e,VPBTV   ,B737,28500,29850,395.5,241.62,1984,6274,1013.6,36000,38000,214.45,24.258045,120.953047,8,186,241.62,1,10,1,3,perhour
2025,04,01,02,43,05,42468e,VPBTV   ,B737,28650,30025,395.3,240.78,1920,6274,1013.6,36000,38000,215.16,24.253601,120.944316,8,186,240.78,1,10,1,3,perhour
2025,04,01,02,43,10,42468e,VPBTV   ,B737,28825,30225,398.1,237.31,1792,6274,1013.6,36000,38000,215.16,24.248549,120.935375,8,186,237.31,1,10,1,3,perhour
2025,04,01,02,43,15,42468e,VPBTV   ,B737,28925,30350,402.0,232.99,1440,6274,1013.6,36000,38000,215.16,24.2438,120.928017,8,186,232.99,1,10,1,3,perhour
2025,04,01,02,43,20,42468e,VPBTV   ,B737,29075,30500,404.7,230.21,1376,6274,1013.6,36000,38000,215.16,24.237562,120.919466,8,186,230.21,1,10,1,3,perhour
2025,04,01,02,43,25,42468e,VPBTV   ,B737,29175,30600,408.9,226.78,1440,6274,1013.6,36000,38000,215.16,24.231812,120.912577,8,186,226.78,1,10,1,3,perhour
2025,04,01,02,43,30,42468e,VPBTV   ,B737,29300,30725,411.6,224.41,1248,6274,1013.6,36000,38000,215.16,24.225128,120.905253,8,186,224.41,1,10,1,3,perhour
2025,04,01,02,43,35,42468e,VPBTV   ,B737,29400,30875,418.0,220.05,1184,6274,1013.6,36000,38000,215.16,24.217621,120.897929,8,186,220.05,1,10,1,3,perhour
2025,04,01,02,43,40,42468e,VPBTV   ,B737,29500,30975,422.8,216.92,1248,6274,1013.6,36000,38000,215.16,24.209864,120.891119,8,186,216.92,1,10,1,3,perhour
2025,04,01,02,43,45,42468e,VPBTV   ,B737,29600,31100,427.4,213.84,1152,6274,1013.6,36000,38000,215.16,24.201553,120.884705,8,186,213.84,1,10,1,3,perhour
2025,04,01,02,43,45,89906a,B16888  ,CL60,4675,4975,223.4,93.59,3840,2631,1019.2,20000,4000,97.03,25.063751,121.655935,8,186,93.59,1,10,1,3,perhour
2025,04,01,02,43,50,42468e,VPBTV   ,B737,29700,31200,430.8,211.33,1088,6274,1013.6,36000,38000,215.16,24.193105,120.878889,8,186,211.33,1,10,1,3,perhour
2025,04,01,02,43,50,89906a,B16888  ,CL60,4975,5275,224.1,95.63,3712,2631,1019.2,20000,4000,138.52,25.063306,121.661768,8,186,95.63,1,10,1,3,perhour
2025,04,01,02,43,55,42468e,VPBTV   ,B737,29800,31275,433.6,209.88,1120,6274,1013.6,36000,38000,215.16,24.18575,120.874225,8,186,209.88,1,10,1,3,perhour
2025,04,01,02,43,55,89906a,B16888  ,CL60,5300,5625,225.6,106.75,3584,2631,1019.2,20000,4000,238.36,25.062149,121.66743,8,186,106.75,1,10,1,3,perhour
2025,04,01,02,44,00,42468e,VPBTV   ,B737,29900,31400,433.8,210.17,1120,6274,1013.6,36000,38000,215.16,24.1763,120.868265,8,186,210.17,1,10,1,3,perhour
2025,04,01,02,44,00,89906a,B16888  ,CL60,5575,5875,227.7,118.03,3392,2631,1019.2,20000,4000,238.36,25.059998,121.672465,8,186,118.03,1,10,1,3,perhour
2025,04,01,02,44,05,42468e,VPBTV   ,B737,29975,31475,434.8,210.4,1056,6274,1013.6,36000,38000,215.16,24.167221,120.862478,8,186,210.4,1,10,1,3,perhour
2025,04,01,02,44,05,89906a,B16888  ,CL60,5875,6200,230.6,133.95,3328,2631,1019.2,20000,4000,238.36,25.056473,121.677246,8,186,133.95,1,10,1,3,perhour
2025,04,01,02,44,10,42468e,VPBTV   ,B737,30075,31600,435.3,210.51,1088,6274,1013.6,36000,38000,215.16,24.159531,120.857544,8,186,210.51,1,10,1,3,perhour
2025,04,01,02,44,10,89906a,B16888  ,CL60,6125,6450,231.6,146.45,3200,2631,1019.2,20000,4000,238.36,25.05217,121.680959,8,186,146.45,1,10,1,3,perhour
2025,04,01,02,44,15,42468e,VPBTV   ,B737,30150,31675,435.8,210.63,1088,6274,1013.6,36000,38000,215.16,24.150009,120.85144,8,186,210.63,1,10,1,3,perhour
2025,04,01,02,44,15,89906a,B16888  ,CL60,6400,6700,230.7,156.77,3072,2631,1019.2,20000,4000,238.36,25.047432,121.68343,8,186,156.77,1,10,1,3,perhour
2025,04,01,02,44,20,42468e,VPBTV   ,B737,30250,31775,436.6,210.56,992,6274,1013.6,36000,38000,215.16,24.141357,120.845846,8,186,210.56,1,10,1,3,perhour
2025,04,01,02,44,20,89906a,B16888  ,CL60,6625,6950,231.0,169.27,2752,2631,1019.2,20000,4000,238.36,25.042404,121.684674,8,186,169.27,1,10,1,3,perhour
2025,04,01,02,44,25,42468e,VPBTV   ,B737,30325,31850,437.5,210.49,960,6274,1013.6,36000,38000,215.16,24.132523,120.840149,8,186,210.49,1,10,1,3,perhour
2025,04,01,02,44,25,89906a,B16888  ,CL60,6850,7175,230.1,181.49,2688,2631,1019.2,20000,4000,238.36,25.036743,121.684825,8,186,181.49,1,10,1,3,perhour
2025,04,01,02,44,30,42468e,VPBTV   ,B737,30400,31950,438.9,210.54,928,6274,1013.6,36000,38000,215.16,24.123696,120.834529,8,186,210.54,1,10,1,3,perhour
2025,04,01,02,44,30,89906a,B16888  ,CL60,7075,7400,230.8,187.22,2496,2631,1019.2,20000,4000,238.36,25.031433,121.684316,8,186,187.22,1,10,1,3,perhour
2025,04,01,02,44,35,42468e,VPBTV   ,B737,30475,32025,439.7,210.47,928,6274,1013.6,36000,38000,215.16,24.115316,120.82914,8,186,210.47,1,10,1,3,perhour
2025,04,01,02,44,35,89906a,B16888  ,CL60,7275,7600,230.9,190.48,2752,2631,1019.2,20000,4000,238.36,25.026483,121.683327,8,186,190.48,1,10,1,3,perhour
2025,04,01,02,44,40,42468e,VPBTV   ,B737,30550,32100,440.6,210.41,896,6274,1013.6,36000,38000,215.16,24.106201,120.823263,8,186,210.41,1,10,1,3,perhour
2025,04,01,02,44,40,89906a,B16888  ,CL60,7475,7800,232.4,194.45,2560,2631,1019.2,20000,4000,217.27,25.021223,121.681927,8,186,194.45,1,10,1,3,perhour
2025,04,01,02,44,45,42468e,VPBTV   ,B737,30600,32175,441.1,210.52,896,6274,1013.6,36000,38000,215.16,24.098785,120.818532,8,186,210.52,1,10,1,3,perhour
2025,04,01,02,44,50,42468e,VPBTV   ,B737,30675,32250,442.0,210.45,896,6274,1013.6,36000,38000,215.16,24.090454,120.813192,8,186,210.45,1,10,1,3,perhour
2025,04,01,02,44,55,42468e,VPBTV   ,B737,30775,32350,442.8,210.39,960,6274,1013.6,36000,38000,222.89,24.079376,120.806122,8,186,210.39,1,10,1,3,perhour
2025,04,01,02,45,00,42468e,VPBTV   ,B737,30850,32425,444.2,210.43,960,6274,1013.6,36000,38000,222.89,24.070207,120.800275,8,186,210.43,1,10,1,3,perhour
2025,04,01,02,45,05,42468e,VPBTV   ,B737,30925,32525,444.2,210.43,960,6274,1013.6,36000,38000,222.89,24.062256,120.795135,8,186,210.43,1,10,1,3,perhour
2025,04,01,02,45,10,42468e,VPBTV   ,B737,31000,32600,445.1,210.37,960,6274,1013.6,36000,38000,222.89,24.053513,120.789541,8,186,210.37,1,9,1,3,perhour
2025,04,01,02,45,15,42468e,VPBTV   ,B737,31100,32700,445.9,210.3,992,6274,1013.6,36000,38000,222.89,24.043765,120.78338,8,186,210.3,1,9,1,3,perhour
2025,04,01,02,45,20,42468e,VPBTV   ,B737,31150,32775,446.4,210.41,960,6274,1013.6,36704,38000,222.89,24.035758,120.77825,8,186,210.41,1,9,1,3,perhour
2025,04,01,02,45,25,42468e,VPBTV   ,B737,31250,32875,446.4,210.41,1024,6274,1013.6,38016,38000,222.89,24.027145,120.772756,8,186,210.41,1,9,1,3,perhour
2025,04,01,02,45,30,42468e,VPBTV   ,B737,31325,32950,447.8,210.46,1024,6274,1013.6,38016,38000,222.89,24.017944,120.766856,8,186,210.46,1,9,1,3,perhour
2025,04,01,02,45,35,42468e,VPBTV   ,B737,31400,33050,447.8,210.46,1024,6274,1013.6,38016,38000,222.89,24.009109,120.76121,8,186,210.46,1,9,1,3,perhour
2025,04,01,02,45,40,42468e,VPBTV   ,B737,31525,33175,447.8,210.46,1184,6274,1013.6,38016,38000,222.89,23.999405,120.755005,8,186,210.46,1,9,1,3,perhour
2025,04,01,02,45,45,42468e,VPBTV   ,B737,31600,33275,447.8,210.46,1312,6274,1013.6,38016,38000,222.89,23.991766,120.750111,8,186,210.46,1,9,1,3,perhour
2025,04,01,02,45,50,42468e,VPBTV   ,B737,31725,33400,447.3,210.35,1440,6274,1013.6,38016,38000,222.89,23.981277,120.743408,8,186,210.35,1,9,1,3,perhour
2025,04,01,02,45,55,42468e,VPBTV   ,B737,31850,33525,446.4,210.41,1536,6274,1013.6,38016,38000,222.89,23.972401,120.737725,8,186,210.41,1,9,1,3,perhour
2025,04,01,02,46,00,42468e,VPBTV   ,B737,32000,33700,446.4,210.41,1536,6274,1013.6,38016,38000,222.89,23.963562,120.732117,8,186,210.41,1,9,1,3,perhour
2025,04,01,02,46,05,42468e,VPBTV   ,B737,32125,33825,445.1,210.37,1600,6274,1013.6,38016,38000,222.89,23.955231,120.726827,8,186,210.37,1,9,1,3,perhour
2025,04,01,02,46,10,42468e,VPBTV   ,B737,32225,33925,445.1,210.37,1440,6274,1013.6,38016,38000,222.89,23.947128,120.721639,8,186,210.37,1,9,1,3,perhour
2025,04,01,02,46,15,42468e,VPBTV   ,B737,32375,34075,444.2,210.43,1472,6274,1013.6,38016,38000,222.89,23.937241,120.715332,8,186,210.43,1,9,1,3,perhour
2025,04,01,02,46,20,42468e,VPBTV   ,B737,32450,34175,443.3,210.5,1472,6274,1013.6,38016,38000,222.89,23.93083,120.711244,8,186,210.5,1,9,1,3,perhour
2025,04,01,02,46,25,42468e,VPBTV   ,B737,32625,34350,442.8,210.39,1440,6274,1013.6,38016,38000,222.89,23.918884,120.703634,8,186,210.39,1,9,1,3,perhour
2025,04,01,02,46,30,42468e,VPBTV   ,B737,32725,34475,442.0,210.45,1440,6274,1013.6,38016,38000,222.89,23.91069,120.698395,8,186,210.45,1,9,1,3,perhour
2025,04,01,02,46,35,42468e,VPBTV   ,B737,32850,34600,442.0,210.45,1440,6274,1013.6,38016,38000,222.89,23.901398,120.692444,8,186,210.45,1,9,1,3,perhour
2025,04,01,02,46,40,42468e,VPBTV   ,B737,32950,34700,442.0,210.45,1376,6274,1013.6,38016,38000,222.89,23.893387,120.687307,8,186,210.45,1,9,1,3,perhour
2025,04,01,02,46,45,42468e,VPBTV   ,B737,33075,34850,441.1,210.52,1376,6274,1013.6,38016,38000,222.89,23.883957,120.681305,8,186,210.52,1,9,1,3,perhour
2025,04,01,02,46,50,42468e,VPBTV   ,B737,33175,34950,441.1,210.52,1376,6274,1013.6,38016,38000,222.89,23.8759,120.676168,8,186,210.52,1,9,1,3,perhour
2025,04,01,02,46,55,42468e,VPBTV   ,B737,33300,35075,441.1,210.52,1376,6274,1013.6,38016,38000,222.89,23.866867,120.670356,8,186,210.52,1,9,1,3,perhour
2025,04,01,02,47,00,42468e,VPBTV   ,B737,33375,35150,440.2,210.58,1248,6274,1013.6,38016,38000,222.89,23.860955,120.666573,8,186,210.58,1,9,1,3,perhour
2025,04,01,02,47,05,42468e,VPBTV   ,B737,33500,35300,440.2,210.58,1152,6274,1013.6,38016,38000,222.89,23.849503,120.659214,8,186,210.58,1,9,1,3,perhour
2025,04,01,02,47,10,42468e,VPBTV   ,B737,33600,35400,440.2,210.58,1152,6274,1013.6,38016,38000,222.89,23.839494,120.652788,8,186,210.58,1,9,1,3,perhour
2025,04,01,02,47,15,42468e,VPBTV   ,B737,33700,35525,439.7,210.47,1344,6274,1013.6,38016,38000,222.89,23.83223,120.648142,8,186,210.47,1,9,1,3,perhour
2025,04,01,02,47,20,42468e,VPBTV   ,B737,33850,35675,438.9,210.54,1440,6274,1013.6,38016,38000,222.89,23.822037,120.641595,8,186,210.54,1,9,1,3,perhour
2025,04,01,02,47,25,42468e,VPBTV   ,B737,33925,35750,438.9,210.54,1280,6274,1013.6,38016,38000,222.89,23.815109,120.637156,8,186,210.54,1,9,1,3,perhour
2025,04,01,02,47,30,42468e,VPBTV   ,B737,34050,35875,437.5,210.49,1408,6274,1013.6,38016,38000,222.89,23.80593,120.631282,8,186,210.49,1,9,1,3,perhour
2025,04,01,02,47,35,42468e,VPBTV   ,B737,34150,36000,437.5,210.49,1408,6274,1013.6,38016,38000,222.89,23.797271,120.625737,8,186,210.49,1,9,1,3,perhour
2025,04,01,02,47,40,42468e,VPBTV   ,B737,34275,36125,437.0,210.38,1184,6274,1013.6,38016,38000,222.89,23.786636,120.618947,8,186,210.38,1,9,1,3,perhour
2025,04,01,02,47,45,42468e,VPBTV   ,B737,34375,36225,436.1,210.45,1184,6274,1013.6,38016,38000,222.89,23.778511,120.613766,8,186,210.45,1,9,1,3,perhour
2025,04,01,02,47,50,42468e,VPBTV   ,B737,34475,36350,436.1,210.45,1184,6274,1013.6,38016,38000,222.89,23.770411,120.608584,8,186,210.45,1,9,1,3,perhour
2025,04,01,02,47,55,42468e,VPBTV   ,B737,34575,36450,436.1,210.45,1152,6274,1013.6,38016,38000,222.89,23.761612,120.602935,8,186,210.45,1,9,1,3,perhour
2025,04,01,02,48,00,42468e,VPBTV   ,B737,34675,36550,436.1,210.45,1216,6274,1013.6,38016,38000,222.89,23.752488,120.597131,8,186,210.45,1,9,1,3,perhour
2025,04,01,02,48,05,42468e,VPBTV   ,B737,34775,36675,435.3,210.51,1216,6274,1013.6,38016,38000,222.89,23.743744,120.591532,8,186,210.51,1,9,1,3,perhour
2025,04,01,02,48,10,42468e,VPBTV   ,B737,34875,36775,434.8,210.4,1312,6274,1013.6,38016,38000,222.89,23.735124,120.586041,8,186,210.4,1,9,1,3,perhour
2025,04,01,02,48,15,42468e,VPBTV   ,B737,35000,36900,433.9,210.47,1312,6274,1013.6,38016,38000,222.89,23.726212,120.580393,8,186,210.47,1,9,1,3,perhour
2025,04,01,02,48,20,42468e,VPBTV   ,B737,35100,37000,433.4,210.35,1312,6274,1013.6,38016,38000,222.89,23.719389,120.576039,8,186,210.35,1,9,1,3,perhour
2025,04,01,02,48,25,42468e,VPBTV   ,B737,35225,37150,432.5,210.42,1312,6274,1013.6,38016,38000,222.89,23.70932,120.569611,8,186,210.42,1,9,1,3,perhour
2025,04,01,02,48,30,42468e,VPBTV   ,B737,35325,37250,432.5,210.42,1312,6274,1013.6,38016,38000,222.89,23.700989,120.564321,8,186,210.42,1,9,1,3,perhour
2025,04,01,02,48,35,42468e,VPBTV   ,B737,35425,37375,431.2,210.37,1280,6274,1013.6,38016,38000,222.89,23.692245,120.558726,8,186,210.37,1,9,1,3,perhour
