cluster,count
35,618
38,462
1,424
18,420
0,414
3,413
17,397
24,394
32,378
16,336
2,329
6,329
4,322
12,308
37,293
19,263
39,252
30,220
13,213
23,213
28,201
25,201
21,200
8,195
27,167
31,148
7,148
20,121
36,112
9,112
34,104
15,102
29,85
22,76
33,57
5,49
26,41
10,12
14,12
11,7
