cluster,count
2,942
0,912
14,685
4,598
15,526
19,504
3,501
20,452
27,450
16,431
12,414
1,409
21,397
5,315
26,213
7,213
18,200
6,195
17,164
24,121
25,112
11,112
23,104
22,98
8,49
9,12
10,12
13,7
