cluster,count
33,4368
17,1283
11,951
22,402
5,315
14,232
15,194
6,182
13,109
10,104
23,102
18,100
19,100
26,85
27,76
4,65
24,55
20,55
25,47
21,41
3,37
34,32
8,28
32,23
29,22
9,19
28,18
7,13
1,12
-1,12
12,12
2,12
0,12
16,10
31,10
30,10
