cluster
3
3
3
3
3
3
35
35
35
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
6
20
6
20
6
20
6
20
6
20
6
20
6
20
6
20
6
20
6
20
6
20
6
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
9
9
9
9
9
9
9
9
9
9
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
33
37
37
37
37
37
37
37
37
37
37
37
37
37
37
37
37
37
37
37
37
37
37
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
34
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
4
3
4
3
4
3
4
3
4
3
4
3
4
3
4
3
4
3
4
3
4
3
4
3
4
3
25
3
25
3
25
3
25
3
21
3
21
3
21
3
21
3
21
3
21
3
21
3
21
21
21
21
21
21
21
3
21
3
21
3
21
3
21
3
21
3
21
3
21
3
21
3
21
3
21
3
21
3
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
21
9
21
9
21
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
9
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
18
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
31
2
2
2
2
2
2
2
2
2
2
2
2
2
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
8
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
27
27
27
27
27
27
27
27
27
27
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
23
23
23
23
23
23
28
23
28
23
28
23
28
23
28
23
15
23
15
23
15
23
15
23
15
23
15
23
15
23
15
