year,month,day,hour,minute,second,hex,flight,t,alt_baro,alt_geom,gs,track,geom_rate,squawk,nav_qnh,nav_altitude_mcp,nav_altitude_fms,nav_heading,lat,lon,nic,rc,nic_baro,nac_p,nac_v,sil,sil_type,geohash,ecef_x,ecef_y,ecef_z,cluster
2025,4,1,4,22,10,71c523,JJA6001,B38M,36000,37825,396.0,229.92,0,4106,1013.6,36000,36000,243.28,25.103119,121.426595,8,186,1,9,2,3,perhour,wsqqg1uhk8x9,-3013554.2075535245,4931845.185740356,2707779.7738683624,3
2025,4,1,4,22,10,899042,MDA212,B738,7850,8150,219.1,189.72,-1376,2712,1019.2,6016,6000,199.69,25.161163,121.520437,8,186,1,9,2,3,perhour,wsqrjk2qrktr,-3015912.086039214,4917583.093654997,2709787.9315867736,33
2025,4,1,4,22,15,71c523,JJA6001,B38M,36000,37825,396.7,229.81,0,4106,1013.6,36000,36000,243.28,25.096619,121.418152,8,186,1,9,2,3,perhour,wsqqfbwn2hb5,-3012987.538772742,4932551.321955783,2707124.0734803616,3
2025,4,1,4,22,15,899042,MDA212,B738,7725,8025,219.3,189.98,-1344,2712,1019.2,6016,6000,199.69,25.155945,121.519413,8,186,1,9,2,3,perhour,wsqrj5x8p81c,-3015935.1716168583,4917817.94914045,2709246.3582277363,33
2025,4,1,4,22,20,71c523,JJA6001,B38M,36000,37825,396.7,229.81,0,4106,1013.6,36000,36000,243.28,25.090725,121.410482,8,186,1,9,2,3,perhour,wsqqdz8kj60u,-3012472.3260032698,4933192.261698766,2706529.4744237224,3
2025,4,1,4,22,20,899042,MDA212,B738,7650,7925,218.5,190.28,-1024,2712,1019.2,6016,6000,199.69,25.151138,121.518453,8,186,1,9,2,3,perhour,wsqrj4x5cpvy,-3015957.164827061,4918038.710859892,2708749.3911259826,33
2025,4,1,4,22,25,71c523,JJA6001,B38M,36000,37825,396.7,229.81,-32,4106,1013.6,36000,36000,243.28,25.084627,121.402553,8,186,1,9,2,3,perhour,wsqqdwd8s92s,-3011939.680773544,4933854.938089185,2705914.2652750844,3
2025,4,1,4,22,25,899042,MDA212,B738,7575,7850,217.5,190.33,-992,2712,1019.2,6016,6000,199.69,25.14624,121.517487,8,186,1,9,2,3,perhour,wsqrj1wr6wvs,-3015984.4685609364,4918269.301157372,2708246.484382426,33
2025,4,1,4,22,30,71c523,JJA6001,B38M,36000,37825,396.7,229.81,0,4106,1013.6,36000,36000,243.28,25.079134,121.395402,8,186,1,9,2,3,perhour,wsqqdmt2tckm,-3011458.9982531653,4934452.230383726,2705360.066543008,3
2025,4,1,4,22,30,899042,MDA212,B738,7475,7750,217.7,190.59,-896,2712,1019.2,6016,6000,199.69,25.141467,121.516511,8,186,1,9,2,3,perhour,wsqrj0veevju,-3016004.190033745,4918489.466264516,2707752.911240742,33
2025,4,1,4,22,35,71c523,JJA6001,B38M,36000,37825,396.7,229.81,0,4106,1013.6,36000,36000,243.28,25.073035,121.387473,8,186,1,9,2,3,perhour,wsqqdhrtj0kp,-3010926.073724397,4935114.740069555,2704744.6982403463,3
2025,4,1,4,22,35,899042,MDA212,B738,7400,7675,216.5,190.38,-928,2712,1019.2,6016,6000,199.69,25.135927,121.515422,8,186,1,9,2,3,perhour,wsqqvpug6s3v,-3016036.732042896,4918752.321810747,2707185.322515069,33
2025,4,1,4,22,40,71c523,JJA6001,B38M,36000,37825,396.7,229.81,0,4106,1013.6,36000,36000,243.28,25.067356,121.380114,8,186,1,9,2,3,perhour,wsqqd567ctug,-3010431.7703929343,4935730.2689991165,2704171.678950737,3
2025,4,1,4,22,40,899042,MDA212,B738,7325,7600,215.7,190.68,-864,2712,1019.2,6016,6000,199.69,25.131226,121.514438,8,186,1,9,2,3,perhour,wsqqvph058h4,-3016057.533064914,4918975.8168199295,2706702.20471752,33
2025,4,1,4,22,45,71c523,JJA6001,B38M,36000,37825,397.3,229.7,0,4106,1013.6,36000,36000,243.28,25.061723,121.372807,8,186,1,9,2,3,perhour,wsqq9fkgp7u2,-3009940.679109628,4936341.11888833,2703603.2748829587,3
2025,4,1,4,22,45,899042,MDA212,B738,7250,7525,214.8,190.73,-960,2712,1019.2,6016,6000,199.69,25.126151,121.513401,8,186,1,9,2,3,perhour,wsqqvn567qnb,-3016082.9891417376,4919217.12903095,2706181.4068519226,33
2025,4,1,4,22,50,71c523,JJA6001,B38M,36000,37825,397.3,229.7,0,4106,1013.6,36000,36000,243.28,25.055858,121.365241,8,186,1,9,2,3,perhour,wsqq99r2zn6y,-3009432.8316260763,4936974.825504054,2703011.432830936,3
2025,4,1,4,22,50,899042,MDA212,B738,7150,7425,214.8,190.73,-992,2712,1019.2,6016,6000,199.69,25.121338,121.5124,8,186,1,9,2,3,perhour,wsqqvj4wkhud,-3016101.4309396185,4919440.079046742,2705683.743277332,33
2025,4,1,4,22,55,71c523,JJA6001,B38M,36000,37825,397.3,229.7,0,4106,1013.6,36000,36000,243.28,25.049286,121.35671,8,186,1,9,2,3,perhour,wsqq98168m3e,-3008859.028078073,4937687.584860347,2702348.213168233,3
2025,4,1,4,22,55,899042,MDA212,B738,7075,7350,214.0,191.05,-992,2712,1019.2,6016,6000,199.69,25.116841,121.511484,8,186,1,9,2,3,perhour,wsqqvh3uny92,-3016122.949918062,4919651.682494367,2705221.12599366,33
2025,4,1,4,23,0,71c523,JJA6001,B38M,36000,37825,397.3,229.7,32,4106,1013.6,36000,36000,243.28,25.043102,121.348762,8,186,1,9,2,3,perhour,wsqq3qgqxhe4,-3008325.7705918225,4938353.982699612,2701724.116428706,3
2025,4,1,4,23,0,899042,MDA212,B738,7000,7275,213.8,190.78,-992,2712,1019.2,6016,6000,199.69,25.111771,121.510417,8,186,1,9,2,3,perhour,wsqqv53ntvmu,-3016145.61488299,4919894.265894355,2704700.7828655285,33
2025,4,1,4,23,5,71c523,JJA6001,B38M,36000,37825,398.0,229.59,0,4106,1013.6,36000,36000,243.28,25.0383,121.34257,8,186,1,9,2,3,perhour,wsqq3nnfwv6j,-3007909.830866117,4938872.439227652,2701239.471087476,3
2025,4,1,4,23,5,899042,MDA212,B738,6900,7150,213.2,191.36,-1088,2712,1019.2,6016,6000,199.69,25.106781,121.509298,8,186,1,9,2,3,perhour,wsqqv483eg5q,-3016154.5961776087,4920124.564851087,2704182.013693097,33
2025,4,1,4,23,10,71c523,JJA6001,B38M,36000,37825,398.0,229.59,0,4106,1013.6,36000,36000,243.28,25.031138,121.333319,8,186,1,9,2,3,perhour,wsqq3hb0zq24,-3007287.922418881,4939646.4059013175,2700516.6057782746,3
2025,4,1,4,23,10,899042,MDA212,B738,6800,7050,213.4,191.63,-1120,2712,1019.2,6016,6000,199.69,25.101929,121.50823,8,186,1,9,2,3,perhour,wsqqucxt6fxp,-3016168.1279535587,4920352.472698403,2703680.362972142,33
2025,4,1,4,23,15,71c523,JJA6001,B38M,36000,37825,398.7,229.68,0,4106,1013.6,36000,36000,243.28,25.025253,121.325684,8,186,1,9,2,3,perhour,wsqq2gdwtm6b,-3006773.8518515243,4940284.017545255,2699922.597326327,3
2025,4,1,4,23,15,899042,MDA212,B738,6725,6975,214.8,192.09,-1088,2712,1019.2,6016,6000,199.69,25.09687,121.507079,8,186,1,9,2,3,perhour,wsqqubwzb5su,-3016183.2115207706,4920598.924536537,2703161.078319437,33
2025,4,1,4,23,20,71c523,JJA6001,B38M,36000,37825,398.7,229.68,0,4106,1013.6,36000,36000,243.28,25.020264,121.319275,8,186,1,9,2,3,perhour,wsqq2dy18520,-3006343.414182988,4940821.137414114,2699419.005235193,3
2025,4,1,4,23,20,899042,MDA212,B738,6650,6900,217.1,192.5,-1088,2712,1019.2,6016,6000,199.69,25.092354,121.505991,8,186,1,9,2,3,perhour,wsqqszvvwcc9,-3016190.2874087663,4920820.18490049,2702696.47503575,33
2025,4,1,4,23,25,71c523,JJA6001,B38M,36000,37825,398.7,229.68,0,4106,1013.6,36000,36000,243.28,25.013855,121.310984,8,186,1,9,2,3,perhour,wsqq23xuqb9c,-3005785.320460569,4941514.063932319,2698772.04761857,3
2025,4,1,4,23,25,899042,MDA212,B738,6550,6800,218.8,193.21,-960,2712,1019.2,6016,6000,199.69,25.087326,121.50472,8,186,1,9,2,3,perhour,wsqqszj030tb,-3016190.63107676,4921065.752886397,2702177.049619432,33
2025,4,1,4,23,30,71c523,JJA6001,B38M,36000,37825,399.5,229.77,0,4106,1013.6,36000,36000,243.28,25.007583,121.302847,8,186,1,9,2,3,perhour,wsqq226p9pq7,-3005236.983279025,4942193.280682681,2698138.886797976,3
2025,4,1,4,23,30,899042,MDA212,B738,6475,6725,220.2,193.66,-928,2712,1019.2,6016,6000,199.69,25.08202,121.503348,8,186,1,9,2,3,perhour,wsqqsyh135qv,-3016192.7218380724,4921333.66096182,2701632.832302205,33
2025,4,1,4,23,35,71c523,JJA6001,B38M,36000,37825,400.1,229.66,0,4106,1013.6,36000,36000,243.28,25.001159,121.294556,8,186,1,9,2,3,perhour,wsqq0pk421b6,-3004678.9094935684,4942886.573149814,2697490.348002066,3
2025,4,1,4,23,35,899042,MDA212,B738,6400,6650,221.0,194.41,-928,2712,1019.2,6016,6000,199.69,25.077393,121.502075,8,186,1,9,2,3,perhour,wsqqsv5n7scs,-3016186.55221597,4921569.023834307,2701157.001899528,33
2025,4,1,4,23,40,71c523,JJA6001,B38M,36000,37825,400.1,229.66,0,4106,1013.6,36000,36000,243.28,24.995728,121.287537,8,186,1,9,2,3,perhour,wsqnpyqfsmqt,-3004206.1361455666,4943473.108161408,2696942.031667496,3
2025,4,1,4,23,40,899042,MDA212,B738,6300,6550,221.5,194.91,-960,2712,1019.2,6016,6000,199.69,25.072151,121.500549,8,186,1,9,2,3,perhour,wsqqsu1zzgxy,-3016170.1601503063,4921836.505321162,2700615.9675450944,33
2025,4,1,4,23,45,71c523,JJA6001,B38M,36000,37825,400.9,229.76,0,4106,1013.6,36000,36000,243.28,24.989334,121.279268,8,186,1,9,2,3,perhour,wsqnpv0v7v2x,-3003648.9038412264,4944163.818842746,2696296.4593390296,3
2025,4,1,4,23,45,899042,MDA212,B738,6225,6475,222.4,194.85,-992,2712,1019.2,6016,6000,199.69,25.067682,121.499254,8,186,1,9,2,3,perhour,wsqqsg3jcfd5,-3016158.1469804784,4922066.610619164,2700156.0259379987,33
2025,4,1,4,23,50,71c523,JJA6001,B38M,36000,37825,400.9,229.76,0,4106,1013.6,36000,36000,243.28,24.983888,121.272168,8,186,1,9,2,3,perhour,wsqnps5twq69,-3003169.23285938,4944755.015200095,2695746.5756641133,3
2025,4,1,4,23,50,899042,MDA212,B738,6150,6400,222.0,195.41,-992,2712,1019.2,6016,6000,220.08,25.062328,121.497699,8,186,1,9,2,3,perhour,wsqqsdrytsd9,-3016145.555481633,4922345.928779193,2699606.901963284,33
2025,4,1,4,23,55,71c523,JJA6001,B38M,36000,37825,400.9,229.76,0,4106,1013.6,36000,36000,243.28,24.977554,121.263987,8,186,1,9,2,3,perhour,wsqnp7j8z9w3,-3002617.8082560915,4945438.479932695,2695106.999821874,3
2025,4,1,4,23,55,899042,MDA212,B738,6075,6325,223.2,201.28,-992,2712,1019.2,6016,6000,220.08,25.057755,121.496073,8,186,1,9,2,3,perhour,wsqqs9wsp8n4,-3016107.602392251,4922597.571708767,2699136.452008828,33
2025,4,1,4,24,0,71c523,JJA6001,B38M,36000,37825,401.5,229.65,0,4106,1013.6,36000,36000,243.28,24.971551,121.256207,8,186,1,9,2,3,perhour,wsqnp3bjf6mp,-3002092.7529702308,4946087.509859709,2694500.816314199,3
2025,4,1,4,24,0,899042,MDA212,B738,5975,6225,224.5,210.22,-1056,2712,1019.2,6016,6000,220.08,25.052925,121.49345,8,186,1,9,2,3,perhour,wsqqs8szfedq,-3015986.672184624,4922906.100948428,2698636.865245178,33
2025,4,1,4,24,5,71c523,JJA6001,B38M,36000,37825,402.3,229.74,0,4106,1013.6,36000,36000,243.28,24.965825,121.248797,8,186,1,9,2,3,perhour,wsqnp0fsmxpg,-3001592.7322043343,4946705.916294725,2693922.576730327,3
2025,4,1,4,24,5,899042,MDA212,B738,5900,6150,226.9,214.95,-1024,2712,1019.2,6016,6000,220.08,25.048363,121.490185,8,186,1,9,2,3,perhour,wsqqkxfmq3rc,-3015807.546206456,4923243.509866283,2698167.495629014,33
2025,4,1,4,24,10,71c523,JJA6001,B38M,36000,37825,402.3,229.74,0,4106,1013.6,36000,36000,243.28,24.959335,121.240438,8,186,1,9,2,3,perhour,wsqjyzswdvqb,-3001029.253695933,4947404.639543008,2693267.1521470034,3
2025,4,1,4,24,10,899042,MDA212,B738,5850,6075,228.8,216.47,-1024,2712,1019.2,6016,6000,220.08,25.044159,121.486816,8,186,1,9,2,3,perhour,wsqqkrpuzcxe,-3015610.630667829,4923571.981415452,2697734.1878674133,33
2025,4,1,4,24,15,71c523,JJA6001,B38M,36000,37825,403.0,229.63,0,4106,1013.6,36000,36000,243.28,24.953568,121.232961,8,186,1,9,2,3,perhour,wsqjywxjhdpx,-3000524.1483398792,4948027.997743889,2692684.7142798435,3
2025,4,1,4,24,15,899042,MDA212,B738,5825,6050,230.2,216.52,-128,2712,1019.2,6016,6000,220.08,25.039902,121.483358,8,186,1,9,2,3,perhour,wsqqkqmkp2j1,-3015414.535546438,4923919.005893475,2697301.977973507,33
2025,4,1,4,24,20,71c523,JJA6001,B38M,36000,37825,403.0,229.63,32,4106,1013.6,36000,36000,243.28,24.947159,121.224721,8,186,1,9,2,3,perhour,wsqjyt3psxx8,-2999968.63747904,4948717.003674479,2692037.405652032,3
2025,4,1,4,24,20,899042,MDA212,B738,5825,6050,230.2,216.52,0,2712,1019.2,6016,6000,220.08,25.035553,121.479797,8,186,1,9,2,3,perhour,wsqqkmdfsmmf,-3015215.4069175,4924280.998456717,2696863.707399574,33
2025,4,1,4,24,25,71c523,JJA6001,B38M,36000,37825,403.0,229.63,0,4106,1013.6,36000,36000,243.28,24.941292,121.217185,8,186,1,9,2,3,perhour,wsqjyk7tt1u6,-2999460.5711970995,4949347.262134796,2691444.8094615,3
2025,4,1,4,24,25,899042,MDA212,B738,5825,6050,229.6,216.32,0,2712,1019.2,6016,6000,220.08,25.031278,121.476348,8,186,1,9,2,3,perhour,wsqqkkb3u06j,-3015024.0356970546,4924634.09312798,2696432.879033729,33
2025,4,1,4,24,30,71c523,JJA6001,B38M,36000,37825,403.6,229.52,0,4106,1013.6,36000,36000,243.28,24.934982,121.209005,8,186,1,9,2,3,perhour,wsqjy5m8y98c,-2998907.5023712064,4950028.9224679945,2690807.436569276,3
2025,4,1,4,24,30,899042,MDA212,B738,5825,6050,229.6,216.32,32,2712,1019.2,6016,6000,220.08,25.027039,121.47288,8,186,1,9,2,3,perhour,wsqqkhjc560q,-3014830.0985188936,4924986.710193952,2696005.6638740646,33
2025,4,1,4,24,35,71c523,JJA6001,B38M,36000,37825,404.4,229.61,0,4106,1013.6,36000,36000,243.28,24.929561,121.202053,8,186,1,9,2,3,perhour,wsqjy429hwcp,-2998438.745392012,4950610.498666644,2690259.8354746443,3
2025,4,1,4,24,35,899042,MDA212,B738,5850,6075,229.6,216.32,32,2712,1019.2,6016,6000,220.08,25.022852,121.469508,8,186,1,9,2,3,perhour,wsqqk572stty,-3014646.69313758,4925338.04639326,2695586.898000216,33
2025,4,1,4,24,40,71c523,JJA6001,B38M,36000,37825,404.4,229.61,0,4106,1013.6,36000,36000,243.28,24.923309,121.193949,8,186,1,9,2,3,perhour,wsqjvc4sz9w1,-2997890.519144584,4951285.636430915,2689628.2611990087,3
2025,4,1,4,24,40,899042,MDA212,B738,5850,6075,229.6,216.32,32,2712,1019.2,6016,6000,220.08,25.018387,121.465912,8,186,1,9,2,3,perhour,wsqqk42y8vke,-3014447.205478354,4925706.40160574,2695136.8742475263,33
2025,4,1,4,24,45,71c523,JJA6001,B38M,36000,37825,404.4,229.61,0,4106,1013.6,36000,36000,241.88,24.917038,121.185913,8,186,1,9,2,3,perhour,wsqjv8hbk2w1,-2997348.4650509446,4951957.86471318,2688994.7353809583,3
2025,4,1,4,24,45,899042,MDA212,B738,5850,6075,230.2,216.52,0,2712,1019.2,4992,5008,220.08,25.014286,121.462564,8,186,1,9,2,3,perhour,wsqq7cwqfbuh,-3014260.0518735973,4926047.071719385,2694723.5233412376,33
2025,4,1,4,24,50,71c523,JJA6001,B38M,36000,37825,404.4,229.61,0,4106,1013.6,36000,36000,241.88,24.910754,121.1778,8,186,1,9,2,3,perhour,wsqjtqygxmhe,-2996799.905382052,4952634.528294869,2688359.863929691,3
2025,4,1,4,24,50,899042,MDA212,B738,5825,6075,230.2,216.52,-352,2712,1019.2,4992,5008,220.08,25.009918,121.458995,8,186,1,9,2,3,perhour,wsqq7bgtrdwu,-3014060.403900287,4926410.047335988,2694283.2455983968,33
2025,4,1,4,24,55,71c523,JJA6001,B38M,36000,37825,404.4,229.61,0,4106,1013.6,36000,36000,241.88,24.904999,121.1704,8,186,1,9,2,3,perhour,wsqjtmcd4uqc,-2996299.973781396,4953252.557014645,2687778.408889015,3
2025,4,1,4,24,55,899042,MDA212,B738,5775,6025,230.2,216.52,-608,2712,1019.2,4992,5008,220.08,25.005767,121.455619,8,186,1,9,2,3,perhour,wsqq7b1m1hcd,-3013864.7691695127,4926742.351296682,2693858.3840240864,33
2025,4,1,4,25,0,71c523,JJA6001,B38M,36000,37850,405.0,229.51,0,4106,1013.6,36000,36000,241.88,24.89893,121.162616,8,186,1,9,2,3,perhour,wsqjtheyv8fw,-2995777.8982652267,4953909.083174158,2687168.407721327,3
2025,4,1,4,25,0,899042,MDA212,B738,5700,5925,230.2,216.52,-672,2712,1019.2,4992,5008,220.08,25.001112,121.451836,8,186,1,9,2,3,perhour,wsqq5xqd0chd,-3013639.2453732383,4927104.458898224,2693376.26386488,33
2025,4,1,4,25,5,71c523,JJA6001,B38M,36000,37850,405.0,229.51,0,4106,1013.6,36000,36000,241.88,24.892685,121.154582,8,186,1,9,2,3,perhour,wsqjsgw46ku1,-2995234.741466057,4954579.720194894,2686537.3831930337,3
2025,4,1,4,25,5,899042,MDA212,B738,5650,5900,230.8,216.72,-672,2712,1019.2,4992,5008,220.08,24.996876,121.448416,8,186,1,9,2,3,perhour,wsqq5ws135qt,-3013445.4191415096,4927448.30713857,2692946.028743822,33
2025,4,1,4,25,10,71c523,JJA6001,B38M,36000,37850,405.0,229.51,0,4106,1013.6,36000,36000,241.88,24.886734,121.146901,8,186,1,9,2,3,perhour,wsqjsf2rxrkw,-2994714.8206039164,4955219.997602397,2685936.0361263207,3
2025,4,1,4,25,10,899042,MDA212,B738,5600,5825,230.0,216.87,-704,2712,1019.2,4992,5008,220.08,24.992686,121.444996,8,186,1,9,2,3,perhour,wsqq5tc8cw27,-3013243.2122305343,4927778.49382337,2692513.978299221,33
2025,4,1,4,25,15,71c523,JJA6001,B38M,36000,37850,405.8,229.6,0,4106,1013.6,36000,36000,241.88,24.880775,121.139244,8,186,1,9,2,3,perhour,wsqjs96vhbxh,-2994197.019396073,4955859.237900878,2685333.8516276926,3
2025,4,1,4,25,15,899042,MDA212,B738,5550,5800,230.0,216.87,-672,2712,1019.2,4992,5008,220.08,24.988449,121.441498,8,186,1,9,2,3,perhour,wsqq5mp02080,-3013042.608262151,4928126.417515925,2692083.616145074,33
2025,4,1,4,25,20,71c523,JJA6001,B38M,36000,37850,405.8,229.6,-32,4106,1013.6,36000,36000,241.88,24.87449,121.131212,8,186,1,9,2,3,perhour,wsqjs2m03v40,-2993654.5255514067,4956531.04370184,2684698.6918481085,3
2025,4,1,4,25,20,899042,MDA212,B738,5475,5725,229.2,217.02,-672,2712,1019.2,4992,5008,220.08,24.98426,121.438052,8,186,1,9,2,3,perhour,wsqq5khrzews,-3012838.048122878,4928457.863331839,2691651.642627792,33
2025,4,1,4,25,25,71c523,JJA6001,B38M,36000,37850,405.8,229.6,-32,4106,1013.6,36000,36000,241.88,24.868252,121.123127,8,186,1,9,2,3,perhour,wsqjkpphj6jt,-2993106.142603079,4957203.619015876,2684068.249928275,3
2025,4,1,4,25,25,899042,MDA212,B738,5425,5675,228.4,217.17,-704,2712,1019.2,4992,5008,220.08,24.979884,121.434424,8,186,1,9,2,3,perhour,wsqq573y75vk,-3012625.968901413,4928812.232294949,2691204.0222474737,33
2025,4,1,4,25,30,71c523,JJA6001,B38M,36000,37850,405.8,229.6,0,4106,1013.6,36000,36000,241.88,24.862247,121.115406,8,186,1,9,2,3,perhour,wsqjkn191db2,-2992583.4520814945,4957847.725124234,2683461.326040285,3
2025,4,1,4,25,30,899042,MDA212,B738,5375,5625,228.4,217.17,-704,2712,1019.2,4992,5008,220.08,24.975769,121.430969,8,186,1,9,2,3,perhour,wsqq54xq6sv1,-3012422.3301871344,4929147.010040991,2690782.70332335,33
2025,4,1,4,25,35,71c523,JJA6001,B38M,36000,37850,405.8,229.6,0,4106,1013.6,36000,36000,241.88,24.856155,121.107585,8,186,1,9,2,3,perhour,wsqj7ugve70s,-2992054.0599277285,4958500.435963717,2682845.578963323,3
2025,4,1,4,25,35,899042,MDA212,B738,5325,5550,229.2,217.02,-704,2712,1019.2,4992,5008,220.08,24.971283,121.427256,8,186,1,9,2,3,perhour,wsqq51usk0s9,-3012201.9303082745,4929504.289313919,2690320.748760018,33
2025,4,1,4,25,40,71c523,JJA6001,B38M,36000,37850,405.8,229.6,0,4106,1013.6,36000,36000,241.88,24.850296,121.100057,8,186,1,9,2,3,perhour,wsqj7ey77ygm,-2991544.237497596,4959128.400567495,2682253.3536795555,3
2025,4,1,4,25,40,899042,MDA212,B738,5250,5475,228.6,216.82,-608,2712,1019.2,4992,5008,220.08,24.967163,121.423899,8,186,1,9,2,3,perhour,wsqq514hmbt2,-3012003.150069672,4929828.15199926,2689895.6848384715,33
2025,4,1,4,25,45,71c523,JJA6001,B38M,36000,37850,405.8,229.6,0,4106,1013.6,36000,36000,241.88,24.84407,121.092021,8,186,1,9,2,3,perhour,wsqj7d8x0w74,-2990999.1661415114,4959797.493298736,2681624.0014501987,3
2025,4,1,4,25,45,899042,MDA212,B738,5200,5425,229.2,217.02,-608,2712,1019.2,4992,5008,220.08,24.962814,121.420288,8,186,1,9,2,3,perhour,wsqq4brdcvbc,-3011791.674867983,4930180.401552772,2689450.7350415224,33
2025,4,1,4,25,50,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.837574,121.083691,8,186,1,9,2,3,perhour,wsqj73d3q7ru,-2990434.999824255,4960492.636651544,2680967.322646312,3
2025,4,1,4,25,50,899042,MDA212,B738,5150,5375,229.4,216.67,-608,2712,1019.2,4992,5008,220.08,24.958923,121.417084,8,186,1,9,2,3,perhour,wsqmfzthr07x,-3011603.9686889364,4930492.878166853,2689051.9550112584,33
2025,4,1,4,25,55,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.831755,121.076176,8,186,1,9,2,3,perhour,wsqj70kzrqsk,-2989924.8782883263,4961118.0019857045,2680379.052319155,3
2025,4,1,4,25,55,899042,MDA212,B738,5100,5350,229.4,216.67,-640,2712,1019.2,4992,5008,220.08,24.954606,121.41354,8,186,1,9,2,3,perhour,wsqmfyfehe9p,-3011400.982590359,4930846.151973063,2688613.421692214,33
2025,4,1,4,26,0,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.82576,121.068471,8,186,1,9,2,3,perhour,wsqj4zrkec54,-2989402.4076019465,4961760.231778935,2679772.9604028314,3
2025,4,1,4,26,0,899042,MDA212,B738,5050,5300,229.6,217.57,-608,2712,1019.2,4992,5008,239.77,24.950317,121.410014,8,186,1,9,2,3,perhour,wsqmfy044k5y,-3011195.210893716,4931191.427516666,2688174.4834000804,33
2025,4,1,4,26,5,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.819651,121.06063,8,186,1,9,2,3,perhour,wsqj4y38vnk3,-2988870.756854932,4962414.01733321,2679155.312955505,3
2025,4,1,4,26,5,899042,MDA212,B738,5000,5225,229.8,225.18,-512,2712,1019.2,4992,5008,239.77,24.946041,121.405818,8,186,1,9,2,3,perhour,wsqmftm10x54,-3010927.804502676,4931565.459854926,2687733.6292701387,33
2025,4,1,4,26,10,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.813446,121.052602,8,186,1,9,2,3,perhour,wsqj4t5uf1d6,-2988325.06585499,4963081.291865501,2678527.928296224,3
2025,4,1,4,26,10,899042,MDA212,B738,4950,5175,230.4,232.58,-512,2712,1019.2,4992,5008,239.77,24.942856,121.401672,8,186,1,9,2,3,perhour,wsqmfs9yxvre,-3010641.583870976,4931899.044308811,2687406.0029132506,33
2025,4,1,4,26,15,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.807734,121.04529,8,186,1,9,2,3,perhour,wsqj4kn7x8y1,-2987829.3578473376,4963691.373761167,2677950.362867086,3
2025,4,1,4,26,15,899042,MDA212,B738,4900,5125,230.8,235.41,-672,2712,1019.2,4992,5008,239.77,24.939803,121.397008,8,186,1,9,2,3,perhour,wsqmfknsgk1z,-3010307.504488256,4932254.528987179,2687091.68210978,33
2025,4,1,4,26,20,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.801217,121.036895,8,186,1,9,2,3,perhour,wsqj46bms1fq,-2987259.072321676,4964390.05700079,2677291.3678434333,3
2025,4,1,4,26,20,899042,MDA212,B738,4850,5075,231.9,235.9,-608,2712,1019.2,4992,5008,239.77,24.936637,121.391878,8,186,1,9,2,3,perhour,wsqmf7df7y0c,-3009936.0202472606,4932638.981302263,2686765.958741348,33
2025,4,1,4,26,25,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.796096,121.030314,8,186,1,9,2,3,perhour,wsqj41gxdxr4,-2986812.1831416376,4964938.1692068055,2676773.511176372,3
2025,4,1,4,26,25,899042,MDA212,B738,4825,5050,232.4,235.69,-96,2712,1019.2,4992,5008,239.77,24.93403,121.387732,8,186,1,9,2,3,perhour,wsqmf5pg70j6,-3009639.1490301685,4932955.227777245,2686499.819227592,33
2025,4,1,4,26,30,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.789299,121.021608,8,186,1,9,2,3,perhour,wsqj1bv0pu72,-2986221.364192688,4965664.04628529,2676086.1374429227,3
2025,4,1,4,26,30,899042,MDA212,B738,4825,5050,232.2,235.35,0,2712,1019.2,4992,5008,239.77,24.930539,121.382135,8,186,1,9,2,3,perhour,wsqmf47ybtrc,-3009242.48694015,4933388.9366318,2686147.7286353805,33
2025,4,1,4,26,35,71c523,JJA6001,B38M,36000,37850,406.4,229.49,0,4106,1013.6,36000,36000,241.88,24.783108,121.013627,8,186,1,9,2,3,perhour,wsqhcxxkjfhm,-2985678.614344528,4966327.7571038585,2675460.015102247,3
2025,4,1,4,26,35,899042,MDA212,B738,4825,5050,232.2,235.35,96,2712,1019.2,4992,5008,239.77,24.927338,121.377106,8,186,1,9,2,3,perhour,wsqmf1bh789g,-3008887.590795971,4933781.162310283,2685824.87771001,33
2025,4,1,4,26,40,71c523,JJA6001,B38M,36000,37850,406.5,229.69,0,4106,1013.6,36000,36000,241.88,24.777382,121.006268,8,186,1,9,2,3,perhour,wsqhcwd4dqv0,-2985178.4411359285,4966940.341660576,2674880.8923964086,3
2025,4,1,4,26,40,899042,MDA212,B738,4850,5075,232.7,235.15,32,2712,1019.2,4992,5008,239.77,24.924254,121.372237,8,186,1,9,2,3,perhour,wsqmcckd61eq,-3008547.160976515,4934166.164744401,2685517.0306232544,33
