year,month,day,hour,minute,second,hex,flight,t,alt_baro,alt_geom,gs,track,geom_rate,squawk,nav_qnh,nav_altitude_mcp,nav_altitude_fms,nav_heading,lat,lon,nic,rc,nic_baro,nac_p,nac_v,sil,sil_type,geohash,ecef_x,ecef_y,ecef_z,cluster
2025,4,1,5,8,30,780b65,CXA880,B738,3525,3725,245.6,54.11,2464,6275,1018.4,7008,7008,54.84,25.138229,121.328532,8,186,1,9,1,3,perhour,wsqr0bk8z9w8,-2999353.246337973,4927540.054698547,2706905.689910723,38
2025,4,1,5,8,30,780aa8,CPA036,B748,37000,38925,554.0,51.74,-32,3555,1013.6,36992,37008,49.22,24.701828,121.421002,8,186,1,9,1,3,perhour,wsqke0b4d6mp,-3023044.3964845906,4948462.032023446,2667373.8540649195,16
2025,4,1,5,8,35,780b65,CXA880,B738,3750,3925,246.8,53.73,2336,6275,1018.4,7008,7008,54.84,25.1418,121.333872,8,186,1,9,1,3,perhour,wsqr10bts5hq,-2999753.4412291744,4927163.514517745,2707291.1163279554,38
2025,4,1,5,8,35,780aa8,CPA036,B748,37000,38925,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.709946,121.432241,8,186,1,9,1,3,perhour,wsqke623b7c9,-3023817.899999588,4947546.423353536,2668195.4349798574,16
2025,4,1,5,8,40,780b65,CXA880,B738,3975,4200,247.8,53.04,2816,6275,1018.4,7008,7008,54.84,25.145284,121.339019,8,186,1,9,1,3,perhour,wsqr11s3uhdm,-3000149.883960037,4926818.212715017,2707677.493750651,38
2025,4,1,5,8,40,780aa8,CPA036,B748,37000,38925,554.6,51.66,0,3555,1013.6,36992,37008,49.22,24.718214,121.443752,8,186,1,9,1,3,perhour,wsqkeebdh90c,-3024610.937893464,4946610.282255784,2669032.1415637187,16
2025,4,1,5,8,45,780b65,CXA880,B738,4175,4375,249.4,53.31,2816,6275,1018.4,7008,7008,54.84,25.148529,121.343791,8,186,1,9,1,3,perhour,wsqr14pug38d,-3000505.555774504,4926478.579383149,2708026.8558246563,38
2025,4,1,5,8,45,780aa8,CPA036,B748,37000,38925,554.6,51.66,0,3555,1013.6,36992,37008,49.22,24.724126,121.451888,8,186,1,9,1,3,perhour,wsqkesys6p5k,-3025169.610467932,4945945.772590133,2669630.3911483195,16
2025,4,1,5,8,50,780b65,CXA880,B738,4375,4575,251.6,53.4,2336,6275,1018.4,7008,7008,54.84,25.152191,121.349182,8,186,1,9,1,3,perhour,wsqr16gf0uhr,-3000907.7340003084,4926095.539067584,2708421.4343108186,38
2025,4,1,5,8,50,780aa8,CPA036,B748,37000,38925,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.733856,121.465362,8,186,1,9,1,3,perhour,wsqksn8mhhfq,-3026095.95458237,4944847.454081285,2670614.9315035464,16
2025,4,1,5,8,55,780b65,CXA880,B738,4575,4750,252.8,53.04,2688,6275,1018.4,7008,7008,49.92,25.155293,121.353789,8,186,1,9,1,3,perhour,wsqr17rhhnrx,-3001252.6388659286,4925770.230343392,2708756.393492768,38
2025,4,1,5,8,55,780aa8,CPA036,B748,37000,38925,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.74163,121.476193,8,186,1,9,1,3,perhour,wsqku2062qne,-3026841.428747335,4943966.240999296,2671401.4965784745,16
2025,4,1,5,9,0,780aa8,CPA036,B748,37000,38925,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.748947,121.486359,8,186,1,9,1,3,perhour,wsqku3rtj64g,-3027540.382332668,4943138.146432865,2672141.777950573,16
2025,4,1,5,9,5,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.757233,121.497854,8,186,1,9,1,3,perhour,wsqkufbj34wp,-3028326.4926115605,4942195.191452057,2672976.8520853827,16
2025,4,1,5,9,10,780aa8,CPA036,B748,37000,38900,554.0,51.74,-32,3555,1013.6,36992,37008,49.22,24.765977,121.509981,8,186,1,9,1,3,perhour,wsqkvh8b7b8z,-3029159.2331603835,4941206.281482557,2673861.389834124,16
2025,4,1,5,9,15,780aa8,CPA036,B748,37000,38900,554.0,51.74,-32,3555,1013.6,36992,37008,49.22,24.774077,121.521226,8,186,1,9,1,3,perhour,wsqkvmcp3y9t,-3029931.288761938,4940289.395447425,2674680.725368972,16
2025,4,1,5,9,20,780aa8,CPA036,B748,37000,38900,554.0,51.74,-32,3555,1013.6,36992,37008,49.22,24.781711,121.53185,8,186,1,9,1,3,perhour,wsqkvx2gcmg2,-3030660.885062359,4939423.693310604,2675452.8748912807,16
2025,4,1,5,9,25,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.789963,121.543325,8,186,1,9,1,3,perhour,wsqmjbchh8pc,-3031448.460231236,4938488.176472051,2676287.479299744,16
2025,4,1,5,9,30,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.797287,121.553497,8,186,1,9,1,3,perhour,wsqmn40w9v2d,-3032146.1203898336,4937658.345635518,2677028.1796107315,16
2025,4,1,5,9,35,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.806012,121.565638,8,186,1,9,1,3,perhour,wsqmn7c3kxv9,-3032978.910375184,4936668.323330193,2677910.510584098,16
2025,4,1,5,9,40,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.813832,121.576469,8,186,1,9,1,3,perhour,wsqmnt1r119c,-3033720.6531638177,4935783.465438722,2678701.269070179,16
2025,4,1,5,9,45,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.821594,121.587321,8,186,1,9,1,3,perhour,wsqmny9hmbmx,-3034465.3427658994,4934899.609971851,2679486.11325035,16
2025,4,1,5,9,50,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.829241,121.597923,8,186,1,9,1,3,perhour,wsqmr00buczp,-3035191.0406417595,4934033.384566146,2680259.28127185,16
2025,4,1,5,9,55,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.837202,121.608962,8,186,1,9,1,3,perhour,wsqmr32znnn2,-3035946.3924802127,4933131.303093354,2681064.146281473,16
2025,4,1,5,10,0,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.845302,121.620259,8,186,1,9,1,3,perhour,wsqmrdcnm7yp,-3036720.249165203,4932209.803989264,2681883.0112052555,16
2025,4,1,5,10,5,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.85289,121.630882,8,186,1,9,1,3,perhour,wsqmru2fsfrp,-3037448.3625958813,4931344.235582564,2682650.0671536284,16
2025,4,1,5,10,10,780b65,CXA880,B738,7100,7325,301.9,48.76,1376,6275,1018.4,19008,19008,49.92,25.219582,121.433129,8,186,1,9,1,3,perhour,wsqr7r0fsyzf,-3006854.0479068253,4919618.949335214,2715561.206531516,38
2025,4,1,5,10,10,780aa8,CPA036,B748,37000,38900,554.0,51.74,0,3555,1013.6,36992,37008,49.22,24.86099,121.64218,8,186,1,9,1,3,perhour,wsqt2jc1u0rm,-3038221.71184799,4930422.27253525,2683468.82825066,16
2025,4,1,5,10,15,780b65,CXA880,B738,7275,7475,304.7,48.73,2112,6275,1018.4,19008,19008,49.92,25.22419,121.438933,8,186,1,9,1,3,perhour,wsqr7rvjs1zd,-3007260.033667311,4919163.269002079,2716044.3906135773,38
2025,4,1,5,10,15,780aa8,CPA036,B748,37000,38900,554.1,51.89,0,3555,1013.6,36992,37008,49.22,24.869276,121.653684,8,186,1,9,1,3,perhour,wsqt2r3d0313,-3039007.9052701467,4929481.753637465,2684306.3350351835,16
2025,4,1,5,10,20,780b65,CXA880,B738,7475,7725,306.1,48.71,2112,6275,1018.4,19008,19008,49.92,25.228846,121.444737,8,186,1,9,1,3,perhour,wsqre8c2emz2,-3007679.133603978,4918729.104214815,2716545.385418829,38
2025,4,1,5,10,20,780aa8,CPA036,B748,37000,38875,554.1,51.89,0,3555,1013.6,36992,37008,49.22,24.87719,121.664722,8,186,1,9,1,3,perhour,wsqt88c81s24,-3039759.217585716,4928574.692325266,2685102.9839923074,16
2025,4,1,5,10,25,780b65,CXA880,B738,7675,7925,308.3,48.81,2528,6275,1018.4,19008,19008,49.92,25.233594,121.450696,8,186,1,9,1,3,perhour,wsqre9tsq6fe,-3008101.989813881,4918271.247985647,2717049.133826803,38
2025,4,1,5,10,25,780aa8,CPA036,B748,37000,38875,554.7,51.81,0,3555,1013.6,36992,37008,49.22,24.884491,121.674906,8,186,1,9,1,3,perhour,wsqt8f0fwv3f,-3040455.506773361,4927743.087998433,2685840.837314457,16
2025,4,1,5,10,30,780b65,CXA880,B738,7875,8125,310.4,48.92,2592,6275,1018.4,19008,19008,49.92,25.238159,121.456451,8,186,1,9,1,3,perhour,wsqref3yumvf,-3008511.7801654222,4917831.4354056185,2717534.4593205163,38
2025,4,1,5,10,30,780aa8,CPA036,B748,37000,38875,554.7,51.81,0,3555,1013.6,36992,37008,49.22,24.892914,121.686656,8,186,1,9,1,3,perhour,wsqt959e8xe0,-3041258.5721719004,4926783.420997335,2686692.0279681347,16
2025,4,1,5,10,35,780b65,CXA880,B738,8100,8350,311.8,48.64,2592,6275,1018.4,19008,19008,49.92,25.243044,121.462512,8,186,1,9,1,3,perhour,wsqregq73smq,-3008943.4276968515,4917368.415994367,2718055.2233339893,38
2025,4,1,5,10,35,780aa8,CPA036,B748,37000,38875,554.7,51.81,0,3555,1013.6,36992,37008,49.22,24.900699,121.697474,8,186,1,9,1,3,perhour,wsqt9m13hdtx,-3041996.9040628886,4925898.470397982,2687478.693566412,16
2025,4,1,5,10,40,780b65,CXA880,B738,8325,8600,312.3,48.24,2592,6275,1018.4,19008,19008,40.08,25.247653,121.468212,8,186,1,9,1,3,perhour,wsqrsh4qnrxs,-3009354.440835088,4916941.329283253,2718551.458898878,38
2025,4,1,5,10,40,780aa8,CPA036,B748,37000,38875,553.6,51.45,32,3555,1013.6,36992,37008,49.22,24.908844,121.70873,8,186,1,9,1,3,perhour,wsqt9w98dcnf,-3042763.7254871214,4924975.695563567,2688301.6836543283,16
2025,4,1,5,10,45,780b65,CXA880,B738,8550,8825,313.2,45.13,2720,6275,1018.4,19008,19008,40.08,25.252579,121.473846,8,186,1,9,1,3,perhour,wsqrsjndcvbt,-3009748.260397059,4916498.931825661,2719076.331010373,38
2025,4,1,5,10,45,780aa8,CPA036,B748,37000,38875,552.0,50.51,-32,3555,1013.6,36992,37008,49.22,24.916899,121.719654,8,186,1,9,1,3,perhour,wsqt9zcx3w8k,-3043503.928662824,4924073.938795453,2689115.52649941,16
2025,4,1,5,10,50,780b65,CXA880,B738,8775,9025,313.8,41.51,2720,6275,1018.4,19008,19008,40.08,25.258174,121.479354,8,186,1,9,1,3,perhour,wsqrsq4ed0gs,-3010111.005263909,4916030.124527357,2719665.2489193087,38
2025,4,1,5,10,50,780aa8,CPA036,B748,37000,38875,551.3,49.78,0,3555,1013.6,36992,37008,49.22,24.925278,121.730601,8,186,1,9,1,3,perhour,wsqtf19828df,-3044237.814702237,4923157.821806082,2689962.0485236137,16
2025,4,1,5,10,55,780b65,CXA880,B738,9025,9300,312.7,39.29,2816,6275,1018.4,19008,19008,40.08,25.264086,121.484692,8,186,1,9,1,3,perhour,wsqrsrnmyqzz,-3010462.008414103,4915574.969151313,2720295.7994696666,38
2025,4,1,5,10,55,780aa8,CPA036,B748,37000,38875,551.0,49.34,32,3555,1013.6,36992,37008,49.22,24.933426,121.741079,8,186,1,9,1,3,perhour,wsqtf6cpsxrz,-3044936.812285309,4922275.649550469,2690785.177676416,16
2025,4,1,5,11,0,780b65,CXA880,B738,9250,9525,313.6,38.92,2816,6275,1018.4,19008,19008,40.08,25.269625,121.489615,8,186,1,9,1,3,perhour,wsqru84n1pwb,-3010779.3697810927,4915144.892612372,2720882.307093316,38
2025,4,1,5,11,0,780aa8,CPA036,B748,37000,38875,550.1,49.13,32,3555,1013.6,36992,37008,49.22,24.941572,121.751421,8,186,1,9,1,3,perhour,wsqtfs2xjwp2,-3045623.8952114163,4921400.595905245,2691608.0503876368,16
2025,4,1,5,11,5,780b65,CXA880,B738,9425,9700,316.3,39.23,2176,6275,1018.4,19008,19008,40.08,25.275238,121.494649,8,186,1,9,1,3,perhour,wsqru9jwytb7,-3011097.133993297,4914694.165564069,2721469.738467596,38
2025,4,1,5,11,5,780aa8,CPA036,B748,37000,38875,550.0,48.98,32,3555,1013.6,36992,37008,49.22,24.949265,121.761169,8,186,1,9,1,3,perhour,wsqtftzu0bh4,-3046270.892459061,4920575.036099497,2692385.1130998908,16
2025,4,1,5,11,10,780b65,CXA880,B738,9625,9925,318.9,39.53,2176,6275,1018.4,19008,19008,40.08,25.280751,121.499617,8,186,1,9,1,3,perhour,wsqruf1r438c,-3011418.8326712167,4914262.639130151,2722053.6021971926,38
2025,4,1,5,11,10,780aa8,CPA036,B748,37000,38875,549.9,48.83,0,3555,1013.6,36992,37008,49.22,24.958144,121.772357,8,186,1,9,1,3,perhour,wsqtfzrztx62,-3047011.93364645,4919625.336435712,2693281.91221913,16
2025,4,1,5,11,15,780b65,CXA880,B738,9825,10100,321.6,39.83,2560,6275,1018.4,19008,19008,40.08,25.28627,121.50472,8,186,1,9,1,3,perhour,wsqrugjp1nmg,-3011744.6763841766,4913811.955612734,2722631.5465644733,38
2025,4,1,5,11,15,780aa8,CPA036,B748,37000,38875,549.9,48.83,0,3555,1013.6,36992,37008,49.22,24.967222,121.783706,8,186,1,9,1,3,perhour,wsqw530hw58b,-3047761.5395633606,4918658.898479658,2694198.743919248,16
2025,4,1,5,11,20,780aa8,CPA036,B748,37000,38875,549.2,48.77,-32,3555,1013.6,36992,37008,49.22,24.975586,121.794179,8,186,1,9,1,3,perhour,wsqw56xv64dj,-3048453.313261017,4917767.387063115,2695043.4053976107,16
2025,4,1,5,11,25,780aa8,CPA036,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,24.983688,121.80425,8,186,1,9,1,3,perhour,wsqw5sphs9p8,-3049116.7967995545,4916907.5523280585,2695861.5533266794,16
2025,4,1,5,11,30,780aa8,CPA036,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,24.992081,121.814748,8,186,1,9,1,3,perhour,wsqw5vwv3med,-3049809.427985376,4916013.170702773,2696709.02987682,16
2025,4,1,5,11,35,780aa8,CPA036,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,25.000626,121.82546,8,186,1,9,1,3,perhour,wsqwhpnx4yqz,-3050516.352510072,4915101.120723683,2697571.795059448,16
2025,4,1,5,11,40,780aa8,CPA036,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,25.009212,121.836151,8,186,1,9,1,3,perhour,wsqwk2y3hp4b,-3051220.155030336,4914188.346811692,2698438.6394668347,16
2025,4,1,5,11,45,780aa8,CPA036,B748,37000,38875,549.2,48.77,0,3555,1013.6,36992,37008,49.22,25.017079,121.845997,8,186,1,9,1,3,perhour,wsqwkdjx1983,-3051869.0657477137,4913349.154379696,2699232.84028246,16
2025,4,1,5,11,50,780aa8,CPA036,B748,37000,38850,549.2,48.77,-32,3555,1013.6,36992,37008,49.22,25.025299,121.856283,8,186,1,9,1,3,perhour,wsqwkgtncjy7,-3052543.021876039,4912466.3556509605,2700059.399902503,16
2025,4,1,5,11,55,780aa8,CPA036,B748,37000,38850,548.5,48.84,0,3555,1013.6,36992,37008,49.22,25.034164,121.867451,8,186,1,9,1,3,perhour,wsqwmjm4t6mt,-3053279.89708489,4911516.412962795,2700954.230279171,16
2025,4,1,5,12,0,780aa8,CPA036,B748,37000,38850,548.5,48.84,0,3555,1013.6,36992,37008,49.22,25.042557,121.87795,8,186,1,9,1,3,perhour,wsqwmqug6nfr,-3053970.862067822,4910620.811758361,2701801.357534445,16
2025,4,1,5,12,5,780aa8,CPA036,B748,37000,38850,548.5,48.84,0,3555,1013.6,36992,37008,49.22,25.051071,121.888631,8,186,1,9,1,3,perhour,wsqwt8kt4fne,-3054674.1163757374,4909710.467553514,2702660.6383984205,16
2025,4,1,5,12,10,780aa8,CPA036,B748,37000,38850,548.5,48.84,0,3555,1013.6,36992,37008,49.22,25.059448,121.89916,8,186,1,9,1,3,perhour,wsqwtcumb79w,-3055367.4633146734,4908813.517128436,2703506.0342051783,16
2025,4,1,5,12,15,780aa8,CPA036,B748,37000,38850,547.9,48.92,0,3555,1013.6,36992,37008,49.22,25.067635,121.909479,8,186,1,9,1,3,perhour,wsqww57v8cb5,-3056047.270215067,4907935.1865222575,2704332.199622741,16
2025,4,1,5,12,20,780aa8,CPA036,B748,37000,38850,547.9,48.92,0,3555,1013.6,36992,37008,49.22,25.07513,121.918963,8,186,1,9,1,3,perhour,wsqwwkf9jxpb,-3056672.5582351307,4907128.948327146,2705088.4856193936,16
2025,4,1,5,15,20,861b20,ANA8441,B763,2850,3050,166.2,77.13,-352,3663,1018.4,3008,3008,54.14,24.907915,121.000412,8,186,1,9,1,3,perhour,wsqj9qmg1gys,-2976569.402055506,4953762.696046448,2683608.966134237,1
2025,4,1,5,15,25,861b20,ANA8441,B763,2850,3050,164.8,72.33,-352,3663,1018.4,3008,3008,54.14,24.908846,121.003625,8,186,1,9,1,3,perhour,wsqj9w80sc6q,-2976824.7301406693,4953558.3930255845,2683702.872901403,1
2025,4,1,5,15,30,861b20,ANA8441,B763,2850,3050,164.3,65.93,-352,3663,1018.4,3008,3008,54.14,24.909358,121.005024,8,186,1,9,1,3,perhour,wsqj9w95t2vs,-2976933.327601545,4953465.150425812,2683754.5162780257,1
2025,4,1,5,15,35,861b20,ANA8441,B763,2875,3075,164.3,60.47,-352,3663,1018.4,3008,3008,54.14,24.911499,121.009725,8,186,1,9,1,3,perhour,wsqj9wuxfzyz,-2977291.6322211954,4953140.84996725,2683973.677677869,1
2025,4,1,5,15,40,861b20,ANA8441,B763,2875,3075,164.3,58.44,-352,3663,1018.4,3008,3008,54.14,24.914478,121.014767,8,186,1,9,1,3,perhour,wsqj9z8327q6,-2977655.586815635,4952759.225772233,2684274.1482959567,1
2025,4,1,5,15,45,861b20,ANA8441,B763,2875,3050,163.4,52.71,-352,3663,1018.4,3008,3008,54.14,24.916809,121.018066,8,186,1,9,1,3,perhour,wsqj9zfwvmf7,-2977880.91550573,4952488.252176105,2684506.044365509,1
2025,4,1,5,15,50,861b20,ANA8441,B763,2875,3075,164.9,50.91,-352,3663,1018.4,3008,3008,54.14,24.919464,121.021729,8,186,1,9,1,3,perhour,wsqjcbmq6sv8,-2978136.978152963,4952197.174943704,2684777.0345438058,1
2025,4,1,5,15,55,861b20,ANA8441,B763,2875,3075,166.7,49.62,-32,3663,1018.4,3008,3008,54.14,24.921616,121.024526,8,186,1,9,1,3,perhour,wsqjcbz6gvgq,-2978326.7503765617,4951965.368736323,2684994.0782437176,1
2025,4,1,5,16,0,861b20,ANA8441,B763,2875,3075,167.8,48.14,-32,3663,1018.4,3008,3008,54.14,24.924545,121.028086,8,186,1,9,1,3,perhour,wsqjf13gyzcy,-2978563.6736195977,4951662.679129653,2685289.4815428345,1
2025,4,1,5,16,5,861b20,ANA8441,B763,2875,3075,168.5,47.89,-32,3663,1018.4,3008,3008,54.14,24.926285,121.030172,8,186,1,9,1,3,perhour,wsqjf1eqpkm3,-2978701.91071286,4951484.352442669,2685464.965328587,1
2025,4,1,5,16,10,861b20,ANA8441,B763,2875,3075,168.0,49.1,-32,3663,1018.4,3008,3008,54.14,24.929701,121.034511,8,186,1,9,1,3,perhour,wsqjf4qdh90e,-2978994.32729016,4951121.562655481,2685809.471119892,1
2025,4,1,5,16,15,861b20,ANA8441,B763,2875,3075,167.4,49.36,-32,3663,1018.4,3008,3008,54.14,24.932029,121.037465,8,186,1,9,1,3,perhour,wsqjf68z9756,-2979193.31983132,4950874.459858996,2686044.2459432115,1
2025,4,1,5,16,20,861b20,ANA8441,B763,2875,3075,166.6,49.14,-32,3663,1018.4,3008,3008,54.14,24.933929,121.039937,8,186,1,9,1,3,perhour,wsqjf74ddvq8,-2979360.989629106,4950669.598481427,2686235.854411211,1
2025,4,1,5,16,25,861b20,ANA8441,B763,2875,3075,165.9,48.91,-32,3663,1018.4,3008,3008,54.14,24.936996,121.043752,8,186,1,9,1,3,perhour,wsqjf7tkebgp,-2979616.4631318506,4950348.004344745,2686545.1445843875,1
2025,4,1,5,16,30,861b20,ANA8441,B763,2875,3075,165.8,48.42,-32,3663,1018.4,3008,3008,54.14,24.938965,121.046244,8,186,1,9,1,3,perhour,wsqjfkp0jbj2,-2979784.1525157616,4950139.303292224,2686743.7034063754,1
2025,4,1,5,16,35,861b20,ANA8441,B763,2875,3075,164.4,48.95,-32,3663,1018.4,3008,3008,54.14,24.941895,121.049906,8,186,1,9,1,3,perhour,wsqjfs9c54pz,-2980029.6592651187,4949831.128011736,2687039.165967366,1
2025,4,1,5,16,40,861b20,ANA8441,B763,2875,3075,163.9,49.7,-32,3663,1018.4,3008,3008,54.14,24.944458,121.053212,8,186,1,9,1,3,perhour,wsqjfsurbrcp,-2980253.2568787,4949556.192461204,2687297.614316128,1
2025,4,1,5,16,45,861b20,ANA8441,B763,2875,3075,163.9,49.7,-32,3663,1018.4,3008,3008,54.14,24.947344,121.056899,8,186,1,9,1,3,perhour,wsqjftwby1yr,-2980501.921701018,4949248.439135222,2687588.6269722194,1
2025,4,1,5,16,50,861b20,ANA8441,B763,2875,3075,165.9,48.91,-32,3663,1018.4,3008,3008,54.14,24.94888,121.058868,8,186,1,9,1,3,perhour,wsqjfvb3u06d,-2980634.8307262217,4949084.287523122,2687743.508266689,1
2025,4,1,5,16,55,861b20,ANA8441,B763,2875,3050,167.8,48.14,-32,3663,1018.4,3008,3008,54.14,24.952372,121.063117,8,186,1,9,1,3,perhour,wsqjfy7qp56b,-2980913.748724688,4948716.986451644,2688092.399412569,1
2025,4,1,5,17,0,861b20,ANA8441,B763,2875,3050,168.5,47.89,-32,3663,1018.4,3008,3008,54.14,24.955025,121.066382,8,186,1,9,1,3,perhour,wsqjfyvve1v6,-2981131.513838701,4948440.489915791,2688359.9000264574,1
2025,4,1,5,17,5,861b20,ANA8441,B763,2875,3050,168.7,48.85,-64,3663,1018.4,3008,3008,54.14,24.956655,121.068351,8,186,1,9,1,3,perhour,wsqjfzpr119t,-2981262.097968475,4948272.527020919,2688524.249222449,1
2025,4,1,5,17,10,861b20,ANA8441,B763,2875,3075,168.0,49.1,-64,3663,1018.4,3008,3008,54.14,24.95982,121.072393,8,186,1,9,1,3,perhour,wsqjgpf1rpxt,-2981538.082660674,4947940.903601166,2688846.578273089,1
2025,4,1,5,17,15,861b20,ANA8441,B763,2875,3075,167.3,48.88,-64,3663,1018.4,3008,3008,54.14,24.962567,121.075814,8,186,1,9,1,3,perhour,wsqn50k9qzy2,-2981766.962081185,4947652.454859265,2689123.5403273194,1
2025,4,1,5,17,20,861b20,ANA8441,B763,2875,3075,167.3,48.88,-64,3663,1018.4,3008,3008,54.14,24.96415,121.077783,8,186,1,9,1,3,perhour,wsqn50w4syfe,-2981898.63588848,4947486.347415096,2689283.1410626783,1
2025,4,1,5,17,25,861b20,ANA8441,B763,2875,3075,168.2,50.06,-64,3663,1018.4,3008,3008,54.14,24.967209,121.081746,8,186,1,9,1,3,perhour,wsqn531h91jd,-2982166.7046787594,4947157.112072141,2689591.5487961653,1
2025,4,1,5,17,30,861b20,ANA8441,B763,2875,3075,169.0,50.28,-64,3663,1018.4,3008,3008,54.14,24.970155,121.08566,8,186,1,9,1,3,perhour,wsqn53evsqk0,-2982433.2422124804,4946834.943066536,2689888.5566465687,1
2025,4,1,5,17,35,861b20,ANA8441,B763,2875,3075,169.0,50.28,-64,3663,1018.4,3008,3008,54.14,24.972427,121.088664,8,186,1,9,1,3,perhour,wsqn56n4fmu1,-2982637.519086335,4946587.220109632,2690117.60876042,1
2025,4,1,5,17,40,861b20,ANA8441,B763,2875,3050,168.7,48.85,32,3663,1018.4,3008,3008,54.14,24.975369,121.092345,8,186,1,9,1,3,perhour,wsqn5d8u04hz,-2982880.404688859,4946271.380435426,2690410.9833851005,1
2025,4,1,5,17,40,7802e8,CYZ210,B738,2100,2300,167.2,48.39,704,6276,1018.4,6016,6000,49.22,25.094376,121.266785,8,186,1,8,2,3,perhour,wsqnz2rc2fsx,-2994911.439443494,4932202.80242354,2702305.520993688,38
2025,4,1,5,17,45,861b20,ANA8441,B763,2850,3050,167.9,48.62,-352,3663,1018.4,3008,3008,54.14,24.977929,121.095558,8,186,1,9,1,3,perhour,wsqn5e54gp2w,-2983095.6873740773,4946001.159876809,2690669.0587246064,1
2025,4,1,5,17,45,7802e8,CYZ210,B738,2125,2325,171.5,48.78,704,6276,1018.4,6016,6000,49.22,25.09552,121.26823,8,186,1,8,2,3,perhour,wsqnz82zfxfp,-2995011.404373158,4932087.048007957,2702423.964974015,38
2025,4,1,5,17,50,861b20,ANA8441,B763,2775,3000,167.3,48.88,-768,3663,1018.4,3008,3008,54.14,24.980392,121.098633,8,186,1,9,1,3,perhour,wsqn5et36dt6,-2983294.2488765693,4945730.178285249,2690910.9143830664,1
2025,4,1,5,17,50,7802e8,CYZ210,B738,2175,2375,183.7,49.64,704,6276,1018.4,6016,6000,49.22,25.097429,121.270614,8,186,1,8,2,3,perhour,wsqnz8fe45gg,-2995177.0433401475,4931897.259135847,2702622.68217517,38
2025,4,1,5,17,55,861b20,ANA8441,B763,2725,2925,166.5,48.65,-832,3663,1018.4,3008,3008,54.14,24.982956,121.101837,8,186,1,8,1,3,perhour,wsqn5sp8m2d9,-2983497.9008029588,4945442.487559416,2691159.726896575,1
2025,4,1,5,17,55,7802e8,CYZ210,B738,2350,2550,191.6,49.66,704,6276,1018.4,6016,6000,49.22,25.102295,121.276906,8,186,1,8,2,3,perhour,wsqnz9xpkwzq,-2995624.528615467,4931413.405277634,2703135.3473304734,38
2025,4,1,5,18,0,861b20,ANA8441,B763,2650,2850,165.9,48.91,-896,3663,1018.4,3008,3008,54.14,24.985517,121.105093,8,186,1,8,1,3,perhour,wsqn5u6p1jyq,-2983706.085234634,4945152.19309625,2691408.229758931,1
2025,4,1,5,18,0,7802e8,CYZ210,B738,2500,2700,205.2,50.34,1440,6276,1018.4,6016,6000,49.22,25.105545,121.281179,8,186,1,8,2,3,perhour,wsqnzf662kc9,-2995934.171783704,4931094.317719105,2703482.03280144,38
2025,4,1,5,18,5,861b20,ANA8441,B763,2575,2775,165.9,48.91,-928,3663,1018.4,3008,3008,54.14,24.987946,121.108144,8,186,1,8,1,3,perhour,wsqn5uum269r,-2983899.752266313,4944877.867348749,2691643.419786691,1
2025,4,1,5,18,5,7802e8,CYZ210,B738,2600,2800,212.6,50.92,1376,6276,1018.4,6016,6000,49.22,25.108429,121.285044,8,186,1,8,2,3,perhour,wsqnzfv54q7t,-2996210.464263939,4930799.496567101,2703785.390767677,38
2025,4,1,5,18,10,861b20,ANA8441,B763,2500,2700,165.2,49.17,-960,3663,1018.4,3008,3008,54.14,24.990463,121.111298,8,186,1,8,1,3,perhour,wsqn5vqeczcn,-2984100.1461861413,4944594.6225722665,2691887.4734179424,1
2025,4,1,5,18,10,7802e8,CYZ210,B738,2800,3000,216.0,50.64,2816,6276,1018.4,6016,6000,49.22,25.111725,121.289469,8,186,1,9,2,3,perhour,wsqqb52q3kz4,-2996539.147309191,4930482.328005729,2704143.167954331,38
